userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (15,10.362085342407227)* (48,9.965320587158203)* (169,9.650407791137695)* (265,9.546226501464844) (53,9.46281623840332)* (136,9.405160903930664)* (324,9.30569076538086) (823,9.236236572265625) (215,9.141225814819336) (107,9.060171127319336)* (560,8.96517562866211) (276,8.934389114379883) (11,8.933578491210938)* (170,8.907422065734863)* (674,8.84797191619873) (1187,8.79801082611084) (279,8.77631950378418) (632,8.71917724609375) (364,8.67740249633789) (300,8.675310134887695)
2751: (2328,7.151057720184326) (560,6.778114318847656) (95,6.752586841583252) (3141,6.727811813354492) (2779,6.71635627746582) (185,6.661166667938232) (592,6.659806251525879) (2790,6.605405807495117) (2830,6.603840351104736) (5704,6.596378326416016) (1116,6.595845699310303) (2137,6.591567516326904) (269,6.588253498077393) (998,6.57843017578125)* (2066,6.56605339050293) (1180,6.5657958984375) (952,6.565479278564453) (707,6.559982776641846) (4540,6.483548641204834) (2956,6.464907646179199)
2752: (159,12.747854232788086)* (48,12.373055458068848)* (168,11.634721755981445) (661,11.594844818115234)* (142,11.520761489868164) (185,11.284591674804688) (167,11.219767570495605)* (941,11.140633583068848) (3346,10.869327545166016) (115,10.79497241973877) (2609,10.776344299316406)* (862,10.767476081848145)* (169,10.6940336227417)* (1273,10.62162971496582) (269,10.567123413085938) (67,10.545286178588867) (343,10.493836402893066) (1116,10.48703384399414)* (16,10.437481880187988) (298,10.377706527709961)*
2753: (95,8.461444854736328) (2066,8.42219066619873) (625,8.405707359313965) (896,8.264894485473633) (15,8.257929801940918) (166,8.11151123046875) (2137,7.985032081604004) (136,7.97099494934082) (298,7.90168571472168) (844,7.885826587677002)* (1063,7.872629165649414) (167,7.841904163360596) (312,7.8164496421813965)* (1790,7.809756755828857) (904,7.799333095550537) (130,7.76002836227417) (1180,7.756084442138672) (1717,7.7471795082092285) (707,7.747140407562256) (519,7.745762825012207)
2755: (642,11.352569580078125) (2609,10.951119422912598)* (649,10.747051239013672)* (3280,10.416244506835938) (1094,10.262211799621582) (625,10.252300262451172) (200,10.069087982177734) (194,10.014961242675781) (2114,9.997394561767578) (808,9.996208190917969) (3892,9.881643295288086)* (514,9.852383613586426)* (190,9.831913948059082)* (276,9.815630912780762) (1381,9.808683395385742) (660,9.794498443603516) (3655,9.791839599609375)* (941,9.74838924407959) (564,9.588570594787598) (650,9.55984115600586)
2756: (15,8.261171340942383) (48,8.21277141571045)* (592,7.730079174041748) (185,7.680651664733887) (136,7.6241350173950195) (131,7.5337042808532715) (1273,7.500086307525635) (4,7.468853950500488)* (67,7.444965362548828) (707,7.4308319091796875) (130,7.403616428375244) (512,7.394556522369385) (312,7.276050567626953)* (823,7.216155052185059) (147,7.192028045654297) (169,7.183939456939697) (95,7.154727935791016)* (107,7.138443946838379) (519,7.044892311096191) (113,7.042119026184082)
2757: (2096,15.410004615783691)* (1780,14.275482177734375) (2997,14.239341735839844)* (1626,14.133224487304688) (2779,14.015993118286133)* (2602,13.995599746704102)* (6925,13.632026672363281) (1297,13.56472110748291)* (4306,13.436580657958984)* (2956,12.788601875305176)* (1774,12.708658218383789)* (245,12.602457046508789) (1034,12.586469650268555)* (2137,12.585049629211426) (1207,12.400857925415039) (1091,12.3446683883667) (519,12.267789840698242)* (1305,12.236809730529785) (6710,12.219669342041016) (2012,12.180408477783203)*
2758: (95,10.146907806396484) (136,9.945070266723633) (1894,9.568089485168457) (81,9.363069534301758) (116,9.274155616760254) (913,9.00234603881836) (15,8.958584785461426) (520,8.926337242126465) (4,8.911168098449707) (1232,8.885937690734863) (3543,8.824588775634766) (1172,8.814563751220703) (864,8.741507530212402) (366,8.6937255859375) (147,8.689043998718262) (2593,8.681371688842773) (164,8.583127975463867) (916,8.552653312683105) (486,8.425501823425293)* (855,8.309877395629883)
2759: (159,11.310063362121582)* (2066,11.150486946105957) (312,10.906242370605469) (298,10.836431503295898) (855,10.704683303833008) (4181,10.699539184570312) (94,10.610174179077148) (142,10.580888748168945)* (4,10.556026458740234) (1281,10.494027137756348) (704,10.351106643676758) (2119,10.271544456481934) (219,10.176772117614746) (3864,10.13919734954834) (1900,10.127388000488281) (95,10.104520797729492) (425,10.097318649291992) (722,10.096214294433594) (986,10.085336685180664) (1248,10.039322853088379)
2760: (147,11.245677947998047)* (560,11.234429359436035) (167,11.21867561340332) (185,11.213216781616211) (1091,10.984880447387695) (2609,10.966402053833008)* (1063,10.931390762329102) (166,10.104976654052734) (628,10.013530731201172) (3266,9.885578155517578)* (941,9.884016036987305) (194,9.881689071655273) (3655,9.853074073791504) (68,9.783660888671875)* (5007,9.76531982421875)* (3204,9.738592147827148) (697,9.681384086608887)* (459,9.671431541442871) (932,9.640765190124512) (3280,9.523819923400879)
2761: (185,3.8227734565734863) (592,3.637096881866455) (560,3.5465774536132812) (1273,3.500934600830078) (625,3.4899678230285645) (136,3.4693050384521484) (147,3.3615479469299316) (519,3.3509225845336914) (512,3.348588228225708) (1062,3.3024239540100098) (130,3.2423081398010254) (2069,3.241313934326172) (707,3.2234878540039062) (932,3.1908140182495117) (2096,3.1878652572631836) (539,3.186917781829834) (862,3.1810708045959473) (48,3.147411346435547) (806,3.134537935256958) (164,3.132741689682007)
2762: (1910,20.25724220275879)* (2328,19.103851318359375)* (270,18.638572692871094)* (4692,16.685489654541016)* (3448,16.435985565185547) (695,16.326400756835938) (3744,16.04464340209961)* (827,15.906097412109375)* (4908,15.884088516235352)* (2156,15.771341323852539)* (72,15.741294860839844)* (1774,15.209603309631348) (384,15.087896347045898)* (2147,15.02648639678955)* (3658,14.96418285369873) (5683,14.952285766601562)* (941,14.673003196716309)* (3290,14.550374984741211)* (842,14.505258560180664)* (240,14.340926170349121)
2763: (2077,13.58187484741211)* (1838,13.294739723205566) (1034,12.940183639526367)* (1050,12.74509048461914) (195,12.725976943969727) (1814,12.653120040893555)* (6018,12.554439544677734) (976,12.235639572143555) (329,12.11327075958252)* (172,12.064332962036133) (1278,11.953229904174805)* (1972,11.938180923461914)* (185,11.841167449951172)* (2087,11.813267707824707) (1052,11.726605415344238) (560,11.715187072753906)* (649,11.556790351867676)* (674,11.518769264221191)* (1863,11.429132461547852)* (854,11.407721519470215)
2764: (156,13.575197219848633)* (2266,12.64985466003418)* (374,12.030961036682129)* (367,12.030088424682617)* (922,11.908860206604004)* (2220,11.152410507202148)* (101,11.149971008300781)* (3024,11.110676765441895) (324,10.946638107299805)* (13,10.832399368286133)* (3736,10.826521873474121) (665,10.644987106323242)* (327,10.644647598266602)* (67,10.585813522338867)* (2582,10.56175422668457) (875,10.557535171508789) (642,10.299445152282715) (844,10.25885009765625) (258,10.229475021362305)* (2160,10.169441223144531)*
2765: (560,8.356637001037598)* (592,8.285528182983398) (1063,8.175895690917969) (136,8.073954582214355) (932,7.9488139152526855) (1062,7.939901351928711) (519,7.927111625671387) (512,7.896942615509033)* (130,7.742266654968262) (159,7.545907974243164) (48,7.529400825500488) (707,7.413053512573242) (1144,7.3540143966674805) (539,7.3344011306762695)* (166,7.310336112976074) (2137,7.2805585861206055) (4,7.268159866333008) (2096,7.241286277770996) (862,7.222124099731445) (169,7.192617893218994)
2766: (167,8.253551483154297) (15,7.636638641357422) (222,7.605767250061035) (139,7.55159854888916)* (106,7.525378704071045) (1336,7.484004497528076) (444,7.4590911865234375) (1243,7.439049243927002) (159,7.430394649505615) (324,7.379514217376709) (1281,7.253142833709717) (1826,7.181150436401367)* (298,7.141759872436523) (717,7.125674247741699) (35,7.111516952514648) (716,7.107396125793457) (440,7.097284317016602) (215,7.075339317321777) (81,7.057986736297607) (48,7.051987648010254)
2767: (159,10.836697578430176) (16,10.062870025634766) (80,9.784387588500977)* (6090,9.708788871765137) (86,9.586845397949219) (123,9.555208206176758) (279,9.400247573852539) (72,9.373032569885254) (3747,9.347331047058105) (258,9.24421215057373) (9,9.225824356079102) (4709,9.222491264343262) (18,9.062518119812012) (168,9.043548583984375) (1906,9.039527893066406) (4744,9.024208068847656) (334,8.95345401763916) (321,8.861481666564941) (2423,8.832340240478516) (117,8.825263977050781)
2768: (592,10.728076934814453) (168,9.831092834472656)* (2026,9.823549270629883)* (4,9.610198974609375) (439,9.582623481750488) (560,9.378843307495117) (50,9.34223747253418) (1202,9.156625747680664) (820,9.07541275024414) (1144,9.034778594970703) (324,9.033191680908203) (3865,8.996270179748535) (1518,8.971994400024414)* (113,8.913524627685547) (2114,8.886152267456055) (2131,8.869117736816406) (520,8.759651184082031) (72,8.742247581481934)* (142,8.726062774658203) (136,8.72484016418457)
2770: (207,12.187825202941895)* (15,12.133519172668457) (366,11.757469177246094) (2066,11.644591331481934)* (818,11.612016677856445) (1336,11.595683097839355)* (222,11.532682418823242) (721,11.508306503295898) (48,11.233808517456055) (95,11.233770370483398)* (560,11.188753128051758) (312,11.088953018188477)* (1357,11.075383186340332)* (1064,11.074312210083008) (1063,11.069652557373047) (364,11.026304244995117) (922,10.95524787902832) (210,10.953263282775879) (67,10.948047637939453) (371,10.849161148071289)
2772: (269,3.6661479473114014)* (48,3.615097761154175) (952,3.5900747776031494) (72,3.4552392959594727) (142,3.396885395050049) (159,3.3395802974700928) (4,3.3265957832336426) (3499,3.3199517726898193) (54,3.306575059890747) (131,3.233673572540283) (2862,3.1662261486053467) (263,3.1625921726226807) (374,3.1622321605682373) (2147,3.1565327644348145) (670,3.1397652626037598) (3744,3.137608289718628) (3445,3.131948947906494) (298,3.1223747730255127) (434,3.094576835632324) (167,3.092200756072998)
2773: (675,11.294150352478027)* (735,10.609670639038086)* (1368,10.49672794342041) (986,10.49404239654541)* (2085,10.40522289276123)* (1919,10.269493103027344) (159,10.07158088684082)* (324,9.912368774414062)* (301,9.848442077636719) (385,9.77778434753418) (215,9.734375) (717,9.726037979125977) (373,9.722417831420898) (722,9.676741600036621) (50,9.56749153137207) (3436,9.564923286437988) (701,9.542412757873535)* (5451,9.431812286376953) (5160,9.40443229675293)* (15,9.368078231811523)*
2774: (2594,12.412492752075195) (2085,12.402685165405273) (561,12.363469123840332) (671,11.986469268798828) (1919,11.979913711547852) (3310,11.898897171020508) (744,11.871208190917969) (4397,11.666520118713379)* (1814,11.605440139770508) (530,11.469564437866211)* (178,11.348819732666016) (1847,11.28255558013916) (342,11.232093811035156) (1265,11.22579574584961) (1072,11.077338218688965) (1091,11.070760726928711) (2014,11.057897567749023) (560,11.052584648132324) (329,10.884122848510742) (2138,10.829885482788086)
2775: (48,9.806451797485352) (142,9.193717956542969) (263,9.17735767364502) (159,9.164239883422852) (312,9.025463104248047) (185,8.986394882202148) (270,8.694396018981934)* (54,8.643657684326172) (276,8.574697494506836)* (952,8.484764099121094) (1180,8.48266315460205) (113,8.414161682128906) (16,8.398452758789062) (237,8.374549865722656) (374,8.361183166503906) (82,8.354187965393066)* (115,8.339437484741211) (15,8.331055641174316) (2862,8.24057388305664) (823,8.236272811889648)
2777: (592,9.576445579528809)* (2779,8.856542587280273) (941,8.76563835144043)* (2997,8.513504028320312) (3977,8.31564712524414) (2143,8.31561279296875) (2609,8.279125213623047)* (932,8.242469787597656) (1790,8.238167762756348)* (2131,8.23696231842041) (1144,8.072942733764648) (3280,8.055492401123047) (575,7.996513843536377) (642,7.971746921539307) (1091,7.8759050369262695) (2069,7.830716133117676)* (808,7.818892002105713) (3346,7.792584419250488) (190,7.784033298492432) (1062,7.701013088226318)
2778: (592,10.494524955749512) (560,10.392707824707031)* (1553,10.230026245117188) (625,10.128984451293945) (896,10.058307647705078) (147,9.630600929260254)* (2066,9.61945915222168) (166,9.483331680297852) (170,9.461221694946289) (628,9.350357055664062) (265,9.342379570007324) (159,9.26418399810791)* (15,9.26340103149414) (415,9.188518524169922) (2114,9.129888534545898) (153,9.090060234069824) (2609,8.94453239440918) (1649,8.936646461486816) (1790,8.919025421142578) (178,8.871557235717773)
2779: (3141,9.557050704956055) (366,9.135562896728516) (131,8.729284286499023) (1273,8.676168441772461) (2830,8.622401237487793) (439,8.072355270385742) (3542,8.039745330810547) (4489,7.970415115356445) (3543,7.921232223510742)* (367,7.900490760803223) (674,7.801806926727295) (168,7.7950286865234375) (3507,7.770676612854004) (15,7.59871768951416) (185,7.598322868347168) (4517,7.597517490386963) (4,7.543242454528809) (67,7.522899627685547) (136,7.475067138671875) (215,7.40739631652832)
2780: (2137,13.01965618133545) (1790,12.647222518920898) (592,11.621479034423828) (3655,11.189077377319336) (642,11.17768669128418) (806,10.848102569580078) (3977,10.67160415649414) (1144,10.478299140930176) (3255,10.369504928588867) (166,10.023778915405273)* (2066,9.876699447631836) (147,9.801136016845703)* (896,9.768653869628906) (2997,9.733667373657227) (625,9.704050064086914) (808,9.694866180419922) (2779,9.596675872802734) (570,9.487321853637695)* (3280,9.481937408447266) (3461,9.383415222167969)
2781: (185,10.423192977905273) (147,10.336090087890625)* (159,9.892974853515625) (2137,9.884876251220703)* (15,9.84765625) (1144,9.444887161254883)* (896,9.292533874511719) (48,9.185857772827148) (1063,9.087045669555664)* (131,9.0814208984375) (625,9.038015365600586) (1273,8.983902931213379) (519,8.882100105285645) (493,8.803059577941895) (1062,8.781896591186523) (1091,8.723445892333984) (2779,8.718565940856934) (67,8.708484649658203) (941,8.686059951782227) (2096,8.64638900756836)
2782: (686,13.138304710388184)* (2096,12.570781707763672)* (4661,12.151145935058594)* (164,11.771188735961914)* (919,11.676923751831055) (3270,11.481826782226562) (823,11.476030349731445) (1450,11.469114303588867) (925,11.370195388793945)* (2613,11.36351490020752) (3346,11.339458465576172)* (238,11.336172103881836)* (2849,11.26078987121582) (3808,11.229336738586426)* (1138,11.11313247680664) (368,11.097465515136719) (555,11.092266082763672) (1774,11.012259483337402)* (194,10.884803771972656) (3744,10.823204040527344)
2783: (159,1.3609743118286133) (15,1.3355786800384521) (48,1.283724308013916) (1813,1.278116226196289) (185,1.2318254709243774) (167,1.2314069271087646) (1273,1.2305588722229004) (131,1.2281320095062256) (312,1.2186182737350464) (560,1.211592435836792) (1116,1.1959338188171387) (922,1.1883991956710815) (95,1.1839101314544678) (298,1.1823244094848633) (1192,1.179295301437378) (670,1.1764233112335205) (823,1.1761279106140137) (862,1.1750988960266113) (553,1.1730165481567383) (891,1.1674731969833374)
2784: (3317,9.970378875732422)* (675,9.839090347290039) (2072,9.540327072143555) (1863,9.535633087158203)* (210,9.414985656738281)* (1875,9.405948638916016) (18366,9.39638614654541) (1847,9.282827377319336) (671,9.220003128051758) (4526,9.002994537353516)* (5094,8.988325119018555) (366,8.939924240112305) (3523,8.937542915344238) (3094,8.82735824584961)* (3032,8.778629302978516) (5319,8.776477813720703) (1919,8.65565013885498)* (3938,8.636894226074219)* (3039,8.636075973510742) (3033,8.629465103149414)
2785: (167,7.213425159454346)* (159,6.831269264221191) (215,6.523155212402344) (0,6.463353157043457) (48,6.42597770690918) (810,6.351134300231934)* (1281,6.282291412353516) (81,6.234946250915527) (210,6.2328081130981445) (1336,6.183088779449463) (11,6.163156986236572) (668,6.150022983551025) (8,6.144355297088623)* (130,6.119719505310059) (298,6.088698387145996) (67,6.0449018478393555) (162,6.016698837280273)* (722,6.0082244873046875)* (226,5.992215156555176) (2066,5.988051414489746)
2787: (2850,5.413861274719238) (1162,5.3675689697265625) (2934,5.266225337982178) (2964,5.244866371154785) (11552,5.165279388427734) (1935,5.0180463790893555) (592,4.9991865158081055) (9355,4.9529242515563965)* (368,4.870764255523682) (185,4.831202030181885) (575,4.813350200653076) (150,4.759839057922363) (3024,4.740481376647949) (941,4.65444803237915) (2868,4.629739761352539) (339,4.615152359008789) (876,4.599038124084473) (2873,4.580676078796387) (7293,4.566389083862305) (2284,4.529831409454346)
2788: (1224,4.425548553466797) (185,4.39638614654541) (625,4.325442790985107) (559,4.2992753982543945) (539,4.260492324829102) (265,4.2141337394714355) (1553,4.21359920501709) (865,4.212826728820801) (169,4.13377571105957) (53,4.12649393081665) (15,4.1049346923828125) (92,4.046189785003662) (337,4.045633316040039) (476,3.9790163040161133) (1830,3.977893590927124) (122,3.9182193279266357) (404,3.9124021530151367) (106,3.9090194702148438) (774,3.907203197479248) (74,3.8745977878570557)
2789: (2779,11.386499404907227) (2137,11.138015747070312) (3977,10.949801445007324)* (3141,9.93442153930664) (3204,9.850272178649902) (2790,9.848176956176758) (185,9.794151306152344) (1802,9.759876251220703) (4415,9.696407318115234) (3344,9.662688255310059)* (3350,9.609777450561523) (808,9.54149341583252) (3692,9.418440818786621) (896,9.405753135681152) (4345,9.397529602050781) (4517,9.377337455749512) (1780,9.344442367553711) (4489,9.2320556640625) (3808,9.21761703491211)* (2834,9.024827003479004)*
2790: (167,10.39296817779541) (159,10.293230056762695) (130,9.996953010559082)* (15,9.69485092163086) (721,9.442742347717285) (48,9.321864128112793)* (512,9.278534889221191) (185,9.264533996582031)* (106,8.99775505065918) (806,8.948166847229004) (1063,8.9418363571167)* (896,8.914961814880371) (746,8.894683837890625)* (952,8.884428977966309)* (697,8.806035995483398) (1267,8.788732528686523) (312,8.786998748779297) (986,8.786336898803711) (366,8.726385116577148) (364,8.716672897338867)
2791: (0,10.359668731689453)* (388,10.212406158447266) (1826,10.073719024658203)* (4,9.78702163696289) (164,9.653911590576172) (1061,9.649967193603516)* (1949,9.569767951965332) (592,9.431717872619629) (1289,9.415182113647461)* (153,9.400777816772461) (2077,9.371004104614258) (1905,9.331639289855957) (3864,9.329959869384766)* (818,9.313009262084961) (1058,9.283974647521973) (952,9.213909149169922)* (688,9.19961929321289) (215,9.19296646118164)* (207,9.17017936706543) (493,9.169198989868164)
2792: (2779,9.023468017578125) (592,8.958158493041992) (560,8.664484024047852) (2137,8.469778060913086) (147,8.463802337646484) (1790,8.418366432189941) (3280,8.410791397094727) (625,8.142748832702637) (512,8.117950439453125) (2066,8.08642578125) (1267,8.071062088012695) (136,8.061925888061523) (707,8.02379035949707) (48,8.00513744354248) (941,8.004873275756836) (72,8.000722885131836) (519,7.933143615722656) (3204,7.930969715118408) (3346,7.889025688171387) (1063,7.852697372436523)
2793: (136,9.391345977783203) (345,9.215923309326172) (744,9.100028038024902) (4397,8.973355293273926) (2077,8.898737907409668) (1279,8.872849464416504) (735,8.828481674194336) (486,8.784892082214355) (167,8.6030912399292) (159,8.58446216583252) (92,8.55853271484375)* (15,8.544795989990234) (1063,8.533714294433594) (508,8.532147407531738) (3310,8.49601936340332) (783,8.490510940551758)* (4,8.451672554016113) (2594,8.42830753326416) (671,8.416065216064453) (592,8.404825210571289)
2794: (1100,10.820085525512695)* (560,10.691703796386719)* (1063,10.482853889465332) (166,10.389302253723145) (1144,9.95528793334961)* (649,9.94169807434082) (135,9.93907356262207)* (130,9.806905746459961) (2609,9.722209930419922) (164,9.629438400268555) (153,9.603837966918945) (650,9.50062370300293) (704,9.48350715637207) (200,9.4708251953125) (520,9.435918807983398) (1093,9.417800903320312) (628,9.399682998657227) (11,9.38196086883545) (106,9.355299949645996)* (226,9.261735916137695)
2795: (986,12.02863597869873)* (1377,11.913976669311523)* (1063,11.857099533081055) (205,11.741427421569824)* (222,11.716653823852539)* (810,11.658670425415039) (2,11.60307502746582)* (344,11.487364768981934)* (440,11.474015235900879)* (481,11.461962699890137)* (560,11.205958366394043)* (0,11.152387619018555)* (625,11.115190505981445) (632,11.012497901916504)* (818,10.980317115783691)* (210,10.96731185913086) (364,10.901130676269531) (704,10.80497932434082) (141,10.777837753295898) (735,10.73184585571289)*
2796: (1553,6.4577789306640625) (625,6.298154830932617) (185,6.098819732666016) (932,6.059398651123047) (559,5.997255802154541) (4148,5.93381929397583) (523,5.88572359085083) (575,5.842837333679199) (387,5.842395782470703) (1144,5.773681640625) (802,5.701588153839111) (2131,5.666709899902344) (1088,5.642858505249023) (2803,5.584909439086914) (163,5.584178447723389) (2790,5.58363151550293) (2199,5.564370632171631) (2997,5.555835723876953) (2779,5.47189474105835) (6406,5.466795921325684)
2797: (167,9.924216270446777)* (159,9.815738677978516) (130,9.440186500549316) (592,9.437237739562988) (136,9.37139892578125) (707,8.947896003723145) (185,8.809598922729492) (512,8.763376235961914) (81,8.760250091552734)* (2066,8.721761703491211) (147,8.708051681518555) (67,8.677348136901855) (721,8.493053436279297) (107,8.472171783447266) (18,8.460548400878906) (324,8.336872100830078) (298,8.31704330444336) (493,8.288932800292969) (1202,8.281662940979004) (986,8.220715522766113)
2798: (1022,7.65233039855957) (3738,7.634312152862549) (89,7.602266788482666) (1004,7.508644104003906) (3744,7.468534469604492) (4920,7.433114528656006) (3767,7.343449115753174) (1220,7.209672927856445) (1177,7.145818710327148) (848,7.111668109893799) (189,7.064774513244629) (4951,6.996282577514648) (15098,6.965206146240234) (700,6.954283714294434) (691,6.948887825012207) (72,6.904521465301514) (967,6.824007987976074) (1255,6.812360763549805) (762,6.801392555236816) (1224,6.7895188331604)
2799: (15,9.633245468139648) (215,9.588632583618164) (312,9.549417495727539) (131,9.477775573730469) (185,9.422000885009766) (922,9.02593994140625) (823,8.918031692504883) (371,8.862112045288086)* (434,8.737001419067383) (560,8.591453552246094) (345,8.53255558013916) (95,8.532306671142578) (113,8.516894340515137) (986,8.511495590209961) (1281,8.47104263305664) (368,8.381782531738281) (238,8.371845245361328)* (162,8.333831787109375)* (222,8.3033447265625) (169,8.293818473815918)
2802: (48,11.048959732055664) (159,11.036191940307617) (263,10.541010856628418)* (862,10.416112899780273)* (168,10.39094352722168) (167,10.342559814453125)* (1273,10.314966201782227) (113,10.201478958129883) (4,10.107889175415039) (298,10.047690391540527)* (354,9.86458969116211) (142,9.83747673034668) (560,9.833453178405762) (493,9.815211296081543) (224,9.656351089477539) (54,9.648841857910156) (2208,9.645349502563477) (371,9.638120651245117)* (676,9.628669738769531)* (1116,9.608142852783203)*
2803: (91,12.830544471740723) (61,11.577978134155273) (523,11.554437637329102) (844,11.50724983215332) (265,11.325291633605957) (5790,11.309354782104492) (1368,11.174266815185547) (172,11.097082138061523) (259,10.994093894958496) (1838,10.865875244140625) (1440,10.768030166625977) (970,10.721686363220215)* (178,10.628022193908691) (6018,10.540002822875977) (200,10.50899887084961)* (106,10.409595489501953) (932,10.39712142944336) (4321,10.375568389892578)* (3873,10.254975318908691) (2160,10.235757827758789)
2804: (398,12.39655590057373)* (501,12.228959083557129)* (6,12.145223617553711)* (444,12.08240032196045)* (15,12.002923011779785)* (34,11.95158576965332)* (1385,11.86773681640625)* (344,11.827632904052734)* (74,11.745646476745605)* (947,11.734665870666504)* (5,11.639984130859375)* (105,11.552860260009766)* (0,11.37745475769043)* (363,11.366710662841797)* (53,11.311881065368652)* (395,11.270458221435547) (1278,11.224494934082031)* (170,11.221479415893555)* (117,11.198214530944824) (455,11.044881820678711)*
2805: (592,6.875558376312256) (560,6.397616386413574) (2137,6.357968807220459) (806,6.15608024597168)* (166,6.1496381759643555) (147,6.099432945251465) (1144,6.053123950958252) (2779,5.999027252197266) (153,5.875936508178711) (136,5.819273471832275) (1063,5.791600227355957) (130,5.785188674926758) (512,5.77288293838501) (1790,5.748593330383301) (642,5.739867210388184) (1091,5.699847221374512) (15,5.693178653717041) (932,5.682049751281738) (707,5.6638383865356445) (2114,5.64569091796875)
2806: (159,12.287384986877441)* (560,11.72195816040039)* (48,11.65377426147461) (1813,11.453472137451172)* (167,11.189529418945312) (896,11.02267074584961) (2779,11.00266170501709) (764,10.937200546264648) (131,10.922996520996094) (625,10.7218599319458)* (4,10.715852737426758)* (1063,10.587547302246094) (210,10.465178489685059) (67,10.42950439453125) (555,10.222932815551758) (2119,10.210100173950195)* (862,10.209762573242188) (130,10.135984420776367)* (2066,10.131204605102539) (891,10.128313064575195)
2807: (185,5.244782447814941) (592,5.162594795227051)* (2137,4.8469953536987305) (560,4.813226699829102) (806,4.767253875732422) (625,4.630040168762207) (147,4.626040935516357) (941,4.613330841064453) (932,4.558193683624268) (159,4.5540266036987305) (15,4.511709690093994) (1144,4.481688022613525) (1062,4.4473724365234375) (512,4.402491569519043) (48,4.377104759216309) (136,4.370942115783691) (575,4.361271381378174) (1273,4.3478240966796875) (2069,4.334554672241211) (519,4.292177200317383)
2808: (159,9.803971290588379)* (15,9.550543785095215)* (167,9.52276611328125)* (215,8.534914016723633) (67,8.511449813842773) (366,8.48063850402832)* (823,8.230631828308105) (674,8.184388160705566)* (168,8.17159652709961) (170,8.128334999084473)* (222,8.097406387329102) (136,8.057802200317383) (922,8.018924713134766) (113,8.01241683959961) (95,8.011122703552246) (107,7.944087028503418)* (2119,7.936711311340332) (1281,7.919654369354248) (385,7.894347667694092)* (53,7.8906097412109375)
2809: (2064,17.065719604492188)* (110,16.462100982666016)* (2014,16.393291473388672) (1440,15.999136924743652)* (22,15.96955680847168)* (719,15.879999160766602)* (735,15.762598037719727)* (865,15.715385437011719)* (522,15.30170726776123)* (991,15.283491134643555)* (4850,15.282975196838379)* (2594,15.126686096191406) (3788,15.10196304321289)* (177,14.989936828613281)* (2102,14.794208526611328)* (1048,14.774026870727539)* (4138,14.638480186462402) (34,14.540539741516113) (4044,14.504152297973633)* (609,14.466357231140137)*
2810: (15,10.00463581085205) (166,9.530858039855957) (941,9.527362823486328) (153,9.408958435058594) (185,9.214760780334473) (560,8.77967643737793) (875,8.742815971374512) (1553,8.728614807128906) (625,8.701560020446777)* (1518,8.64712905883789) (3274,8.595695495605469) (215,8.595091819763184) (806,8.591062545776367) (2131,8.567692756652832) (686,8.494565963745117) (1303,8.49221134185791) (660,8.485237121582031) (802,8.47854995727539) (1273,8.460563659667969) (20672,8.455167770385742)
2811: (81,8.346229553222656) (15,8.252737998962402) (159,8.207925796508789) (2066,8.060303688049316) (48,7.963926315307617) (9,7.908923149108887) (106,7.8962249755859375) (94,7.885218620300293) (364,7.860519886016846) (130,7.74696159362793) (142,7.7454071044921875) (721,7.721644401550293) (851,7.574169635772705) (1281,7.566058158874512) (722,7.56279182434082) (1267,7.561193466186523) (820,7.560420989990234) (818,7.5531392097473145) (810,7.544042587280273) (1202,7.534182071685791)
2812: (15,3.388662815093994) (167,3.086845874786377) (159,3.062664031982422) (71,3.061199426651001) (512,2.8437840938568115) (136,2.7764644622802734) (324,2.7634458541870117) (11,2.7605340480804443) (48,2.7275218963623047) (164,2.71791672706604) (642,2.6798319816589355) (215,2.6732945442199707) (17,2.6606550216674805) (166,2.6590538024902344) (81,2.655129909515381) (226,2.6504125595092773) (668,2.642733573913574) (707,2.638958692550659)* (1518,2.634782314300537) (2114,2.6229848861694336)
2813: (2143,9.865179061889648) (625,9.809842109680176) (2137,9.585466384887695) (806,9.46980094909668) (185,9.414400100708008) (2131,9.334875106811523) (592,9.293998718261719) (1099,9.260921478271484) (1144,9.193374633789062) (1100,9.181084632873535) (649,9.160880088806152) (642,8.925151824951172) (3977,8.831907272338867) (2779,8.818740844726562) (932,8.728084564208984) (575,8.584104537963867) (560,8.547048568725586) (650,8.503692626953125) (2141,8.483305931091309) (626,8.470707893371582)
2814: (2997,1.6922383308410645) (185,1.6565146446228027) (592,1.6417150497436523) (594,1.6334903240203857) (802,1.6118214130401611) (178,1.605102777481079) (2137,1.59673273563385) (932,1.5811601877212524) (1140,1.5505925416946411) (20688,1.5468473434448242) (3347,1.5363280773162842) (808,1.501828908920288) (1091,1.5011204481124878) (2069,1.4981379508972168) (941,1.483894944190979) (3908,1.483608365058899) (147,1.4503281116485596)* (1780,1.4250681400299072) (2779,1.4245928525924683) (190,1.4200495481491089)
