userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (48,7.365416526794434)* (265,7.360276222229004) (67,7.266369819641113)* (276,7.029028415679932) (215,6.70261812210083) (173,6.516787528991699)* (279,6.484038352966309) (13,6.454805374145508)* (107,6.419512748718262)* (674,6.399425029754639) (262,6.393319129943848) (324,6.333438396453857) (115,5.958998680114746)* (371,5.950071334838867) (300,5.938168525695801) (632,5.914044380187988) (440,5.664477348327637) (560,5.579702377319336) (82,5.53973388671875)* (8,5.510591506958008)*
2324: (15,12.90148639678955) (185,9.458860397338867) (941,9.092240333557129) (1144,8.197501182556152)* (625,8.193778038024902) (167,8.058122634887695)* (67,7.691319942474365)* (9,7.198966979980469) (575,7.175868034362793) (512,6.71215295791626) (1063,6.614690780639648) (559,6.596391201019287) (2609,6.572845458984375) (2997,6.544408798217773) (131,6.527836322784424) (519,6.445836067199707) (539,6.416412353515625) (1100,6.339103698730469)* (153,6.315390586853027) (628,6.309108734130859)
2325: (520,5.270933628082275) (130,4.983963966369629) (136,4.816479206085205) (153,4.7160491943359375) (707,4.565913677215576) (539,4.4002580642700195) (512,4.305237770080566) (2066,4.178288459777832) (1260,4.029076099395752) (166,4.009827136993408) (147,3.984586000442505) (570,3.963148593902588) (916,3.8628506660461426) (123,3.823935031890869) (546,3.8124184608459473) (67,3.771554708480835) (167,3.732724189758301) (566,3.7207396030426025)* (628,3.7113046646118164) (3655,3.683330535888672)
2327: (0,15.205179214477539)* (9,8.9832763671875)* (53,7.943069934844971) (135,7.8115315437316895)* (276,7.65688419342041)* (73,7.257837295532227) (267,7.256686210632324) (213,7.215324878692627) (79,7.161736965179443) (5080,7.07939338684082)* (404,7.064619541168213) (226,6.817687034606934)* (382,6.796869277954102) (87,6.6907148361206055) (2148,6.621952056884766)* (833,6.61699104309082) (68,6.596598148345947) (1062,6.581236839294434) (2779,6.566008567810059)* (1186,6.5590362548828125)
2328: (592,1.5798426866531372)* (1144,1.560989260673523) (153,1.5108224153518677) (546,1.4947423934936523) (575,1.492088794708252) (164,1.4847720861434937) (459,1.481208324432373) (560,1.470268726348877) (419,1.4629584550857544) (862,1.454996109008789) (166,1.4492453336715698) (2997,1.4376686811447144) (512,1.4066712856292725) (1518,1.3922723531723022) (183,1.3810386657714844) (519,1.364701509475708) (1062,1.3598666191101074) (520,1.3074136972427368) (523,1.301666021347046) (2114,1.3006770610809326)
2329: (1,7.332423210144043) (4,7.000704765319824) (3723,6.144617080688477) (1744,5.705718994140625) (3495,5.640017509460449)* (8,5.568464279174805) (3310,5.524661064147949) (415,5.485286712646484)* (744,5.205158710479736) (2077,5.17022180557251) (9670,5.133949279785156)* (3499,5.124131679534912) (9755,5.064942359924316) (1756,5.058444023132324) (2746,4.930641174316406) (48,4.9239420890808105) (4603,4.922471523284912)* (4951,4.817556381225586) (2014,4.809106826782227) (1279,4.783802032470703)
2330: (2,0.7362287044525146)* (420,0.566348671913147) (421,0.5422688722610474)* (8,0.5329296588897705)* (226,0.5094018578529358) (4,0.5087168216705322)* (810,0.5066922307014465) (1,0.5066709518432617) (388,0.49881643056869507) (685,0.4834194779396057) (1949,0.45211973786354065) (1826,0.4498361647129059)* (721,0.4455544352531433)* (716,0.4323124289512634)* (4122,0.41064712405204773) (986,0.40527471899986267)* (2932,0.3974790573120117)* (1867,0.39637821912765503) (364,0.3927805721759796) (1336,0.3917093276977539)*
2331: (4,12.184264183044434) (2,10.479439735412598) (0,10.241731643676758) (5,8.629425048828125) (324,7.165690898895264) (1,7.1263251304626465) (170,6.31221866607666) (67,6.266994476318359) (674,6.180819034576416) (35,6.086173057556152) (123,6.024878978729248)* (1279,5.991442680358887) (159,5.93667459487915) (8,5.839417934417725) (592,5.783355236053467) (107,5.76003885269165) (199,5.745791435241699) (136,5.730106830596924) (9,5.721222877502441) (559,5.618432521820068)
2332: (15,1.9709919691085815) (4,1.826169729232788) (167,1.2525131702423096) (159,1.1786658763885498) (67,1.1512048244476318) (131,1.1195818185806274) (11,1.1095761060714722) (168,1.0570377111434937) (54,1.0484269857406616) (215,1.025212049484253)* (107,1.0223510265350342) (113,1.0016926527023315) (366,0.9633734226226807) (312,0.9156925082206726) (170,0.9048247337341309) (674,0.8865054845809937) (9,0.8548078536987305) (63,0.8533972501754761) (265,0.828783392906189) (276,0.8263158202171326)
2333: (4,10.658943176269531)* (48,10.310068130493164)* (215,9.688682556152344)* (167,9.675503730773926)* (18,9.208155632019043) (67,9.109285354614258)* (142,8.934225082397461)* (54,8.468443870544434) (553,7.594055652618408) (17,7.576911926269531) (72,7.520011901855469)* (360,7.509063243865967) (1196,7.301034450531006) (670,7.149980545043945) (262,7.138741970062256) (2328,7.050297260284424)* (4181,6.819759368896484) (186,6.8082380294799805)* (707,6.739904403686523)* (419,6.739459037780762)
2334: (48,7.468478679656982) (4,7.397747039794922) (167,7.026542663574219)* (67,6.312679290771484) (11,6.104228973388672) (168,5.816549301147461) (215,5.806591033935547) (9,5.579312324523926) (0,5.531403064727783) (276,5.306610107421875) (54,5.1141252517700195) (135,5.065563201904297) (13,5.064326286315918) (674,4.969261169433594) (324,4.876873970031738) (173,4.875699043273926) (312,4.829213619232178) (670,4.825407028198242) (136,4.76910400390625) (142,4.755151748657227)*
2335: (4,10.434301376342773) (2328,8.389426231384277)* (2677,7.879081726074219)* (2830,7.763017654418945) (1894,7.761740684509277)* (312,7.636648654937744)* (3499,7.2755351066589355)* (269,7.246161460876465) (1900,6.767617225646973) (2779,6.708172798156738) (1192,6.63624382019043)* (1294,6.505877494812012) (8,6.486845970153809) (15,6.451543807983398)* (862,6.4357829093933105) (4540,6.404791355133057) (752,6.382488250732422) (1196,6.374391555786133)* (679,6.301012992858887) (4530,6.286940574645996)*
2336: (15,7.517580509185791) (4,7.401144027709961) (48,6.3729681968688965) (136,6.00956916809082) (2779,5.908754348754883) (147,5.826839447021484) (493,5.57260799407959) (167,5.385914325714111) (952,5.281136512756348)* (707,5.195874214172363) (3141,5.145471572875977) (875,5.1106953620910645) (434,5.098179817199707)* (159,5.079517364501953) (366,4.950815200805664) (459,4.7736053466796875) (512,4.7059550285339355) (67,4.630244255065918) (153,4.628295421600342) (215,4.580615520477295)
2337: (2664,0.9186259508132935) (2660,0.8878647089004517) (3214,0.8707051873207092) (53,0.8638641238212585) (6688,0.8622709512710571) (1626,0.8486367464065552) (1977,0.8322879672050476) (183,0.8186855912208557) (3622,0.8181390166282654) (3511,0.8161971569061279) (6703,0.8119369745254517) (459,0.8048522472381592) (10349,0.7896634340286255) (1689,0.7651233077049255) (1102,0.739069402217865) (3993,0.7315205335617065) (4997,0.7308318614959717) (697,0.7304997444152832) (1434,0.711390495300293) (899,0.7033202648162842)
2338: (4,9.963759422302246) (48,8.869091987609863) (276,7.551323890686035) (67,7.131978511810303) (279,7.010225772857666) (159,6.946006774902344)* (262,6.913228988647461)* (670,6.873185157775879) (167,6.765433311462402) (169,6.6825361251831055)* (270,6.637136459350586) (113,6.505945682525635) (298,6.476767539978027)* (174,6.438572883605957) (131,6.392777442932129) (173,6.214961051940918) (371,6.197155475616455)* (115,6.185760974884033) (294,6.138134479522705) (31,6.093294143676758)
2339: (512,6.238036155700684)* (136,6.216390132904053)* (147,5.756438255310059) (1116,5.45394229888916)* (862,5.379482746124268) (493,5.21639347076416) (1062,5.177695274353027)* (130,5.107738018035889)* (1172,4.9638824462890625) (707,4.903652191162109) (2069,4.897857666015625) (185,4.890572547912598) (910,4.886270999908447) (907,4.879612922668457)* (539,4.831364631652832)* (575,4.773035049438477) (164,4.729249954223633) (87,4.582146167755127) (163,4.577401161193848) (905,4.574862480163574)*
2340: (147,8.268004417419434) (4144,7.9782490730285645) (2102,7.790753364562988) (172,7.742282867431641) (185,7.54336404800415) (183,7.441317081451416) (802,7.356411457061768)* (1102,7.130013465881348)* (625,7.037827968597412) (3266,7.016552925109863)* (200,7.009803771972656) (1099,6.9387359619140625) (53,6.870492458343506)* (4744,6.862907409667969) (575,6.793581962585449)* (1645,6.774003028869629) (265,6.7079620361328125) (1021,6.694945812225342) (1614,6.6935577392578125) (1553,6.616927146911621)
2341: (10,6.0202717781066895) (80,5.6743268966674805) (300,4.915409564971924) (13,4.443990707397461) (185,4.419346332550049) (324,4.418119430541992) (156,4.3059492111206055) (14,4.288901329040527) (123,4.275943756103516) (371,4.240086078643799) (167,4.20072078704834)* (163,4.177546977996826) (6090,4.154422760009766) (823,4.138988971710205) (38,4.081686496734619) (2012,4.08067512512207) (2,4.038175582885742) (941,3.972780466079712) (139,3.9326977729797363) (366,3.907379627227783)
2343: (592,9.139423370361328)* (560,8.955036163330078) (15,8.889595031738281) (4,8.072036743164062) (131,7.811576843261719)* (136,7.793749809265137) (1790,7.728425025939941) (493,7.685368537902832) (167,7.532406806945801) (1144,7.302914619445801)* (707,7.232515335083008) (2956,6.982168674468994) (1063,6.8083086013793945) (95,6.7911696434021) (2137,6.782609462738037) (896,6.682384490966797) (166,6.672380447387695) (178,6.646374702453613) (1273,6.601371765136719) (8,6.480104446411133)
2344: (79,9.55506706237793)* (135,8.51667308807373)* (1197,8.49411392211914)* (329,8.19864559173584)* (1186,7.977144241333008)* (16,7.91398811340332) (372,7.879999160766602)* (1221,7.641716480255127) (1370,7.424973487854004)* (131,7.2168474197387695)* (169,7.177443504333496)* (2168,7.155174255371094)* (419,7.154374122619629) (1040,7.122877597808838)* (1204,7.071629524230957) (68,7.046085357666016) (47,6.988049507141113)* (4121,6.952426910400391) (2910,6.904947757720947)* (4577,6.872585296630859)*
2345: (265,2.8025524616241455) (11,2.706871509552002) (276,2.5859785079956055) (169,2.561936855316162) (170,2.557454824447632) (279,2.4996495246887207) (159,2.4844651222229004) (53,2.4828009605407715) (173,2.435051441192627) (129,2.4197487831115723) (366,2.4063665866851807) (10,2.4027438163757324) (371,2.3880844116210938) (2,2.3672356605529785) (139,2.3411595821380615) (168,2.340392827987671) (8,2.324146270751953) (215,2.2784101963043213) (142,2.2758426666259766) (115,2.272674083709717)
2346: (9,0.955569326877594) (53,0.9487080574035645)* (276,0.9188851118087769)* (4,0.9165036678314209) (90,0.9108524322509766) (54,0.9102054834365845) (16,0.9024545550346375) (11,0.8626459240913391) (307,0.8474317789077759) (174,0.8423535823822021) (61,0.841738224029541) (279,0.8376743793487549) (13,0.8350730538368225) (265,0.8215205669403076) (115,0.8165003061294556) (270,0.775363028049469) (135,0.7423478364944458) (3445,0.7385376691818237) (10,0.7363951206207275) (1831,0.7314915657043457)
2347: (15,10.457563400268555) (67,7.909172534942627) (519,7.4418230056762695) (2131,7.051969528198242) (262,7.044660568237305) (131,6.987490177154541) (159,6.963209629058838) (265,6.855558395385742) (135,6.8011860847473145) (92,6.71897029876709) (123,6.6455607414245605) (1187,6.583993911743164) (642,6.520306587219238) (806,6.405379295349121) (520,6.37807559967041) (166,6.3541646003723145)* (87,6.231774806976318)* (167,6.228595733642578) (493,6.156268119812012) (215,6.120251655578613)
2348: (4,1.3045318126678467) (167,1.2582398653030396)* (48,1.249678134918213) (0,1.236013650894165) (159,1.0825345516204834) (11,1.071814775466919) (67,1.0670239925384521) (215,0.9530857801437378) (168,0.9124587774276733) (324,0.9080544710159302)* (107,0.9035086631774902) (131,0.9007103443145752) (113,0.8974453210830688) (170,0.8879188299179077) (9,0.874727189540863) (366,0.8657803535461426) (101,0.8262584209442139) (185,0.8184653520584106)* (674,0.8175588846206665)* (169,0.8057356476783752)*
2349: (592,8.402849197387695) (1273,7.540945053100586)* (215,7.0597429275512695) (185,6.849790096282959) (2026,6.736946105957031) (932,6.696372032165527) (493,6.548680782318115) (18,6.181445121765137) (190,6.058444976806641) (131,6.02458381652832) (575,5.840307235717773)* (642,5.767829418182373) (72,5.716976165771484) (2131,5.679468154907227) (167,5.666749954223633) (237,5.611417770385742) (168,5.596931457519531) (915,5.583097457885742)* (84,5.466398239135742) (130,5.443588733673096)
2350: (0,11.372610092163086) (9,9.364507675170898)* (48,7.869569301605225) (67,7.714824199676514) (81,7.353653907775879) (7,7.3162665367126465) (16,7.140740394592285)* (371,7.082144737243652) (2,7.0785017013549805) (54,7.00080680847168) (173,6.985445022583008) (8,6.961632251739502)* (113,6.948879241943359)* (364,6.943841934204102) (952,6.863622188568115) (87,6.756279945373535) (69,6.723231315612793)* (674,6.710180282592773)* (17,6.628213405609131) (324,6.593545913696289)*
2352: (15,7.328611373901367) (0,6.565627574920654) (9,6.519477844238281) (2137,5.926051139831543) (640,5.573536396026611) (2120,5.525335788726807) (570,5.506253242492676) (3655,5.501623153686523)* (2609,5.474286079406738) (1790,5.36919641494751) (11,5.3247294425964355) (1098,4.994270324707031) (942,4.970909118652344) (642,4.9524006843566895) (1802,4.770092010498047) (1093,4.766601085662842) (194,4.697251319885254) (721,4.631467819213867) (2121,4.604879379272461) (4108,4.553387641906738)*
2353: (4,13.754703521728516) (7312,6.790651321411133) (368,6.676060676574707) (4540,6.601606845855713) (434,6.567381381988525)* (1756,6.528548240661621) (1780,6.5250959396362305)* (1689,6.523652076721191) (3913,6.354851722717285) (67,6.29552698135376) (170,6.160041809082031) (3744,6.142891883850098)* (16,6.123371124267578) (941,6.0670576095581055) (174,6.0551252365112305) (2850,6.022652626037598) (159,6.015329360961914)* (4530,5.956628322601318) (8373,5.853889465332031) (172,5.747116565704346)*
2354: (4,1.064784288406372) (54,0.9884545803070068) (15,0.9691378474235535) (276,0.9203276038169861) (1831,0.9135696887969971) (354,0.9003188014030457) (13,0.8681538105010986) (0,0.8521125316619873) (90,0.8333315849304199) (279,0.8202404379844666) (2,0.8182882070541382) (31,0.7893826365470886) (309,0.7855018377304077) (294,0.7741284966468811) (7,0.7647615075111389) (53,0.7632280588150024) (217,0.7527939081192017) (115,0.7520562410354614) (307,0.7464215755462646) (676,0.7461748719215393)
2355: (941,9.770551681518555)* (1144,9.767091751098633)* (575,9.286659240722656)* (190,8.460271835327148)* (2096,8.280815124511719)* (1626,8.211051940917969) (3266,8.06378173828125)* (1689,8.06286334991455)* (4,8.036710739135742) (6703,7.890814781188965) (1091,7.857516288757324)* (2141,7.739668369293213)* (1102,7.654264450073242) (1297,7.571627616882324)* (1,7.325950622558594) (1095,7.285081386566162) (592,6.971022605895996)* (2839,6.968323707580566) (1103,6.9279913902282715)* (9309,6.886454105377197)
2356: (1273,6.347372531890869)* (3808,6.1236982345581055) (896,5.573374271392822) (2677,5.320661544799805) (1790,5.317389011383057) (4561,5.204894065856934) (2069,5.195412635803223) (2834,5.179072856903076) (4540,5.131259918212891) (519,5.1132659912109375) (1248,4.98888635635376)* (2956,4.913335800170898) (906,4.810315132141113) (2822,4.7944560050964355) (1747,4.766091346740723) (4517,4.74320125579834) (2066,4.709782123565674) (904,4.695917129516602) (3204,4.682861328125) (3721,4.6607561111450195)
2357: (15,3.7800827026367188) (185,3.605166435241699) (560,3.3861846923828125) (166,3.039354085922241) (512,2.8519086837768555) (153,2.8365418910980225) (1063,2.8091278076171875) (147,2.7748470306396484) (190,2.7726070880889893)* (575,2.7521469593048096) (136,2.6356678009033203)* (48,2.5989484786987305) (642,2.537781238555908)* (159,2.4859442710876465) (1518,2.4536304473876953) (2609,2.4450767040252686) (167,2.4353373050689697) (806,2.4100985527038574) (67,2.3835091590881348) (625,2.360713481903076)
2358: (4,11.33658218383789)* (0,7.709682941436768)* (2,7.545096397399902) (625,6.740227699279785)* (628,6.582653045654297)* (48,6.562902927398682) (941,6.4305739402771) (1279,6.3332414627075195) (159,6.279090881347656) (2137,6.275262832641602) (5,6.210968017578125) (2609,6.175187587738037)* (153,6.09879207611084) (166,6.063299179077148) (130,6.051578521728516)* (539,6.012070655822754) (520,5.946228981018066) (986,5.857193946838379)* (1297,5.795039653778076)* (1062,5.690304756164551)
2359: (15,6.455013275146484) (592,6.404641151428223)* (11,5.930944442749023) (18,5.591497421264648) (560,4.932945251464844)* (2609,4.873327255249023) (153,4.799321174621582) (215,4.761397361755371) (1790,4.735069274902344) (9,4.70026969909668) (642,4.542651176452637) (81,4.489520072937012) (17,4.33151912689209) (48,4.323080062866211) (806,4.320652008056641) (166,4.30466890335083) (147,4.271648406982422) (2026,4.206077575683594) (2131,4.1922383308410645) (570,4.170832633972168)
2360: (2,0.7361701726913452)* (420,0.5662347078323364)* (421,0.5421569347381592)* (8,0.5328423380851746) (226,0.5092533826828003) (4,0.5085254907608032) (1,0.5066102147102356) (810,0.5065414905548096)* (388,0.4986954629421234)* (685,0.4833019971847534)* (1949,0.4520087242126465)* (1826,0.4497169852256775)* (721,0.4454391896724701)* (716,0.4322289228439331) (4122,0.4105391204357147) (986,0.40517887473106384) (2932,0.3973892629146576) (1867,0.39629119634628296)* (364,0.3926742672920227)* (1336,0.3915903866291046)
2361: (4,9.136075019836426) (15,8.66276741027832) (167,6.224709510803223) (48,6.120949745178223) (67,6.005135536193848)* (136,5.788776874542236) (366,5.585505962371826) (68,5.459903717041016) (159,5.390231609344482) (8,5.370916366577148) (2997,5.003778457641602) (560,4.998485088348389) (302,4.980876922607422) (1813,4.930294513702393) (185,4.805688381195068) (107,4.73854923248291)* (2119,4.666029930114746) (2,4.602422714233398) (172,4.546447277069092) (1357,4.54096794128418)*
2363: (4,11.730828285217285)* (560,9.001569747924805)* (1,8.586992263793945)* (952,7.954974174499512)* (1790,7.913641929626465)* (592,7.8895673751831055)* (185,7.739382743835449) (1063,7.434554100036621)* (707,7.299750804901123)* (2830,7.107431888580322) (131,6.959543228149414)* (2821,6.861689567565918) (81,6.848964691162109) (17,6.823390483856201) (201,6.721014022827148) (570,6.6894731521606445)* (4540,6.604445457458496)* (2956,6.51649808883667) (298,6.495296001434326) (168,6.3414716720581055)
2364: (4,4.062379360198975) (11,3.110558032989502) (15,2.9392576217651367) (215,2.8897111415863037) (592,2.850712776184082) (48,2.8439342975616455) (560,2.8416497707366943) (16,2.6714234352111816) (136,2.6371583938598633) (185,2.5991549491882324) (167,2.5122368335723877) (67,2.507711887359619) (312,2.488933801651001) (81,2.4706811904907227) (1279,2.4492297172546387) (269,2.4485738277435303) (952,2.446657180786133)* (2328,2.408642292022705) (493,2.4044201374053955) (345,2.3814704418182373)
2365: (744,5.86320161819458) (6738,5.170896053314209) (2593,5.132297515869141) (8827,4.868799209594727) (1756,4.742476463317871) (1772,4.58048152923584) (8868,4.544040679931641) (1595,4.467106342315674) (1662,4.4116435050964355) (329,4.377559185028076) (3356,4.354273796081543) (5288,4.255790710449219) (1744,4.244111061096191) (15654,4.170919895172119) (345,4.168694019317627) (8888,4.1522064208984375) (15644,4.1508331298828125)* (14951,4.148815631866455) (794,4.120800495147705) (51,4.096925735473633)
2366: (3317,11.382453918457031)* (1847,11.378803253173828)* (254,11.091510772705078) (2085,10.294384956359863)* (3938,10.116796493530273)* (4524,9.628780364990234)* (592,9.482433319091797)* (3094,9.356552124023438)* (1,9.307832717895508)* (735,9.184797286987305)* (1374,9.145771026611328)* (30483,9.069503784179688)* (668,9.060100555419922)* (421,8.887186050415039)* (932,8.841461181640625)* (3864,8.541948318481445)* (791,8.454254150390625)* (2198,8.453512191772461) (672,8.440414428710938)* (5059,8.274100303649902)
2367: (11,11.187760353088379) (9,9.731327056884766) (10,8.819765090942383) (123,8.553953170776367) (215,8.262306213378906) (632,8.246525764465332) (388,8.085227966308594)* (173,7.994798183441162)* (344,7.9868903160095215)* (203,7.941404342651367)* (16,7.8689680099487305)* (704,7.732877731323242) (2932,7.633612632751465) (265,7.584931373596191)* (81,7.561793327331543) (721,7.4886274337768555) (17,7.467313766479492)* (4,7.323780059814453) (142,7.1934332847595215)* (661,7.1632981300354)
2368: (13,5.724262714385986) (764,5.702034950256348) (0,5.675597667694092) (1172,5.0042572021484375) (81,4.745894432067871) (95,4.721124649047852) (263,4.696210861206055) (87,4.607967376708984) (1,4.5949811935424805) (844,4.576247215270996) (1116,4.436922550201416) (224,4.418971538543701) (834,4.408679008483887) (1340,4.382237434387207) (189,4.321749687194824)* (2100,4.2737717628479) (354,4.271732330322266) (82,4.252274513244629) (1192,4.197780609130859) (240,4.190760612487793)
2369: (5451,7.683962345123291) (675,7.41722297668457)* (3317,7.218764781951904)* (642,7.183491230010986) (2814,7.065912246704102) (668,7.031860828399658) (1091,6.847630977630615)* (2105,6.662619113922119) (4130,6.453222751617432) (5485,6.346622467041016) (4526,6.338432788848877) (1823,6.314919471740723) (194,6.314359664916992) (2134,6.300507068634033) (2932,6.283315181732178)* (2169,6.20874547958374) (5339,6.155029773712158) (3555,6.129106521606445) (5265,6.121356964111328) (2839,6.112630844116211)
2371: (185,7.613079071044922)* (1273,7.187528133392334) (512,7.15826416015625)* (493,6.81770133972168) (1063,6.813255786895752) (136,6.792182445526123) (519,6.6249542236328125) (1116,6.309126853942871)* (906,6.186892032623291) (15,5.967436790466309)* (642,5.963263034820557)* (1062,5.774621963500977) (2066,5.755522727966309)* (2779,5.7125396728515625) (875,5.697915554046631)* (1144,5.6432294845581055) (2069,5.580497741699219) (806,5.568120002746582) (131,5.5565338134765625) (941,5.536903381347656)
2372: (15,5.044299602508545) (592,4.257411956787109) (3346,3.776186227798462) (1144,3.567654609680176) (11,3.428647518157959) (493,3.4262986183166504) (72,3.4142494201660156) (0,3.367469549179077) (147,3.3287181854248047) (2779,3.237806797027588) (237,3.151029586791992) (136,3.12603497505188) (1273,3.074211835861206) (560,3.0634212493896484) (9,3.0625452995300293) (919,3.061249256134033) (16,3.0307955741882324) (167,3.0022661685943604) (168,2.9738125801086426) (2026,2.9679160118103027)
2373: (0,3.66811466217041) (2,1.6117925643920898) (199,1.565077543258667) (15,1.5327177047729492) (226,1.4866094589233398) (810,1.46527099609375) (420,1.416149377822876) (421,1.3919665813446045) (721,1.3915753364562988) (359,1.3781236410140991) (1370,1.3627727031707764) (11,1.3393523693084717) (5,1.3131883144378662) (444,1.2992628812789917) (2932,1.2903767824172974) (388,1.270012378692627) (685,1.2696409225463867) (668,1.263317584991455) (440,1.2592530250549316) (683,1.25468909740448)
2374: (15,2.1302967071533203) (4,1.5613582134246826) (48,1.4205636978149414) (167,1.384047031402588)* (11,1.2901132106781006) (159,1.2682268619537354)* (131,1.253746747970581) (215,1.1874425411224365)* (168,1.1861140727996826)* (9,1.1496468782424927) (113,1.0873163938522339) (107,1.0735853910446167) (136,1.067063808441162)* (560,1.041175127029419) (324,1.0138386487960815)* (674,1.012373924255371)* (81,1.001389980316162) (366,0.9968173503875732) (170,0.9761718511581421) (262,0.9692871570587158)*
2375: (2956,7.975085258483887) (862,7.37276554107666) (2096,7.132462501525879) (2828,6.994163513183594) (3245,6.700069427490234)* (1192,6.638097286224365) (160,6.533000946044922) (1813,6.513244152069092) (1288,6.426596164703369) (20688,6.325700283050537) (2616,6.2568039894104)* (1273,6.155885696411133) (512,6.090549468994141) (2983,5.951289176940918) (1147,5.94752836227417)* (898,5.923342704772949) (3341,5.90903377532959) (906,5.864076614379883) (2188,5.778883934020996) (1294,5.711655139923096)
2376: (15,9.06045913696289)* (453,8.163663864135742)* (1390,7.782435894012451)* (207,7.687530040740967)* (106,7.679092884063721)* (1195,7.593641757965088) (479,7.534739971160889) (520,7.4786505699157715)* (851,7.4101033210754395) (981,7.320976257324219)* (510,7.253422737121582) (185,7.21613883972168)* (538,7.143682956695557) (39,7.12660026550293) (420,7.044648170471191)* (170,6.992619514465332)* (123,6.879602432250977) (4887,6.795741081237793) (4170,6.776690483093262)* (1058,6.745999336242676)*
2377: (342,2.9044973850250244) (1,2.825770139694214) (1814,2.8183703422546387) (15,2.6926655769348145) (2627,2.6085727214813232) (185,2.572662353515625) (594,2.4860501289367676) (313,2.4298856258392334) (592,2.4256606101989746) (48,2.42299747467041) (2,2.4219326972961426) (744,2.4179134368896484) (1987,2.3716609477996826) (626,2.370809316635132) (4530,2.355767250061035) (136,2.3531415462493896) (561,2.3515727519989014) (3310,2.347862958908081) (787,2.3281784057617188) (2077,2.327634811401367)
2378: (0,1.659230351448059) (2,1.2464962005615234) (5,0.8307684659957886) (701,0.7801263332366943)* (59,0.7706038951873779)* (6,0.7457573413848877) (1183,0.6893442273139954)* (51,0.6491259336471558) (4,0.632046639919281) (8,0.61069256067276)* (161,0.5702779293060303)* (203,0.5613842606544495) (34,0.5559641122817993) (205,0.5532633066177368) (112,0.5487655997276306) (344,0.5330882668495178) (1279,0.5195656418800354) (716,0.5172320604324341)* (176,0.51063072681427) (23,0.5094965696334839)
2380: (9,9.786067962646484) (11,9.150754928588867) (1790,9.002243995666504) (1891,8.845563888549805) (3204,8.638948440551758) (3892,8.25387191772461)* (17,7.9482951164245605) (640,7.922330856323242) (889,7.6831159591674805)* (1196,7.644936561584473) (570,7.399349212646484) (130,7.332537651062012) (1802,7.2743425369262695)* (3809,7.247794151306152) (2120,7.22360897064209) (166,7.216559410095215) (2834,7.161249160766602) (563,7.128098964691162) (808,7.107464790344238) (942,7.083370208740234)
2381: (136,1.197492241859436) (15,1.1697299480438232) (560,1.1343666315078735) (81,1.0515848398208618) (520,1.025946855545044) (512,1.018601894378662) (106,0.9974552392959595) (707,0.9887199997901917) (147,0.9751461744308472) (185,0.9749195575714111) (2066,0.9713951349258423) (493,0.928397536277771) (592,0.9096587300300598) (164,0.8956854939460754) (4,0.8771629333496094) (875,0.8742023706436157) (167,0.8702907562255859) (419,0.8638002872467041) (67,0.8546942472457886) (153,0.8414191007614136)
2382: (941,3.9752769470214844) (4,3.7109227180480957) (1144,3.0613632202148438) (519,3.0425374507904053) (2069,2.9968338012695312) (185,2.938149929046631) (932,2.89279842376709) (559,2.86289119720459) (2997,2.841613292694092) (594,2.837009906768799) (592,2.832561492919922) (147,2.8217437267303467) (642,2.8052916526794434) (3744,2.793999671936035) (560,2.7336373329162598) (744,2.7137584686279297) (2131,2.7059521675109863) (1134,2.6718437671661377) (1273,2.655881881713867) (136,2.601701259613037)
2383: (2779,8.949782371520996)* (1177,8.656435012817383) (2899,8.578763961791992) (3972,8.538873672485352) (3346,8.091398239135742) (2790,7.501993656158447)* (493,7.422030925750732) (862,7.334088325500488) (2131,7.108457565307617)* (1062,6.960719108581543) (3692,6.934431076049805) (3744,6.8697710037231445) (1294,6.8440046310424805)* (3374,6.815527439117432) (11261,6.769313812255859) (72,6.570553779602051) (4530,6.474555015563965) (1746,6.445559978485107)* (2656,6.441245079040527) (904,6.391623497009277)
2384: (81,11.282310485839844) (7,10.650968551635742) (300,10.313119888305664)* (35,10.29253101348877) (2066,10.160552978515625)* (815,9.720738410949707) (2423,9.633136749267578) (4467,9.52517318725586)* (875,9.449892044067383) (1273,9.42270565032959)* (113,9.325002670288086)* (188,9.165473937988281) (2,9.101222038269043) (4887,8.917681694030762) (922,8.664021492004395)* (279,8.647674560546875) (48,8.639854431152344) (153,8.630698204040527) (6541,8.339736938476562) (335,8.175665855407715)
2385: (0,1.6591317653656006) (2,1.2463966608047485)* (5,0.8306591510772705)* (701,0.780078649520874)* (59,0.7705632448196411)* (6,0.7456572651863098)* (1183,0.6893142461776733)* (51,0.6490419507026672)* (4,0.631959080696106)* (8,0.6106587648391724)* (161,0.5702231526374817)* (203,0.561333954334259) (34,0.5559043288230896) (205,0.5532360076904297)* (112,0.5487366318702698)* (344,0.5330411195755005) (1279,0.5195049047470093)* (716,0.5171862840652466)* (176,0.5106070041656494) (23,0.5094790458679199)*
