userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (1,10.045759201049805)* (318,6.6315999031066895) (364,6.468421936035156) (593,6.187643051147461) (2987,5.692460536956787) (34,5.580101490020752) (2081,5.215635299682617) (1196,5.170337677001953) (1198,4.927821159362793) (1704,4.8776655197143555) (1022,4.738824844360352)* (589,4.708164691925049) (2085,4.643235206604004) (1225,4.5742950439453125) (2761,4.502077579498291) (3751,4.476326942443848) (2687,4.436985015869141) (2078,4.415338039398193) (2096,4.3592963218688965) (1210,4.35758113861084)
4320: (1240,8.122896194458008) (480,7.7848052978515625)* (1036,7.718283176422119) (2571,7.580808639526367)* (1200,6.850404739379883) (2000,6.465582847595215) (1387,6.18775749206543)* (1304,6.056408405303955) (592,5.911391258239746)* (1222,5.838395595550537)* (349,5.741542816162109) (1242,5.741098403930664) (2948,5.722671985626221) (1408,5.675434112548828) (3527,5.5963358879089355) (3256,5.558513641357422) (1287,5.310003280639648) (969,5.307672500610352) (2628,5.2895827293396) (2406,5.212529182434082)
4321: (2858,5.483922004699707) (1259,5.07084846496582)* (3793,4.934805870056152) (3578,4.887282371520996)* (2791,4.775538921356201) (1307,4.5922722816467285) (3421,4.5377397537231445) (3555,4.436387062072754)* (1270,4.417905330657959) (3114,4.138702869415283) (1,4.104648590087891) (3624,4.078080654144287) (1197,3.940796375274658) (1394,3.893134355545044) (3361,3.852771759033203)* (1136,3.836686611175537) (3623,3.7339303493499756)* (3897,3.7104475498199463) (3948,3.6764609813690186) (3798,3.6213130950927734)
4322: (593,8.20864486694336)* (1961,6.906574249267578)* (1704,6.320518970489502)* (1193,6.0646748542785645) (3147,5.835831642150879)* (2028,5.759208679199219)* (3408,5.653250694274902) (1250,5.449780464172363) (1784,5.393764972686768) (1270,5.318411350250244)* (539,5.258672714233398) (2739,5.256442546844482) (1610,5.178321838378906)* (1954,5.163254737854004) (1221,5.162308692932129)* (3791,5.125018119812012) (3361,5.112237453460693)* (3105,5.024205207824707) (11,4.988717079162598) (1036,4.970107555389404)
4323: (1,6.978139877319336) (364,5.219490051269531)* (2706,4.519354820251465) (2918,4.515031814575195) (2700,4.403824806213379)* (110,4.38774299621582)* (1291,4.331391334533691) (2762,4.2930450439453125) (2571,4.216606140136719)* (1242,4.1693115234375) (457,4.1685333251953125) (3253,4.142590522766113) (318,4.0042009353637695) (1196,3.9919309616088867) (3114,3.9768381118774414) (1210,3.9754908084869385) (1036,3.9573023319244385) (104,3.9487524032592773)* (2959,3.9330852031707764) (2078,3.928220748901367)
4324: (904,3.411339282989502) (1252,3.0059309005737305) (908,2.5590882301330566) (1219,2.4029054641723633) (1212,2.2320938110351562) (1248,2.220486640930176)* (913,2.1687231063842773)* (1267,2.1302781105041504)* (2186,2.113903045654297) (912,2.0590457916259766) (1617,1.9433289766311646) (924,1.8787920475006104) (1086,1.8751351833343506) (2987,1.7906650304794312) (1249,1.7393598556518555) (923,1.7353812456130981) (1284,1.6860840320587158) (928,1.6130623817443848) (3435,1.5868477821350098)* (930,1.575477123260498)
4325: (2997,6.165513038635254) (2987,6.143767356872559) (2706,5.906815528869629) (223,5.058934211730957) (2762,4.728368282318115) (2959,4.21976375579834) (2694,3.945496082305908)* (2707,3.9255571365356445) (2599,3.8705878257751465) (2396,3.7114663124084473) (2355,3.656719923019409) (2716,3.6392550468444824) (2395,3.5872724056243896) (2700,3.582972764968872) (2502,3.5796759128570557) (2710,3.4996793270111084) (1093,3.4953806400299072) (3578,3.4946532249450684) (2908,3.3876519203186035) (3160,3.3377716541290283)
4326: (1704,7.658030033111572) (36,6.258990287780762) (2324,5.943469524383545) (593,5.896366119384766) (150,5.822390556335449)* (2858,5.768080234527588) (265,5.675908088684082) (3105,5.537733554840088) (2908,5.500428199768066)* (778,5.371126174926758) (527,5.260254859924316) (1641,5.209808826446533) (3252,5.196420192718506) (25,5.072987079620361) (3006,5.031455993652344) (1678,5.009711265563965) (515,4.928736686706543) (1041,4.921386241912842)* (17,4.901090145111084) (300,4.799469947814941)
4327: (589,9.82623291015625)* (1240,7.748741626739502)* (480,7.74578332901001)* (50,6.483186721801758)* (1127,6.022100925445557)* (1584,5.95780086517334)* (457,5.954666614532471) (32,5.843154430389404) (527,5.841057300567627) (2028,5.7825927734375) (1356,5.759884834289551) (1097,5.670693397521973) (1374,5.597939968109131) (2628,5.550052165985107) (1909,5.272485733032227) (1252,5.121173858642578)* (110,5.107183456420898) (3471,5.098689556121826) (47,5.050191879272461) (903,4.969814300537109)
4328: (858,9.081636428833008)* (1250,8.507217407226562) (912,7.170231819152832)* (2858,6.981900215148926)* (1201,6.920253753662109)* (1294,6.738608360290527) (1387,6.659904479980469)* (1953,6.571463584899902) (1234,6.3731536865234375) (1196,6.232212066650391) (589,6.191884994506836) (593,6.145477294921875) (1213,6.029792785644531)* (50,5.8806023597717285)* (1206,5.801093101501465) (2944,5.7310967445373535) (2028,5.693324089050293) (1200,5.666751861572266) (296,5.567110061645508)* (2396,5.536646842956543)
4329: (589,8.171398162841797) (457,6.998231887817383)* (2028,6.0284810066223145) (587,6.026350975036621) (1610,5.944980621337891) (110,5.7219696044921875)* (3005,5.715751647949219) (377,5.710150718688965) (2355,5.637263298034668)* (3114,5.620635032653809) (2763,5.481723308563232) (2683,5.392392635345459) (50,5.359674453735352) (318,5.23659086227417)* (1608,5.235004425048828)* (1617,5.040398597717285) (2628,5.013664245605469)* (3147,4.979601860046387)* (3798,4.81988525390625)* (2396,4.814310073852539)
4330: (265,3.5322799682617188)* (593,3.4081783294677734) (3072,3.146925687789917) (17,2.9521644115448) (1094,2.9464921951293945) (58,2.9008116722106934) (527,2.8439383506774902) (2336,2.7796711921691895) (3418,2.7759852409362793) (1280,2.7718489170074463) (1225,2.731010675430298) (3260,2.6736350059509277) (1183,2.660764217376709) (515,2.650510549545288) (1185,2.571080207824707) (2357,2.5261175632476807) (36,2.4778475761413574) (1233,2.4290363788604736) (1299,2.4182896614074707) (2396,2.4182701110839844)
4331: (3793,6.197076797485352) (2001,5.240255832672119) (2002,4.481629848480225) (2989,4.321698188781738) (3623,4.308784484863281) (3635,4.028848648071289) (2947,3.9865469932556152) (2997,3.9444262981414795) (2058,3.729301691055298) (780,3.6698920726776123) (3763,3.6546409130096436) (2991,3.5576672554016113) (1304,3.457416534423828) (10,3.4502851963043213) (1722,3.389158248901367) (2763,3.3818857669830322) (2993,3.3446879386901855) (2948,3.2966127395629883) (1587,3.1492867469787598) (2762,3.032151699066162)
4332: (2762,4.976280689239502) (2959,4.325927257537842) (593,4.1984992027282715) (318,3.889871597290039) (3578,3.8457443714141846) (3006,3.7946486473083496) (296,3.7580857276916504)* (2396,3.6491363048553467) (608,3.6196775436401367) (3176,3.6139698028564453) (1617,3.518181085586548) (223,3.4088926315307617) (3174,3.3390564918518066) (50,3.333775043487549) (527,3.263644218444824) (2599,3.2634568214416504) (110,3.2407522201538086) (1213,3.2178103923797607) (2706,3.1963624954223633) (2908,3.0820534229278564)
4333: (1374,8.810505867004395) (1356,8.740943908691406)* (1253,8.062753677368164)* (316,7.777667999267578) (2105,7.727392196655273) (2054,7.703375816345215) (2628,7.652676582336426) (1371,7.368412017822266) (750,7.201555252075195)* (1301,7.089463710784912) (1214,6.989290714263916) (1676,6.669713020324707) (610,6.430159568786621) (3702,6.354571342468262) (1584,6.33432674407959) (1240,6.289827346801758) (2011,6.272356986999512) (3527,6.044018268585205) (1206,6.022684097290039) (2311,5.875984191894531)
4334: (589,9.652242660522461)* (480,7.475702285766602)* (1347,6.994109153747559) (1215,6.764178276062012) (1387,6.552399635314941) (2454,6.492135047912598) (2716,6.482544422149658) (1206,6.416200637817383) (2916,6.2284650802612305)* (1374,6.150356769561768) (3793,6.066306114196777) (1253,6.057101249694824) (3016,6.051323890686035) (1676,5.970991134643555) (3702,5.911312103271484) (2160,5.833918571472168) (2529,5.7865214347839355) (1339,5.6559529304504395)* (2003,5.6417741775512695) (3576,5.615676403045654)
4335: (356,2.6024672985076904)* (597,2.5540995597839355) (1721,2.2529408931732178)* (1,2.1292176246643066)* (588,2.0497915744781494) (539,1.9795615673065186) (377,1.8423566818237305)* (589,1.7392845153808594)* (2671,1.7333920001983643)* (1569,1.7291290760040283)* (590,1.6804101467132568) (457,1.642390489578247)* (1265,1.6420818567276) (500,1.5520973205566406) (357,1.5446854829788208)* (2424,1.5341871976852417) (11,1.5316715240478516)* (380,1.435849666595459)* (3101,1.419212818145752) (1393,1.4174567461013794)*
4336: (1,2.0214900970458984) (587,1.7666492462158203) (588,1.7563096284866333)* (500,1.7490105628967285) (2059,1.7201707363128662) (1485,1.683274507522583)* (2054,1.6651967763900757) (231,1.545958161354065)* (589,1.4980766773223877) (597,1.4327949285507202)* (3809,1.3726933002471924)* (539,1.3675847053527832) (3,1.3588128089904785)* (3253,1.3578343391418457) (2431,1.3238948583602905)* (317,1.323362112045288) (344,1.3204805850982666)* (5,1.2836637496948242) (1517,1.2805126905441284) (3948,1.2206735610961914)
4337: (1261,9.202896118164062)* (1215,8.59206771850586)* (1407,8.17640495300293)* (3016,7.533832550048828)* (3476,7.184776782989502)* (1219,6.818975448608398)* (1345,6.606764316558838)* (2867,6.556236267089844)* (3081,6.549139022827148)* (2003,6.2879838943481445) (1333,5.9876604080200195) (593,5.845317363739014)* (3527,5.683042526245117) (110,5.618537902832031)* (1327,5.539162635803223) (799,5.462549209594727)* (1036,5.4487714767456055) (328,5.43651008605957) (3917,5.434844017028809) (1201,5.400496482849121)
4339: (1580,6.616107940673828) (2628,6.410980224609375) (733,5.887326717376709) (110,5.828897953033447) (1573,5.485476493835449)* (3753,5.348053932189941) (1210,4.896297931671143) (3175,4.895634651184082) (2353,4.789275169372559)* (1608,4.78407621383667) (1610,4.782563209533691) (260,4.782510757446289) (10,4.736172199249268) (2058,4.723842620849609) (3624,4.68497371673584) (380,4.666432857513428) (165,4.507291316986084) (1676,4.449174880981445) (1544,4.357084274291992) (2762,4.306063652038574)
4340: (2858,6.146259307861328) (1,5.444206714630127) (318,5.429988861083984) (2997,5.156474590301514) (608,5.129214286804199) (50,4.63090181350708) (527,4.089455604553223) (2028,4.087115287780762) (1704,3.9959335327148438) (3114,3.9250130653381348) (2762,3.8918919563293457) (2396,3.762329578399658) (2599,3.5894322395324707) (1358,3.3805596828460693) (110,3.327329635620117) (2355,3.278256893157959) (1265,3.2492096424102783) (3897,3.145972967147827) (3006,3.1073389053344727) (1259,3.075129747390747)
4341: (589,7.089095115661621) (3793,6.968459129333496) (480,6.342488765716553) (3753,5.5354509353637695) (2571,4.484588146209717) (3510,4.428676605224609) (2028,4.425828456878662) (2628,4.313220977783203) (2858,4.280836582183838) (590,3.9640979766845703) (648,3.818955659866333) (1210,3.778604507446289) (2762,3.6036055088043213) (3751,3.5448203086853027)* (1356,3.4866788387298584) (1721,3.444371223449707) (780,3.4296162128448486) (356,3.4292218685150146) (3147,3.4052605628967285) (3755,3.3364715576171875)
4342: (2000,7.565089225769043) (1968,7.384354591369629)* (3552,7.3206682205200195) (1200,7.2580766677856445)* (1257,6.983860015869141)* (1127,6.687393665313721) (3210,6.303458213806152)* (1220,6.275970935821533) (3039,6.26917839050293) (1196,6.261566162109375)* (592,6.230237007141113) (2795,6.095911979675293) (1275,6.089430809020996) (2985,6.085291862487793) (2989,6.080564022064209) (2001,6.017934322357178) (2003,5.9160943031311035) (2915,5.901543617248535) (2407,5.764787673950195) (2406,5.594902038574219)
4343: (1704,6.702352046966553)* (50,6.610367774963379)* (593,6.53375244140625) (296,6.443815231323242) (2762,6.207770347595215) (1213,5.826893329620361) (3147,5.785541534423828) (2058,5.347856521606445) (110,5.312247276306152) (1617,5.293759822845459) (1500,5.193459987640381) (16,5.139939308166504) (1265,5.119206428527832) (1625,5.081465721130371) (2997,4.996562480926514) (3052,4.944963455200195) (597,4.8509521484375) (223,4.8482818603515625) (2028,4.789859771728516) (608,4.731130599975586)
4344: (2987,10.73885440826416)* (1228,7.268830299377441)* (1321,7.230666160583496)* (2648,6.995172500610352)* (1263,6.8820366859436035)* (1208,6.756433963775635)* (1350,6.665947437286377) (1953,6.330103874206543)* (1200,6.141214370727539)* (2019,6.1310882568359375)* (2871,6.011850357055664)* (1253,5.972618579864502) (2194,5.9680938720703125)* (2644,5.9088616371154785)* (3471,5.903802871704102)* (1090,5.7397003173828125)* (1260,5.661545276641846)* (1179,5.653778076171875)* (1952,5.624675750732422)* (1079,5.620366096496582)*
4345: (1307,8.667365074157715)* (1265,7.214827537536621) (1225,6.94523286819458)* (2396,6.919251918792725)* (1097,6.759835243225098)* (1079,6.735807418823242)* (34,6.711010932922363)* (17,6.6849565505981445)* (1,6.682918548583984)* (318,6.431389808654785)* (920,6.397327423095703)* (914,6.345202445983887)* (899,6.210899353027344)* (916,6.172097682952881) (2791,6.170086860656738) (1196,6.037496566772461)* (2324,6.028655529022217)* (1207,5.905740737915039)* (595,5.766959190368652)* (2080,5.7147111892700195)
4346: (589,2.2431540489196777) (2571,2.063292980194092) (3578,2.0567922592163086)* (3624,1.888298749923706) (1249,1.7034165859222412) (3175,1.6910557746887207) (3555,1.657118558883667) (260,1.6158616542816162) (1374,1.6108746528625488) (3753,1.5935039520263672) (3745,1.5783576965332031) (1196,1.5443605184555054) (3623,1.5402352809906006)* (3751,1.5145044326782227) (1210,1.5132155418395996) (3510,1.4091997146606445) (2959,1.3988406658172607)* (480,1.386406660079956) (1197,1.3837110996246338) (1240,1.3326480388641357)
4347: (110,5.999120712280273) (2058,5.537786960601807) (2028,5.47956657409668) (457,5.454270839691162) (2571,5.274688720703125)* (1580,5.0246429443359375)* (733,5.012747764587402) (47,4.604133129119873) (3114,4.58686637878418) (3798,4.567197799682617) (3623,4.549818992614746) (2987,4.486021995544434) (2997,4.443713188171387) (2355,4.4325761795043945) (1923,4.4275407791137695) (50,4.375345230102539) (1617,4.357300758361816) (3555,4.357294082641602) (2683,4.331461429595947) (223,4.292124271392822)
4348: (2997,6.486158847808838)* (3793,4.663825035095215) (2959,4.033793926239014) (3578,3.9940900802612305) (2762,3.946847915649414) (3174,3.8237545490264893) (2706,3.280778408050537) (2987,3.2772932052612305) (3147,3.2704105377197266)* (223,3.2182860374450684) (3006,3.113646984100342) (2396,2.9736549854278564) (3624,2.949484348297119) (3753,2.8354921340942383) (3176,2.8298051357269287) (3623,2.7837510108947754) (2683,2.7785325050354004) (2826,2.6692819595336914) (2700,2.6269114017486572) (2716,2.6267025470733643)
4350: (1214,6.853427886962891) (1240,6.236266136169434) (2571,6.0211076736450195) (858,5.345063209533691) (593,5.332340717315674) (750,5.143892288208008) (480,5.050627708435059) (2529,4.700234413146973) (2028,4.579542636871338) (1221,4.558439254760742) (2916,4.3808393478393555) (3702,4.18356466293335) (318,4.1794939041137695) (1193,4.15659236907959) (1253,4.141374588012695) (1374,4.124277114868164) (32,4.033313751220703) (1580,3.9704432487487793) (2455,3.9340014457702637) (296,3.9092581272125244)
4351: (589,2.2431540489196777)* (2571,2.0632927417755127)* (3578,2.0567920207977295)* (3624,1.888298511505127) (1249,1.7034165859222412) (3175,1.6910557746887207)* (3555,1.6571184396743774) (260,1.6158616542816162)* (1374,1.6108744144439697)* (3753,1.5935039520263672)* (3745,1.578357458114624) (1196,1.5443605184555054)* (3623,1.5402352809906006)* (3751,1.514504313468933) (1210,1.5132153034210205)* (3510,1.409199595451355) (2959,1.3988405466079712) (480,1.386406660079956)* (1197,1.3837109804153442)* (1240,1.3326480388641357)*
4352: (589,2.2431540489196777)* (2571,2.063292980194092)* (3578,2.0567922592163086) (3624,1.888298749923706) (1249,1.7034164667129517) (3175,1.6910557746887207) (3555,1.657118320465088) (260,1.6158616542816162)* (1374,1.6108745336532593) (3753,1.5935039520263672) (3745,1.5783575773239136) (1196,1.5443603992462158)* (3623,1.5402352809906006)* (3751,1.5145044326782227) (1210,1.51321542263031)* (3510,1.409199595451355) (2959,1.3988405466079712)* (480,1.386406660079956)* (1197,1.3837110996246338)* (1240,1.3326480388641357)
4353: (589,2.2431535720825195)* (2571,2.0632925033569336)* (3578,2.0567917823791504)* (3624,1.8882980346679688) (1249,1.703416109085083) (3175,1.6910552978515625) (3555,1.6571178436279297) (260,1.6158610582351685)* (1374,1.6108739376068115) (3753,1.593503475189209) (3745,1.5783571004867554)* (1196,1.5443599224090576) (3623,1.5402348041534424) (3751,1.5145039558410645)* (1210,1.5132150650024414)* (3510,1.4091992378234863) (2959,1.3988401889801025) (480,1.3864061832427979)* (1197,1.3837103843688965) (1240,1.332647681236267)*
4354: (1220,7.058874130249023)* (3836,7.025439262390137) (1201,7.013065338134766) (2662,6.63895320892334)* (750,6.412088394165039)* (3508,6.273699760437012)* (3039,6.2115702629089355) (2054,6.07313871383667) (3681,5.948134422302246)* (2795,5.762027740478516) (3361,5.722548961639404) (3527,5.664093017578125) (1259,5.472973346710205)* (2352,5.429657936096191) (3702,5.312784194946289)* (3366,5.274395942687988) (924,5.273031234741211) (3196,5.062082290649414)* (1954,5.027406215667725) (2949,5.017097473144531)
4355: (1200,6.795407295227051) (1196,6.722076416015625) (3471,6.486766815185547) (1210,5.925512313842773) (1097,5.808281898498535) (1374,5.657962322235107) (1253,5.587550163269043) (750,5.378501892089844) (2916,5.361228942871094) (2529,5.3244500160217285) (3702,5.240238189697266) (1206,4.976966857910156) (1127,4.925103187561035) (480,4.868871688842773) (1199,4.720053672790527) (3703,4.708943843841553) (1584,4.626055717468262) (32,4.621621131896973) (3793,4.3640031814575195) (2288,4.33758020401001)
4356: (1250,8.966302871704102) (589,7.999507904052734) (750,7.768007755279541)* (1196,7.480362892150879) (318,7.464045524597168)* (1214,6.911116600036621) (1259,6.872148036956787) (1221,6.785338401794434) (1206,6.482340335845947) (1225,6.380586624145508) (296,6.34364652633667)* (3363,5.99991512298584)* (1262,5.903515815734863) (1278,5.837787628173828) (1265,5.731024742126465) (150,5.730960845947266) (1210,5.631608486175537) (1080,5.53460693359375) (1358,5.511359691619873) (32,5.479743003845215)
4357: (588,9.849413871765137) (1,7.655487060546875) (2081,6.127948760986328) (587,6.0660929679870605) (1022,5.91918420791626)* (2080,5.753147125244141) (1282,5.087828636169434) (2987,5.014097213745117) (2355,4.736084938049316) (1721,4.692629337310791)* (1907,4.662568092346191) (1947,4.4283342361450195) (2085,4.370509147644043) (914,4.330922603607178) (1380,4.286673545837402) (1032,4.278935432434082) (589,4.232555389404297) (2687,4.212702751159668) (919,4.026606559753418)* (2018,4.021079063415527)
4358: (1258,6.042506217956543) (1982,5.699864387512207) (1997,5.170549392700195)* (3018,5.03071403503418)* (1347,4.7689008712768555)* (968,4.734894752502441) (1321,4.64538049697876) (1407,4.566549777984619) (1345,4.504269599914551) (1350,4.4523515701293945)* (3016,4.224740505218506) (3499,3.854376792907715) (2003,3.823042869567871) (1278,3.775402545928955) (2288,3.759737730026245) (1994,3.746335506439209) (3917,3.7291364669799805) (2710,3.674863815307617) (2867,3.6746037006378174) (1219,3.66910982131958)
4359: (2959,5.273191452026367) (593,5.077221870422363)* (2858,4.961874008178711) (3793,4.407679557800293) (589,4.043168544769287) (2706,3.9422876834869385) (2692,3.833233594894409) (2683,3.787426471710205) (2908,3.7643485069274902) (2712,3.743626594543457) (3408,3.740750312805176) (2336,3.6882259845733643) (3176,3.5506343841552734) (1093,3.50249981880188) (527,3.4932658672332764) (50,3.421548366546631) (2396,3.3807554244995117) (2987,3.3376007080078125)* (2710,3.230098009109497) (110,3.221346855163574)
4360: (1,7.945786952972412) (588,5.336238861083984) (34,4.778838157653809) (2396,3.8502376079559326) (1265,3.825133800506592) (1259,3.811255931854248) (356,3.7124102115631104) (480,3.706838607788086) (586,3.3238799571990967) (3751,3.234832525253296) (2797,3.2280359268188477) (919,3.2096166610717773) (1097,3.1954398155212402) (364,3.1747589111328125) (1073,3.148982524871826) (589,3.1428399085998535) (318,3.1297554969787598) (587,3.10339093208313) (1028,3.0819168090820312) (260,3.053123950958252)
4361: (1198,8.107361793518066) (1196,7.64030647277832)* (589,7.523862838745117) (1240,6.528172492980957) (1197,6.4622650146484375) (1617,6.338461875915527)* (1259,6.077436447143555) (110,5.808164119720459) (480,5.771661758422852) (912,5.6970014572143555) (595,5.683459281921387)* (1291,5.664303302764893) (1252,5.561554431915283) (588,5.555195331573486) (2571,5.5469746589660645) (318,5.448969841003418) (364,5.26630973815918)* (2716,5.232454299926758) (1200,5.209200859069824) (296,4.994186878204346)*
4362: (593,7.806324005126953)* (1089,7.192579746246338)* (50,6.918902397155762)* (2692,6.798476696014404) (2571,6.089964866638184) (2395,5.945538520812988)* (1617,5.600029945373535) (1,5.490835189819336) (2028,5.470161437988281) (318,5.4107346534729) (3265,5.250483512878418) (1912,4.955463886260986) (1249,4.951584339141846) (246,4.894590854644775)* (2580,4.731440544128418) (2959,4.729018688201904) (527,4.495158672332764) (2289,4.492620468139648)* (1240,4.345999240875244) (2700,4.262426376342773)
4363: (858,6.932299613952637)* (1387,6.6033244132995605)* (1374,6.331557273864746) (1278,6.218183517456055) (1210,5.799990653991699)* (2989,5.767672538757324) (1954,5.739605903625488) (3671,5.702022075653076)* (1953,5.6053853034973145) (3037,5.566815376281738) (2949,5.515205383300781)* (1270,5.495128631591797) (3639,5.312838554382324) (2628,5.263838768005371) (919,5.236098289489746) (1287,5.221104145050049) (1376,5.0759992599487305) (780,5.042364120483398) (3362,5.016568183898926) (2571,5.014745235443115)
4364: (2628,6.690130233764648)* (2193,6.08941650390625)* (2987,5.970174312591553) (1214,5.747158527374268) (1215,5.405093193054199)* (1258,5.385859489440918) (2716,5.2518310546875)* (2571,5.120445728302002) (329,5.072231292724609) (316,5.027968406677246)* (2115,4.963461399078369)* (1372,4.94307804107666) (1200,4.934293746948242) (2617,4.932956218719482)* (110,4.930948257446289) (610,4.874807834625244)* (1527,4.672907829284668) (780,4.671749114990234) (2872,4.652963638305664)* (2005,4.591504096984863)
4365: (2302,2.0073981285095215) (1784,1.759566307067871) (1265,1.7393903732299805) (1,1.7286031246185303) (2997,1.7021552324295044) (1517,1.6220201253890991) (1923,1.608678936958313) (3147,1.5921493768692017) (356,1.5757321119308472) (3253,1.5473390817642212) (586,1.4797108173370361) (104,1.4174470901489258) (3868,1.4034702777862549) (2918,1.325258493423462) (500,1.3029372692108154) (3255,1.280970573425293) (231,1.2802222967147827) (1304,1.2565363645553589) (3301,1.2430381774902344) (2431,1.2289581298828125)
4366: (588,2.302544355392456) (594,1.93265962600708) (1022,1.9099335670471191) (2987,1.8819915056228638) (1032,1.8078393936157227) (2085,1.7978076934814453) (595,1.7941840887069702) (596,1.7906253337860107) (2096,1.7649039030075073) (1907,1.7249552011489868) (364,1.7239255905151367) (2087,1.7086052894592285) (2078,1.7059084177017212) (1025,1.656657099723816) (1033,1.6075928211212158) (2137,1.5888274908065796) (1028,1.5728428363800049) (1029,1.5514500141143799) (2687,1.534740924835205) (2018,1.524339199066162)
4367: (1250,6.2829484939575195)* (527,5.3636345863342285) (2028,4.631251335144043) (1203,4.595693588256836) (3471,4.200615882873535) (260,4.184000492095947) (1200,4.16801118850708)* (1206,4.067924976348877) (2858,3.940976858139038) (1252,3.87882661819458) (110,3.854201316833496) (1196,3.761873245239258)* (969,3.728086233139038) (1207,3.649911880493164) (912,3.617985248565674)* (111,3.6156656742095947) (1221,3.497786045074463)* (1136,3.476238965988159) (923,3.4552650451660156) (1233,3.4456610679626465)*
4368: (1036,7.823500156402588)* (2916,7.418450355529785) (457,7.393747329711914)* (1291,7.255245685577393) (1197,6.881991386413574) (3527,6.7288031578063965)* (480,6.65485954284668) (2028,6.097295761108398) (1270,6.08979606628418) (110,6.006551742553711) (2628,5.955198287963867) (50,5.9320268630981445) (3702,5.70296573638916)* (1387,5.644105434417725) (1527,5.579310894012451) (780,5.514688491821289) (3578,5.478240966796875)* (1580,5.41642427444458) (6,5.311196804046631) (1617,5.141483783721924)
4369: (924,5.482652187347412) (912,5.195456504821777) (1221,5.1386260986328125) (260,5.055932521820068) (111,5.0448503494262695) (923,4.61479377746582) (908,4.602485656738281) (1952,4.535162448883057) (1250,4.277624130249023) (1196,4.20612907409668) (1208,4.100822448730469) (1299,4.029973983764648) (1204,3.9339990615844727) (527,3.9164109230041504) (3471,3.8903305530548096) (608,3.837846517562866) (904,3.7785449028015137) (1206,3.776364326477051) (3201,3.6941261291503906) (1228,3.672873020172119)
4370: (1704,7.207125663757324) (527,7.170738220214844) (2858,6.803692817687988) (2028,6.781940460205078)* (1265,6.511405944824219) (608,6.265729904174805)* (150,5.951476573944092) (1,5.940896511077881) (110,5.484574317932129) (2762,5.421449661254883) (50,5.185148239135742) (2997,5.13542366027832) (1923,4.985337734222412) (1393,4.9570465087890625) (1358,4.909256935119629) (1617,4.838490962982178) (457,4.691778659820557) (36,4.609370708465576) (3147,4.417133331298828) (357,4.281087875366211)*
4371: (3793,6.285640716552734) (2572,6.023403167724609)* (2581,5.586060523986816) (2605,5.1818437576293945) (2671,5.152276515960693) (2125,5.126091957092285)* (1569,5.065442085266113) (3176,5.043085098266602) (597,5.018942832946777) (920,4.911023139953613) (497,4.740431308746338) (2690,4.6824631690979) (2762,4.645611763000488) (2424,4.605269908905029) (539,4.5533294677734375) (222,4.464089393615723)* (2692,4.383669376373291) (39,4.322772026062012)* (2881,4.319537162780762) (7,4.161900520324707)
4372: (2762,5.033771514892578) (2396,4.26402473449707) (3578,4.207050323486328) (2959,4.067410945892334) (3176,4.020046234130859) (2599,3.993922710418701) (3006,3.9893274307250977) (593,3.7828869819641113) (2908,3.5470213890075684) (223,3.3503530025482178) (318,3.3182179927825928) (1193,3.2926127910614014) (2028,3.219485282897949) (2692,3.157052993774414) (2355,3.1423187255859375) (3160,3.1150083541870117) (2395,3.092132806777954) (2716,3.076961040496826) (2336,3.052175521850586) (2706,3.0440926551818848)
4373: (3792,1.306704044342041) (3467,1.0656681060791016)* (1252,0.9833073019981384)* (2070,0.944869875907898) (3788,0.9041871428489685)* (3280,0.8971855044364929) (3634,0.8942958116531372) (1964,0.892268180847168)* (578,0.8915907144546509) (1251,0.8464601039886475) (3801,0.8200080990791321)* (2988,0.8039753437042236) (1233,0.7986577749252319) (1950,0.7982881665229797)* (3811,0.7851191163063049) (615,0.7774814367294312) (3730,0.763420581817627) (3735,0.7631598114967346) (3872,0.7629532814025879) (3873,0.7627188563346863)
4374: (589,8.305330276489258)* (2028,6.575538158416748) (1036,5.802272796630859)* (1387,5.738508224487305)* (733,5.678693771362305)* (1580,5.648313045501709)* (1610,5.636918067932129)* (1240,5.490877628326416)* (356,5.452847003936768) (2706,5.437687873840332) (1407,5.301455020904541)* (2628,5.173797607421875)* (2000,5.122971534729004) (780,4.918396949768066) (2683,4.895298957824707) (2716,4.875810146331787) (1214,4.846665859222412) (2762,4.740389823913574) (1258,4.691997051239014) (1270,4.6507415771484375)
4375: (587,8.291810989379883)* (356,6.977933406829834)* (500,6.760505199432373)* (586,6.686348915100098)* (597,6.389686584472656)* (1645,5.93695068359375) (1704,5.735299110412598) (1994,5.717945098876953)* (480,5.20733118057251) (780,5.185027599334717) (539,5.1171979904174805) (2054,5.104281902313232)* (3101,5.079211235046387) (454,5.074929237365723)* (524,5.04194450378418)* (1982,4.938893795013428)* (3,4.889928817749023) (832,4.858804225921631)* (3450,4.832610130310059) (104,4.821900367736816)*
