userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
17: (1584,13.81236457824707)* (541,10.820528984069824)* (1396,10.757814407348633) (3702,8.367671966552734) (1676,7.85729455947876) (2393,7.728440284729004) (1200,7.721454620361328)* (1215,7.41254997253418)* (2664,7.385313510894775)* (1372,6.983087539672852) (2968,6.339369773864746) (29,5.9196672439575195) (2628,5.819570541381836) (2009,5.5641889572143555) (2094,5.374697685241699) (3697,5.254743576049805) (3623,5.250040054321289) (3751,5.250040054321289)* (1307,5.250040054321289) (1358,5.250040054321289)*
4787: (2997,2.0819308757781982) (2858,1.9990259408950806)* (3897,1.9824676513671875) (1230,1.767775297164917) (3176,1.758093237876892) (3408,1.7574974298477173) (3911,1.7029780149459839) (3578,1.5263628959655762) (3952,1.5188171863555908) (2908,1.4589446783065796)* (3510,1.363553762435913) (1617,1.3585810661315918) (2692,1.3225212097167969) (1252,1.2819429636001587) (1244,1.2601041793823242) (3185,1.2528210878372192) (3893,1.246699333190918) (3618,1.2218260765075684) (3949,1.2165765762329102) (3948,1.1924325227737427)
4912: (2858,3.0275254249572754)* (2908,2.5532572269439697) (2396,2.4897301197052) (3176,2.4200663566589355) (2336,2.252371311187744) (3408,2.027662754058838) (2599,1.9633736610412598) (2355,1.8833138942718506) (3114,1.7234164476394653) (2706,1.6038049459457397) (3185,1.568503737449646) (2686,1.5684196949005127) (2712,1.5526909828186035) (3147,1.511459231376648) (2707,1.4853148460388184) (3081,1.441716194152832) (2716,1.435070276260376) (2333,1.414078950881958) (2724,1.4100829362869263) (2690,1.3941352367401123)
4929: (913,3.9433562755584717) (912,3.1296937465667725) (2858,2.9992125034332275)* (1204,2.7039144039154053) (1252,2.692125082015991) (1212,2.637820243835449) (923,2.5876810550689697)* (1284,2.4994359016418457) (1254,2.459019184112549) (920,2.438412666320801) (1267,2.4156394004821777) (922,2.412677049636841)* (3095,2.3648695945739746) (919,2.3063738346099854) (527,2.297473430633545) (1207,2.184708595275879) (1262,2.076643943786621) (1221,2.065230369567871) (1193,2.0488545894622803) (1178,2.04203462600708)
4952: (2858,4.084146499633789)* (265,3.518968105316162) (2908,3.4733052253723145) (3176,3.4418721199035645) (2324,3.293959617614746) (527,3.179483413696289) (58,3.1099863052368164)* (1265,3.0010271072387695) (1641,2.9559473991394043) (1393,2.948044538497925) (1784,2.9380555152893066) (838,2.8987457752227783) (1721,2.8772337436676025) (1188,2.8086471557617188) (296,2.7646570205688477) (2686,2.738161087036133) (2333,2.720902442932129)* (497,2.7114524841308594) (608,2.639773368835449) (36,2.635560989379883)*
5309: (2858,3.292449951171875)* (2762,3.106997013092041) (2706,2.8601090908050537)* (2716,2.724447250366211) (2997,2.652355194091797) (2396,2.491469383239746) (3578,2.4403059482574463) (3114,2.384875774383545) (2688,2.2254483699798584) (3408,2.15657901763916) (2599,2.149416923522949) (2987,2.0685036182403564) (2707,2.026054620742798) (2694,2.0214428901672363) (2908,1.9938987493515015) (2710,1.9636012315750122) (3176,1.9160584211349487) (110,1.9002299308776855) (2712,1.8903905153274536) (260,1.8833075761795044)
5360: (3578,4.051891803741455) (3753,3.685929536819458) (3793,3.282578468322754) (3555,3.15078067779541) (3408,3.0957448482513428) (3624,2.6342713832855225) (2605,2.577787160873413) (2688,2.545466423034668) (260,2.53603458404541) (3717,2.5056424140930176) (2355,2.4795081615448) (2694,2.4671812057495117) (2858,2.34891676902771)* (1127,2.3395845890045166) (2706,2.333857297897339) (3755,2.332183599472046) (2881,2.305636405944824) (3300,2.280132293701172) (3114,2.245767116546631) (3785,2.116711139678955)
5374: (2762,4.7473039627075195) (2858,4.533573150634766)* (2997,4.270062446594238) (2336,4.199577331542969)* (2707,4.1910080909729)* (2987,4.031225204467773) (2396,3.9833831787109375) (3176,3.9026811122894287) (2694,3.880859136581421) (3408,3.811422348022461) (3578,3.7298665046691895) (3219,3.649226665496826) (2763,3.556386947631836) (2712,3.526066780090332) (2541,3.471224546432495) (2710,3.4227476119995117) (785,3.4058475494384766) (1127,3.300445556640625) (2013,3.2362351417541504) (2502,2.9718172550201416)
5422: (2302,3.8268775939941406) (1641,3.8101534843444824) (2396,3.6936981678009033) (1265,3.6689271926879883) (2599,3.519129514694214) (933,3.5062718391418457)* (916,3.459561824798584) (1394,3.4250807762145996) (3507,3.41424822807312) (39,3.3591227531433105) (141,3.3446993827819824) (2997,3.277669668197632)* (1784,3.2554874420166016) (838,3.245621681213379) (2352,3.245563507080078) (440,3.2327449321746826) (1294,3.216137647628784) (1081,3.205051898956299) (3543,3.199277400970459)* (911,3.165346145629883)
5454: (912,3.869450092315674) (908,3.7526400089263916) (1252,3.454502582550049) (1196,3.4397826194763184) (1221,3.2963924407958984) (923,3.250939130783081) (903,3.1128311157226562)* (1267,3.0705809593200684) (1212,2.8637733459472656)* (2019,2.8163552284240723) (1284,2.7858047485351562) (3095,2.7390828132629395) (1250,2.720320463180542) (1233,2.715458869934082) (922,2.6184937953948975) (111,2.5870838165283203) (920,2.576571226119995)* (1262,2.5593557357788086) (1230,2.4960618019104004) (1953,2.4738309383392334)
5710: (2858,4.213649749755859)* (2997,3.8398656845092773) (2571,3.4146432876586914)* (608,2.951871871948242) (3578,2.7767221927642822) (1617,2.7632689476013184)* (260,2.580099582672119) (2336,2.5238285064697266) (1704,2.5065927505493164) (1196,2.4836673736572266) (2700,2.451122283935547) (3114,2.416886329650879) (3176,2.3812708854675293) (2908,2.2806572914123535) (1213,2.265596389770508) (3793,2.232633113861084) (2712,2.1806528568267822) (457,2.159414768218994) (1127,2.142585277557373) (1584,2.1391844749450684)
2267: (1259,3.212351083755493) (2352,2.378955364227295)* (1225,2.288567543029785)* (1198,2.2605037689208984) (2000,2.2599196434020996) (1196,2.181758403778076) (1394,2.171353578567505) (1674,2.165121078491211) (1090,2.1525096893310547) (1270,2.1356935501098633) (1231,2.070803642272949)* (2918,2.03780198097229) (3072,2.02970552444458) (1079,2.0099387168884277) (2797,1.988029956817627) (1293,1.9773402214050293) (1957,1.9658278226852417) (908,1.9646329879760742) (1221,1.9263014793395996) (2915,1.9234821796417236)
3323: (2997,4.311905860900879) (3363,3.91853666305542)* (1244,3.824589967727661) (2791,3.759636402130127) (1288,3.7427680492401123) (111,3.702996015548706)* (1292,3.460561752319336) (1235,3.425743579864502) (1276,3.365093469619751)* (3210,3.3279361724853516) (2716,3.299696445465088) (1080,3.277709484100342) (3552,3.2735371589660645) (1079,3.1786999702453613) (2918,3.069154977798462) (1923,2.9225618839263916) (1208,2.802349328994751) (3039,2.777984142303467) (2788,2.7769198417663574) (2302,2.5996861457824707)
3673: (2997,4.55087423324585) (1136,3.8180928230285645) (1288,3.7328743934631348) (1213,3.6348636150360107) (2791,3.6172382831573486) (296,3.546067953109741)* (2064,3.3256537914276123) (3671,3.257892370223999) (2918,3.2321486473083496) (1206,3.183309555053711) (1235,3.1772069931030273) (1673,3.1320183277130127) (3897,3.1151862144470215) (1221,3.0613226890563965)* (3504,3.0368576049804688) (2700,3.022754669189453) (1292,2.988511085510254) (1060,2.971728563308716) (1228,2.919984817504883) (2716,2.9021873474121094)
4154: (2028,2.5779404640197754) (1704,2.4475626945495605) (2762,2.2090718746185303) (1225,2.148430347442627)* (3147,2.108161449432373) (608,2.108121395111084) (919,2.0993494987487793) (1961,1.9898006916046143) (920,1.9192992448806763) (1193,1.9017589092254639) (1213,1.858367919921875) (1198,1.8478877544403076) (1,1.8093211650848389) (590,1.8090267181396484) (1393,1.8034435510635376) (1674,1.7728484869003296) (3114,1.7657387256622314) (912,1.7640371322631836) (953,1.7614212036132812) (2324,1.7476844787597656)
4256: (1284,2.2501003742218018)* (913,2.0137076377868652) (1267,1.9781405925750732) (1248,1.9406812191009521) (1214,1.8294408321380615) (541,1.8229058980941772) (922,1.7342822551727295) (1212,1.7224297523498535) (2664,1.7037662267684937) (1269,1.5789858102798462) (930,1.578210711479187) (1617,1.5663719177246094) (3334,1.5565788745880127) (1253,1.5178879499435425) (2455,1.5145277976989746) (1965,1.4824562072753906) (1206,1.4553087949752808) (111,1.4450464248657227) (608,1.421439290046692) (912,1.3731087446212769)
5743: (912,2.795896053314209) (260,2.7023327350616455) (2858,2.5579657554626465) (608,2.534358024597168) (1193,2.5132384300231934) (2396,2.4320054054260254) (1196,2.3855223655700684) (1225,2.2777507305145264)* (2762,2.2242398262023926) (920,2.215594530105591) (908,2.198986053466797) (1221,2.1154637336730957) (1207,1.9773235321044922) (541,1.9316215515136719) (969,1.9168975353240967) (1204,1.8829262256622314) (923,1.8676669597625732) (1233,1.8639552593231201) (1213,1.8383758068084717) (296,1.8286694288253784)
932: (608,3.1752779483795166) (2997,2.7365097999572754) (1213,2.3728365898132324)* (1617,2.367119789123535) (2762,2.236937999725342) (1193,2.0494437217712402) (2396,2.0135080814361572) (1704,1.9813024997711182) (2324,1.9010998010635376) (110,1.8804423809051514) (34,1.8742976188659668) (3114,1.8066060543060303) (2692,1.7372705936431885) (246,1.7026526927947998)* (260,1.6634929180145264) (1,1.6486880779266357) (3006,1.6268750429153442) (3147,1.5964070558547974) (265,1.5963401794433594)* (3897,1.5829761028289795)
1065: (265,3.664900302886963)* (838,3.56972074508667)* (597,3.48189115524292) (1183,3.3226170539855957) (1680,3.185917377471924) (1393,3.059168577194214) (222,2.989499568939209) (11,2.903529167175293)* (1188,2.8651928901672363) (509,2.788675308227539) (2336,2.6753029823303223) (3897,2.6603927612304688) (1721,2.638746738433838) (916,2.5286550521850586) (1683,2.4985666275024414) (440,2.465327501296997) (2572,2.453465461730957) (28,2.4269723892211914) (2424,2.4143805503845215) (3512,2.379551410675049)
2515: (1240,3.5667970180511475) (541,3.5102922916412354) (2628,3.38851261138916) (480,3.3730721473693848)* (1376,3.3678245544433594)* (1584,3.2393176555633545)* (1200,3.1886985301971436) (316,3.116337537765503)* (1253,2.8504247665405273) (1372,2.8030781745910645) (2393,2.789304733276367) (2662,2.6564455032348633) (2916,2.6032047271728516) (1198,2.575899839401245) (3793,2.5487220287323) (1527,2.5316944122314453) (1653,2.416466236114502) (1371,2.402754783630371)* (1206,2.3747634887695312) (32,2.364004135131836)
4338: (3753,3.0761375427246094) (3793,2.620453357696533) (3510,2.5587737560272217) (3114,2.512828826904297) (2762,2.3557589054107666) (3555,2.311476707458496) (2694,2.2095961570739746) (3717,2.1631827354431152) (3147,2.092629909515381) (2724,2.079986095428467) (3755,2.070598602294922) (2706,2.0591514110565186) (3785,1.936119794845581)* (2881,1.888519048690796) (2605,1.8838984966278076) (3624,1.8716093301773071) (2858,1.8480406999588013) (2688,1.822898507118225) (3081,1.7609543800354004) (2394,1.7577369213104248)
5245: (1230,2.100006103515625) (913,2.0109243392944336) (2997,2.0072193145751953) (1244,1.7992435693740845) (1077,1.776037573814392) (1235,1.755812406539917) (930,1.7235443592071533) (2369,1.6356686353683472) (1284,1.5835258960723877) (1078,1.5256834030151367) (2599,1.4688117504119873) (3334,1.453071117401123) (922,1.4412760734558105) (1081,1.391416311264038) (1252,1.3889195919036865) (933,1.3852174282073975) (905,1.3759479522705078) (3176,1.3749470710754395) (921,1.3314752578735352) (911,1.3312255144119263)
5279: (912,3.2868902683258057)* (265,3.267732620239258)* (527,3.0037922859191895) (497,2.7205286026000977) (58,2.646167278289795) (2324,2.563178539276123) (916,2.548007011413574) (1721,2.5042386054992676) (2762,2.4883463382720947) (2336,2.4734179973602295) (838,2.4651002883911133) (39,2.389244318008423) (1265,2.3793258666992188) (1947,2.302936553955078) (2686,2.2595434188842773) (509,2.2166948318481445)* (2125,2.2104434967041016) (1704,2.188621997833252) (222,2.1864447593688965) (1639,2.154780864715576)
379: (1721,4.139252185821533) (1035,3.5852179527282715) (597,3.523770332336426)* (916,3.455345869064331) (1088,3.261847496032715) (2424,3.2186660766601562) (2396,3.1395833492279053) (915,3.0891401767730713) (2565,3.0568971633911133) (1183,3.0187010765075684) (1569,2.995326042175293) (2067,2.9300849437713623) (3408,2.8858284950256348) (587,2.846041202545166) (339,2.8460237979888916) (2724,2.8215279579162598) (3753,2.773862838745117) (2125,2.757150888442993) (919,2.744621992111206) (2080,2.7289140224456787)*
662: (480,3.212897300720215)* (364,3.0507662296295166) (2628,2.9708189964294434) (3793,2.828528642654419) (2355,2.6864752769470215) (1907,2.6610288619995117) (3114,2.485146999359131) (2081,2.4600560665130615)* (3578,2.4186925888061523) (1566,2.3671727180480957) (3753,2.314260959625244) (1196,2.3137288093566895) (2394,2.3109545707702637) (2087,2.281731605529785) (1967,2.245729684829712) (3624,2.2199959754943848) (2687,2.186037540435791) (2096,2.1349587440490723) (1,2.1162519454956055) (1032,2.091663122177124)
1580: (908,2.1065359115600586) (1617,1.898822546005249) (1252,1.8519287109375) (3911,1.7868013381958008) (922,1.699554204940796) (919,1.6550216674804688) (1997,1.6513628959655762) (1035,1.6364850997924805) (920,1.597232699394226) (3952,1.517979621887207) (1947,1.4962959289550781) (1230,1.4505760669708252) (1267,1.4427770376205444) (1193,1.4369850158691406) (1284,1.408379316329956) (1212,1.406121015548706) (3510,1.4047027826309204) (1258,1.3998311758041382) (3948,1.3843486309051514) (1248,1.382436990737915)
2269: (2858,2.418238878250122) (3510,2.0235729217529297) (3578,1.8589954376220703) (2997,1.7524478435516357) (2762,1.7059999704360962) (3897,1.6573827266693115) (3948,1.6174991130828857) (3114,1.6140990257263184) (3555,1.560347318649292) (2599,1.5301867723464966) (3176,1.5295768976211548) (3753,1.5146512985229492) (2908,1.5082244873046875) (2396,1.411379337310791) (3911,1.348799228668213) (2716,1.328987717628479) (3893,1.3113830089569092) (2707,1.2875505685806274) (2763,1.2720954418182373) (2710,1.2573871612548828)
2366: (2571,3.3943443298339844) (733,3.048818588256836) (2353,2.7282211780548096) (480,2.6477458477020264)* (2916,2.6209113597869873) (1573,2.619950294494629) (349,2.5663013458251953) (1036,2.45711088180542) (2028,2.412046194076538) (648,2.375441551208496) (165,2.35052227973938) (1198,2.3159985542297363) (1917,2.2837162017822266) (110,2.2483596801757812) (1240,2.175459384918213) (10,2.1671690940856934) (1552,2.1668643951416016) (316,2.12601375579834) (2006,2.0688817501068115) (2628,2.0596859455108643)
2800: (3753,3.610680341720581) (3510,3.3358640670776367) (457,3.07767915725708) (3555,2.9695730209350586) (454,2.8826889991760254) (587,2.867766857147217) (1393,2.8210811614990234) (2881,2.8158957958221436) (2353,2.7579238414764404) (11,2.735522985458374) (1704,2.683593273162842) (3755,2.604658365249634) (1784,2.586885452270508) (2706,2.5399909019470215) (3916,2.528810501098633) (480,2.525132656097412)* (2724,2.5064034461975098) (1569,2.5006535053253174) (736,2.494095802307129) (2763,2.4744434356689453)
2821: (2858,3.5410778522491455) (908,2.5159144401550293) (2291,2.3260130882263184) (3897,2.281573534011841) (2791,2.270068645477295) (1249,2.0844521522521973) (3578,1.9780938625335693) (3753,1.9253826141357422) (480,1.9181687831878662)* (296,1.9063503742218018) (2997,1.86366868019104) (3555,1.8563525676727295) (3624,1.732635736465454) (3911,1.7299209833145142) (2028,1.6385819911956787) (3510,1.5915062427520752) (3450,1.5872111320495605) (527,1.557925820350647) (2948,1.5317349433898926) (3893,1.5225803852081299)
4135: (3408,4.419851303100586) (3510,4.244211196899414) (3555,4.1355485916137695) (2707,3.723837375640869) (2858,3.575915575027466) (2355,3.5044662952423096) (2716,3.416635036468506) (2541,3.3981006145477295) (3081,3.2267909049987793)* (3624,3.177622079849243)* (2841,3.047240972518921)* (3298,3.04695463180542) (2826,3.021634101867676) (3513,2.9733829498291016) (3176,2.963963747024536) (1127,2.9504988193511963) (3219,2.814803123474121) (780,2.7137513160705566) (2628,2.7072272300720215) (2002,2.686033248901367)
4987: (2571,4.235552787780762)* (733,3.756368398666382) (480,3.5960500240325928)* (2353,3.303997039794922) (3256,3.1435699462890625) (474,3.106902599334717) (780,3.0989019870758057) (349,3.047980785369873) (2273,2.901276111602783) (1608,2.8450722694396973) (2278,2.8120925426483154) (1036,2.7982797622680664) (1552,2.765986919403076) (2617,2.7018940448760986) (2028,2.642899513244629) (1912,2.5840468406677246) (316,2.583965301513672) (2490,2.561415433883667) (1676,2.5446131229400635) (555,2.483743667602539)
5760: (1265,3.1720123291015625)* (1923,3.0906827449798584) (2599,2.9286394119262695) (3114,2.6440629959106445) (2396,2.472627639770508) (1784,2.450716733932495) (2700,2.4249072074890137) (2355,2.423783302307129) (1517,2.3834097385406494) (2762,2.132289171218872) (1060,2.0534284114837646) (34,2.0394344329833984) (104,2.0154871940612793) (2502,1.8674736022949219) (296,1.8580906391143799) (785,1.856274962425232) (2028,1.8398234844207764) (1641,1.8293391466140747) (441,1.7973947525024414) (1704,1.7652232646942139)
5680: (913,5.796443939208984)* (1252,5.508501052856445)* (1212,4.043525695800781)* (1204,3.8616600036621094)* (969,3.7482028007507324) (2944,3.6595873832702637) (3196,3.4814984798431396)* (908,3.4795899391174316) (1262,3.3054189682006836)* (1953,3.2329535484313965) (1254,3.169940710067749) (2067,3.1126708984375)* (3365,3.010068893432617) (164,3.0054430961608887)* (3811,2.9627203941345215) (2951,2.9047279357910156) (923,2.876343011856079) (161,2.869335651397705) (920,2.8561534881591797)* (800,2.8410911560058594)*
3221: (1198,3.46331524848938) (2916,3.2685036659240723)* (1036,3.207406997680664) (480,3.111058473587036) (2028,2.9761643409729004) (110,2.940190553665161) (1200,2.923811435699463) (780,2.8014039993286133) (733,2.766195297241211) (2628,2.7029528617858887) (1527,2.6741220951080322) (1573,2.594740867614746) (377,2.576141357421875) (2000,2.5747480392456055) (2353,2.5338964462280273) (541,2.4736227989196777) (349,2.460134983062744) (1374,2.4245803356170654) (2762,2.3533987998962402) (1270,2.32216477394104)
3396: (2571,2.735060453414917) (1240,2.5620880126953125) (1198,2.5020742416381836) (1200,2.295698642730713) (3793,2.0158450603485107)* (457,1.9371061325073242) (1221,1.9243764877319336) (1215,1.877272129058838) (6,1.8291871547698975) (1089,1.7689636945724487) (1912,1.7426589727401733) (3578,1.6941227912902832) (1222,1.6875059604644775) (541,1.671093463897705) (2000,1.5867689847946167) (2692,1.579295039176941) (1573,1.571742296218872) (2700,1.5195531845092773) (1201,1.51537024974823) (2916,1.5113389492034912)
3964: (3256,4.225855827331543) (457,4.116676330566406) (1036,3.676805019378662) (2948,3.5049374103546143) (2353,3.449131488800049) (2949,3.4428720474243164)* (1608,3.420273542404175) (474,3.3853447437286377) (110,3.3689918518066406) (3082,3.3378682136535645) (377,3.3087477684020996) (3639,3.2527716159820557) (1552,3.081894874572754) (2028,2.961552619934082) (2278,2.940119743347168)* (780,2.9380435943603516) (3062,2.900106191635132) (2951,2.859135627746582)* (1408,2.8288707733154297) (2989,2.68446683883667)*
4274: (1721,3.7242369651794434) (150,3.364912986755371) (454,3.180870532989502) (1704,3.091672420501709) (3753,2.968431234359741) (110,2.9505319595336914) (457,2.9342525005340576) (2268,2.7942917346954346) (1393,2.766118049621582) (2353,2.707879066467285) (736,2.689209461212158) (733,2.6810569763183594)* (349,2.6779582500457764) (590,2.6224727630615234) (161,2.5655994415283203) (3256,2.552309989929199) (1625,2.542600631713867) (3107,2.5163753032684326) (832,2.5157148838043213) (377,2.510002851486206)
5276: (457,3.4704084396362305) (3114,3.372786283493042) (2858,3.2371251583099365) (2997,3.0162863731384277) (1265,2.7801403999328613) (2396,2.7738747596740723) (3578,2.5909883975982666) (2355,2.575401782989502) (110,2.521395206451416) (745,2.3774752616882324) (1517,2.3308372497558594) (260,2.195512056350708) (2916,2.1532769203186035) (2628,2.1407437324523926) (527,2.1036722660064697) (21,2.0999667644500732) (2700,2.096771717071533) (1784,2.0904431343078613) (1573,2.0632164478302) (2353,2.0507774353027344)
5297: (2881,2.738729953765869) (2688,2.7116360664367676) (2706,2.663444995880127) (3176,2.4429280757904053) (733,2.2526323795318604)* (2490,2.2461018562316895) (2353,2.235834836959839)* (47,2.1847140789031982) (6,2.147183418273926) (2694,2.1378750801086426) (3147,2.133233070373535) (3256,2.100545644760132) (1617,2.0976529121398926) (454,2.091949939727783) (2858,2.0712978839874268) (2841,2.049243450164795) (1625,2.0434622764587402) (1092,2.0137691497802734) (349,1.990917444229126) (3219,1.9207037687301636)
5601: (2571,3.129448175430298) (457,3.072206974029541) (1196,2.8388285636901855) (1240,2.8344860076904297) (1214,2.6731724739074707) (2028,2.6499183177948) (296,2.402181625366211) (527,2.3920388221740723) (1252,2.272747278213501)* (1213,2.247417688369751) (1089,2.23618745803833) (1233,2.1979057788848877) (474,2.1797232627868652) (912,2.1413702964782715) (1193,2.106834888458252) (377,2.075918674468994) (1912,2.0645461082458496) (246,2.0625391006469727)* (110,2.0562973022460938) (2916,2.0473790168762207)
6017: (2858,2.503286838531494) (2396,2.4961061477661133) (3578,2.3232274055480957) (2355,2.2971506118774414) (3176,2.0791215896606445) (3510,2.0001425743103027) (2881,1.9730263948440552) (3114,1.9655214548110962) (913,1.9557164907455444)* (2688,1.9482769966125488) (2605,1.8395757675170898) (2997,1.8327155113220215) (1959,1.802951455116272) (2336,1.8025202751159668) (3753,1.7932133674621582) (2987,1.75223708152771) (2706,1.718922734260559) (2763,1.6739246845245361) (2394,1.673810362815857) (2707,1.6594195365905762)
2805: (913,3.968346118927002) (908,3.4976210594177246) (1267,3.2983529567718506)* (1193,3.1918375492095947) (923,3.1449856758117676) (608,3.131960391998291) (1250,2.866795301437378) (922,2.8646240234375) (1207,2.792579412460327) (3334,2.7832298278808594)* (1254,2.77803897857666) (2858,2.759477138519287) (903,2.752058506011963) (1230,2.7036287784576416) (920,2.6779398918151855)* (1213,2.6518545150756836) (919,2.6288414001464844) (111,2.594421863555908) (1953,2.555539131164551)* (1212,2.544135093688965)
4854: (969,4.698653221130371)* (912,4.540914535522461)* (900,4.232582092285156) (920,4.227712631225586)* (2080,4.1932783126831055) (916,4.1018385887146) (905,3.9688258171081543) (908,3.7203240394592285) (918,3.7031943798065186) (913,3.70184326171875) (3549,3.5971264839172363) (594,3.504871129989624) (930,3.381535053253174) (915,3.3455402851104736) (3334,3.2796437740325928)* (2396,3.1947784423828125) (2087,3.1864371299743652)* (3035,3.1391429901123047) (2863,3.0991334915161133) (3097,3.0559492111206055)
4856: (1252,4.567043304443359) (1284,3.530485153198242) (913,3.455671548843384) (908,3.2641234397888184) (1212,3.2569704055786133) (923,3.0995025634765625) (1617,3.019310474395752) (1244,2.9675722122192383) (162,2.821354866027832)* (541,2.777357339859009)* (903,2.7143447399139404) (3134,2.6963770389556885) (608,2.6435649394989014) (1288,2.606837749481201) (3307,2.555494546890259) (2692,2.5540833473205566) (1193,2.499255895614624) (2289,2.488612174987793) (1228,2.4718074798583984) (3462,2.387878894805908)
5673: (908,3.101797580718994) (899,3.0897488594055176) (1230,2.857891321182251) (913,2.8323912620544434) (916,2.7632851600646973) (1252,2.741375684738159) (920,2.7342281341552734)* (930,2.6460533142089844) (2396,2.471679210662842) (933,2.4710872173309326) (903,2.442223310470581) (17,2.428656578063965)* (922,2.4248576164245605) (911,2.2749719619750977) (945,2.250034809112549) (905,2.2497243881225586) (1296,2.2472634315490723)* (3334,2.2353415489196777)* (260,2.1790354251861572) (915,2.1225833892822266)
5979: (908,2.114337205886841) (1252,2.08779239654541) (922,1.8740220069885254) (2858,1.8185046911239624) (1248,1.7402859926223755) (2997,1.7330024242401123) (1267,1.7302088737487793) (1212,1.7024102210998535) (912,1.6932774782180786) (930,1.657170295715332) (3334,1.5698418617248535)* (923,1.558140516281128) (905,1.5396292209625244) (903,1.5354456901550293) (1230,1.5191556215286255) (2203,1.4793164730072021) (969,1.418858528137207) (1269,1.3911926746368408) (3543,1.3629786968231201)* (1254,1.3557939529418945)
5993: (899,3.0528793334960938) (2080,2.5845067501068115) (2565,2.32365345954895) (912,2.3037004470825195) (920,2.2977747917175293) (913,2.266507387161255) (595,2.265333652496338) (1269,2.1713411808013916) (2087,2.0917880535125732) (2081,2.0473098754882812) (2096,2.0095067024230957) (1284,1.9988656044006348) (969,1.9372259378433228) (2078,1.908102035522461) (928,1.8532624244689941) (916,1.8474650382995605) (1086,1.7896944284439087) (933,1.783551812171936) (3061,1.7813897132873535) (900,1.7792410850524902)
1286: (913,4.218828201293945) (2762,3.2283172607421875) (2336,3.0835776329040527) (2599,3.0489518642425537) (2706,2.9646806716918945) (3203,2.963125705718994) (2707,2.8632302284240723) (2734,2.8146417140960693) (3578,2.7903125286102295) (2355,2.7104239463806152) (3543,2.695751428604126) (2688,2.6512556076049805) (785,2.6033737659454346) (2716,2.5785470008850098) (2686,2.5732686519622803) (2700,2.531857967376709) (1093,2.5243945121765137) (2670,2.5091280937194824) (2710,2.5039267539978027) (2070,2.464259624481201)
1529: (780,2.6292996406555176) (2617,2.527801752090454) (316,2.4632327556610107) (349,2.4217748641967773)* (1573,2.3983418941497803) (1552,2.3762288093566895)* (2628,2.3534114360809326) (648,2.3350019454956055) (1527,2.231635332107544) (2006,2.197880983352661) (2353,2.1919937133789062) (110,2.184422016143799) (2571,2.1655919551849365) (10,2.1417267322540283) (1608,2.138284683227539) (3256,2.0824761390686035) (2916,2.044760227203369) (3753,2.004143238067627) (165,1.9853309392929077) (1597,1.9789197444915771)
3582: (480,3.0756547451019287) (2405,3.0676369667053223)* (316,2.9488747119903564) (1375,2.8516976833343506) (1374,2.8476359844207764) (349,2.7230167388916016) (3479,2.6746978759765625) (1917,2.673109531402588) (1372,2.6721158027648926) (1373,2.6514742374420166) (2628,2.6033997535705566) (653,2.5745630264282227)* (3489,2.503939151763916) (552,2.4718751907348633) (2640,2.4515221118927) (2054,2.450615406036377) (10,2.3875958919525146) (1101,2.367083787918091) (2393,2.365786552429199) (592,2.3249006271362305)
5308: (260,2.981590747833252) (1196,2.6498923301696777) (480,2.5398926734924316) (1240,2.5072433948516846) (2916,2.489363431930542) (1214,2.4515862464904785) (541,2.396300792694092) (2628,2.3460731506347656) (3578,2.3414487838745117) (32,2.2615909576416016) (1200,2.1914024353027344) (2762,2.154024124145508) (1356,2.084044933319092) (3793,2.071906566619873) (110,2.0610008239746094) (1270,2.0299205780029297) (780,2.029639959335327) (316,1.9637197256088257) (1127,1.8934276103973389) (1653,1.8781778812408447)
142: (2571,3.1254262924194336) (1196,2.993072748184204)* (2028,2.9384374618530273) (2762,2.906877279281616) (2858,2.8010456562042236) (3114,2.7456862926483154) (527,2.5281107425689697) (110,2.4273788928985596) (1617,2.262291431427002) (608,2.2126317024230957) (2355,2.1976852416992188) (1704,2.147850751876831) (2396,2.1264352798461914) (1213,2.121697187423706) (588,2.0460641384124756) (3147,1.9686808586120605) (480,1.957859754562378) (2628,1.9231908321380615) (1270,1.904416799545288) (457,1.8657132387161255)
315: (908,2.9530465602874756) (110,2.1552329063415527) (2791,1.8826727867126465) (1035,1.8615963459014893) (3510,1.783009648323059) (260,1.7651156187057495) (1284,1.7345510721206665) (969,1.7109720706939697) (2858,1.7039291858673096) (1250,1.6919987201690674) (1259,1.6831977367401123) (912,1.6831140518188477) (3555,1.6775473356246948) (648,1.5355889797210693) (913,1.5347343683242798) (1196,1.5345780849456787)* (3578,1.4700682163238525) (1249,1.462843894958496) (1198,1.4386212825775146) (920,1.4143342971801758)
688: (1250,4.391506671905518)* (912,3.7875757217407227)* (1233,3.5496723651885986)* (527,3.4689180850982666) (2944,3.2410197257995605) (3062,3.161803722381592) (913,2.7955422401428223) (1090,2.794027805328369) (1299,2.757706642150879) (3095,2.731201171875) (1221,2.7197303771972656) (1254,2.6983680725097656) (2019,2.6900863647460938) (1276,2.657576560974121) (923,2.6462597846984863) (1294,2.584588050842285) (920,2.544053792953491) (3468,2.494910478591919) (3811,2.480786085128784) (908,2.4746577739715576)
