userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (15,9.564868927001953)* (265,7.842133522033691) (11,7.7507147789001465)* (48,7.692915439605713)* (276,7.542703151702881) (215,7.536496162414551) (324,7.4392218589782715) (53,7.2664008140563965)* (170,7.199534893035889)* (300,7.1163434982299805) (279,7.032366752624512) (674,6.946537017822266) (107,6.810775279998779)* (169,6.754537582397461)* (203,6.595279693603516) (262,6.584053993225098) (1187,6.4734086990356445) (371,6.444366455078125) (632,6.346616268157959) (661,6.319310188293457)
2140: (15,5.315918922424316)* (48,5.12883186340332) (167,4.885992050170898) (159,4.554695129394531)* (168,4.375009536743164) (67,4.324115753173828) (11,4.314984321594238) (72,4.261876106262207) (131,4.218230247497559) (312,4.0984954833984375) (142,4.09734582901001) (952,4.078569412231445) (265,4.075797080993652) (512,4.0622029304504395) (592,4.049283504486084) (115,3.9682483673095703) (670,3.9403629302978516) (9,3.906186580657959) (4,3.89508318901062) (185,3.8406760692596436)
2141: (258,4.839045524597168) (82,4.604952812194824) (276,4.56722354888916) (14,4.479228496551514) (670,4.47265625) (13,4.405335426330566) (269,4.378269195556641)* (48,4.355240821838379) (54,4.297428131103516)* (16,4.293878078460693) (263,4.177064895629883) (270,4.125144958496094)* (2423,4.107500076293945) (1192,4.080102920532227) (69,4.022308349609375) (274,4.007493495941162) (354,3.9747517108917236) (72,3.892263174057007) (265,3.8370869159698486) (15,3.835536479949951)
2142: (2997,8.856481552124023) (806,8.508073806762695)* (1144,8.240893363952637) (575,8.008098602294922) (941,7.85477352142334)* (190,7.677481651306152)* (932,7.466065883636475)* (3280,7.2903900146484375) (2137,7.157790184020996) (15,7.083459377288818) (2096,7.02716064453125)* (1062,6.92118501663208)* (560,6.917792320251465)* (48,6.855024337768555) (512,6.736513614654541) (3266,6.677210807800293) (642,6.661456108093262) (131,6.655086517333984) (2069,6.64352560043335) (1813,6.489067077636719)
2143: (707,4.440632343292236) (493,4.205489158630371) (130,4.098031044006348) (15,4.075573921203613) (136,4.0172529220581055) (185,3.9626941680908203) (166,3.909748077392578) (915,3.9047679901123047) (153,3.8480567932128906) (1273,3.7968499660491943) (2026,3.7480263710021973) (520,3.740417957305908) (81,3.674750328063965) (147,3.6634836196899414) (2066,3.642765998840332) (875,3.6278977394104004) (1144,3.541383743286133) (164,3.514078140258789) (2082,3.501439094543457)* (167,3.4638819694519043)
2145: (559,4.205743312835693) (2761,3.4871251583099365) (907,3.4409372806549072) (539,3.2359023094177246) (1002,3.129333972930908) (163,3.129082679748535) (1958,3.076110363006592) (182,3.075252056121826) (1684,3.0150158405303955) (1080,2.968417167663574) (528,2.916388988494873) (2743,2.874166488647461) (1010,2.83457350730896) (589,2.793329954147339) (476,2.7559969425201416) (930,2.7179980278015137) (522,2.6936838626861572) (914,2.6818275451660156) (1150,2.6505069732666016) (2757,2.6406524181365967)
2146: (1894,11.150442123413086)* (3873,9.375896453857422)* (94,8.754850387573242) (413,8.602916717529297) (238,8.565605163574219) (207,8.12673568725586)* (704,7.9745097160339355)* (4583,7.953676700592041) (3445,7.952449798583984) (1235,7.931079864501953) (439,7.907567501068115)* (2675,7.8859148025512695)* (549,7.761557579040527) (3483,7.692552089691162)* (757,7.663241863250732) (4778,7.659528732299805)* (2874,7.6112847328186035) (1064,7.611013412475586)* (2208,7.609113693237305)* (4791,7.582221508026123)*
2147: (300,7.111133098602295) (1047,6.233025074005127) (185,6.12136173248291) (265,5.994568824768066) (823,5.980783939361572) (1049,5.901524066925049) (2040,5.842513561248779) (163,5.789200782775879) (153,5.758544445037842) (642,5.672906875610352) (2761,5.565682888031006) (69,5.55131721496582) (592,5.494589328765869) (80,5.490904808044434) (2423,5.483794212341309) (371,5.474427223205566) (38,5.471970558166504) (858,5.458600044250488) (166,5.453283309936523) (117,5.36131477355957)
2148: (131,9.975701332092285) (210,9.85595703125)* (366,9.59912109375)* (1192,8.831212997436523) (2119,8.619560241699219) (439,8.553153991699219) (823,8.36172103881836)* (201,8.334282875061035) (355,8.250701904296875) (298,8.133384704589844)* (1374,7.995808124542236)* (162,7.956941604614258)* (3389,7.894227027893066) (1367,7.835554599761963) (66,7.825713157653809)* (891,7.808966636657715) (1894,7.769089698791504)* (211,7.713179588317871) (360,7.676619529724121)* (642,7.652868270874023)
2149: (2828,7.662723541259766) (1294,7.19639778137207) (1813,6.988638877868652) (2616,6.900380611419678) (874,6.817123889923096)* (2937,6.750955581665039) (4490,6.564704895019531) (493,6.531280994415283) (907,6.503666877746582) (1111,6.422454357147217) (882,6.395596027374268) (2365,6.38361930847168) (1022,6.367109298706055) (419,6.315619468688965) (828,6.270529747009277) (1116,6.2150139808654785)* (2544,5.997371196746826) (89,5.903589248657227) (10593,5.766550064086914)* (2909,5.715054035186768)*
2150: (11,9.1345853805542) (159,8.405656814575195)* (123,7.462498188018799) (173,7.44528865814209) (139,7.443162441253662) (674,7.373854160308838) (9,7.275593280792236) (366,7.252706527709961) (35,6.95903205871582) (170,6.94504976272583)* (669,6.878558158874512) (211,6.804376602172852) (2,6.79890251159668)* (113,6.742164611816406) (101,6.721271514892578) (632,6.646280288696289) (1281,6.563343048095703) (1196,6.512426853179932) (1336,6.508808612823486) (388,6.358842372894287)
2151: (520,2.7537031173706055) (560,2.4646387100219727) (419,2.4639687538146973) (707,2.2893381118774414) (512,2.254722833633423) (85,2.239861488342285) (81,2.2348053455352783) (889,2.2120347023010254) (15,2.1852331161499023) (818,2.1473140716552734) (167,2.146120548248291) (721,2.127408266067505) (413,2.1056838035583496) (1063,2.0265159606933594) (1196,2.0242066383361816) (130,2.023192882537842) (364,2.0102131366729736) (136,1.995783805847168) (1260,1.9830741882324219) (162,1.97539484500885)
2152: (4787,9.619824409484863)* (5159,8.894712448120117) (1875,8.739297866821289) (941,8.29719352722168)* (689,8.003768920898438) (4738,7.960327625274658)* (5487,7.725543022155762) (3856,7.714500904083252) (3093,7.713613510131836) (1892,7.553199291229248) (5384,7.425813674926758) (1852,7.4072442054748535)* (17,7.357242584228516) (3100,7.158110618591309) (5445,7.123867034912109)* (4732,7.086248874664307) (3033,7.085593223571777) (5247,7.038723468780518) (2071,6.988067150115967) (2144,6.967987060546875)
2153: (167,9.122092247009277) (419,9.017084121704102)* (136,8.611602783203125)* (560,8.226400375366211)* (512,7.8072004318237305) (324,7.623180389404297) (2066,7.518120765686035) (3655,7.258115291595459)* (106,7.223865032196045) (2609,7.181612014770508) (94,7.044529914855957) (143,7.026337146759033) (404,6.955134391784668) (68,6.913167953491211) (1278,6.896524429321289) (215,6.82463264465332)* (519,6.821625709533691) (48,6.814669609069824) (1061,6.735861778259277) (855,6.728431701660156)
2154: (2328,12.593728065490723) (3499,11.159005165100098)* (1177,10.704643249511719)* (89,10.63764762878418)* (2656,9.281341552734375)* (3310,8.95628547668457) (493,8.846320152282715)* (2147,8.818275451660156)* (1321,8.693275451660156)* (2862,8.646408081054688) (1813,8.607420921325684)* (3768,8.589170455932617) (862,8.585598945617676)* (4948,8.32099723815918) (343,8.232839584350586) (3741,8.180910110473633) (821,7.978427886962891) (142,7.859594345092773) (3936,7.8132147789001465)* (360,7.763214588165283)
2155: (2066,8.340883255004883)* (1273,8.144342422485352)* (421,7.550826549530029)* (166,7.511478424072266)* (1717,7.495960235595703)* (425,7.425680160522461)* (207,7.400986671447754)* (746,7.276370048522949) (915,7.194710731506348) (704,6.885013580322266) (1021,6.844742298126221)* (413,6.834713459014893) (3655,6.802122116088867) (4122,6.7547125816345215)* (70,6.734966278076172)* (1267,6.680211067199707)* (2114,6.59976863861084) (680,6.567468166351318)* (71,6.55473518371582) (932,6.531682968139648)*
2156: (1279,5.105291366577148) (342,4.836423397064209) (8,4.746751308441162) (48,4.738334655761719) (298,4.690093040466309) (434,4.672184944152832) (167,4.630772590637207) (51,4.573427200317383) (15,4.405243396759033) (6,4.3393402099609375) (2,4.268650531768799) (3499,4.243747711181641) (701,4.223541259765625) (222,4.014065742492676) (1180,3.995281219482422) (34,3.940311908721924) (2077,3.9346981048583984) (207,3.9141929149627686) (35,3.863604784011841) (716,3.8618075847625732)
2157: (3744,9.363322257995605) (539,9.003653526306152)* (1177,8.994624137878418) (493,8.396164894104004) (762,8.341644287109375)* (4232,8.02186107635498) (1265,8.004547119140625) (1022,7.844552040100098)* (2929,7.71727991104126) (4358,7.674176216125488) (4988,7.581088066101074)* (147,7.478754043579102) (744,7.42120885848999) (2623,7.4033122062683105)* (1746,7.37285852432251)* (594,7.348647117614746) (5050,7.260625839233398) (561,7.234224319458008) (4951,7.201002597808838)* (6670,7.131833076477051)
2158: (592,10.423566818237305)* (1350,8.0037260055542) (2198,7.727685928344727) (3265,7.680456638336182)* (439,7.676767349243164) (642,7.630017280578613) (575,7.492860794067383) (156,7.466275215148926) (2134,7.421930313110352) (3258,7.373930931091309) (1273,7.35292911529541) (1112,7.317023277282715) (8297,7.313035488128662) (1351,7.252608776092529) (18366,7.106319427490234)* (1340,7.006375789642334) (12688,6.999935150146484) (5281,6.99658203125) (6703,6.932321548461914) (1528,6.902124404907227)
2160: (592,7.878788471221924) (185,7.72687292098999) (147,7.283382415771484) (166,6.500307083129883) (575,6.352349281311035) (512,6.221307277679443)* (1091,6.17531156539917)* (625,6.156822681427002) (2779,6.109016418457031) (1063,6.073065757751465) (1062,6.060208320617676) (1790,6.057857036590576) (941,6.023566246032715) (2609,6.008085250854492) (2137,5.944553852081299) (1144,5.938202857971191) (932,5.901777267456055) (806,5.899036884307861)* (3280,5.765872955322266) (2120,5.739599704742432)
2161: (185,9.497608184814453)* (660,9.433908462524414)* (1103,8.836868286132812) (522,8.747528076171875)* (263,8.416434288024902) (575,8.222286224365234) (200,8.086450576782227) (2839,7.929218769073486) (3826,7.70903205871582)* (1684,7.489559173583984) (625,7.431251049041748)* (415,7.412087440490723) (941,7.391648769378662) (3873,7.312104225158691) (265,7.306797981262207) (1683,7.2636003494262695) (864,7.14593505859375) (1099,7.101759433746338) (1111,6.983791828155518) (3008,6.947120666503906)*
2162: (15,9.782200813293457)* (130,8.354890823364258)* (366,8.059844017028809)* (215,7.921764850616455) (1278,7.858814239501953) (324,7.570009231567383) (493,7.480721473693848) (81,7.468345642089844) (11,7.466069221496582)* (210,7.093404769897461) (360,6.986297130584717) (388,6.854605674743652)* (142,6.718725681304932) (1336,6.663456916809082) (153,6.639824867248535) (419,6.458294868469238)* (107,6.456267833709717) (685,6.450178146362305) (178,6.40191125869751) (1091,6.394598960876465)
2163: (167,8.909002304077148) (364,7.994927406311035)* (11,7.174196243286133)* (162,6.972703456878662) (159,6.766595840454102) (324,6.642826080322266)* (1196,6.622325897216797) (669,6.505617141723633) (130,6.495929718017578) (4,6.435640335083008) (67,6.433457374572754) (685,6.3297224044799805)* (592,6.320346832275391) (18,6.198030948638916) (139,6.146625518798828)* (211,6.074570178985596) (707,5.956772804260254) (9,5.876990795135498) (560,5.868554592132568) (170,5.817680835723877)
2164: (2,9.959959030151367)* (981,9.561387062072754)* (15,9.55706787109375)* (632,9.125649452209473)* (170,8.81545639038086) (538,8.715557098388672)* (0,8.607757568359375) (649,8.532468795776367)* (139,8.372411727905273) (1068,8.34056282043457)* (421,8.338388442993164) (1095,8.099254608154297)* (704,8.050853729248047) (385,8.031486511230469)* (1055,7.9968976974487305) (440,7.9726152420043945) (344,7.916075706481934)* (647,7.875722885131836) (501,7.739308834075928) (1471,7.723304748535156)
2167: (72,8.287854194641113) (258,8.248476028442383) (17,7.885893821716309) (13,7.4955902099609375) (9,7.40766716003418) (11,7.218340873718262) (6215,7.150344371795654) (131,7.116095066070557) (661,6.980992317199707) (158,6.886052131652832) (14,6.867781639099121) (1202,6.825181007385254) (123,6.799644947052002) (266,6.788608551025391) (340,6.65115213394165) (18,6.632637977600098) (3750,6.606108665466309) (3384,6.520499229431152) (3708,6.520094871520996) (10,6.514763832092285)
2168: (4468,5.78560733795166) (16,5.672082901000977) (217,5.5736894607543945) (279,5.554091930389404) (270,5.468181610107422) (14,5.362734317779541) (82,5.224794864654541) (354,5.157463073730469) (2328,5.146140098571777) (18,5.145647048950195) (54,5.0409159660339355) (13,4.939845085144043) (142,4.937558174133301) (211,4.934226989746094) (266,4.91656494140625) (90,4.815822601318359) (115,4.808689117431641) (3717,4.70210075378418) (263,4.6989264488220215) (258,4.672468185424805)
2169: (875,7.908640384674072) (1260,7.436493396759033) (87,7.127496242523193) (1061,6.880624771118164) (493,6.834351539611816) (915,6.828105926513672) (851,6.498482704162598) (889,6.496544361114502) (85,6.342389106750488) (425,6.258172988891602) (106,6.176032543182373)* (136,5.942705154418945)* (1172,5.90764045715332) (1018,5.8837738037109375) (753,5.866335868835449) (779,5.75504207611084) (1228,5.752147674560547)* (2026,5.715448379516602) (164,5.708477973937988) (1248,5.700941562652588)
2170: (131,6.104229927062988)* (48,5.999025821685791) (168,5.860849380493164) (697,5.714632034301758) (107,5.658603668212891)* (215,5.657725811004639) (312,5.498809814453125) (674,5.211545467376709) (721,5.1902971267700195) (364,5.167943954467773) (371,5.141987323760986) (367,5.061163902282715) (11,5.010268211364746) (136,4.958329677581787) (560,4.946951389312744)* (147,4.918185710906982) (986,4.8997087478637695) (360,4.897886276245117) (35,4.879703521728516) (81,4.8781280517578125)*
2171: (3204,10.307157516479492)* (2120,9.73612117767334) (2609,9.163999557495117) (520,8.433414459228516)* (2956,8.403843879699707) (153,8.308377265930176) (94,8.256610870361328) (721,8.198251724243164) (166,8.164263725280762) (746,8.162285804748535)* (207,8.158082962036133)* (3808,8.067544937133789) (904,7.892838478088379) (875,7.879900932312012) (3206,7.792661666870117)* (1336,7.737758636474609)* (364,7.665009498596191) (360,7.655572891235352)* (1900,7.546931266784668) (1858,7.506303787231445)*
2172: (3402,11.554206848144531) (263,11.484315872192383) (6091,10.604700088500977)* (3708,10.598730087280273) (848,10.261096000671387) (163,9.855908393859863)* (1831,9.800174713134766) (2561,9.066895484924316) (5181,8.985013961791992) (4952,8.92142105102539) (4797,8.775663375854492)* (3448,8.706846237182617) (4224,8.701979637145996) (987,8.6708984375) (31,8.661978721618652)* (3445,8.576886177062988) (229,8.554304122924805) (3763,8.426834106445312) (1201,8.387411117553711)* (6790,8.374921798706055)
2174: (136,1.5251119136810303) (89,1.4134914875030518) (130,1.407775640487671) (1144,1.400447964668274) (512,1.3901777267456055) (419,1.3624202013015747) (15,1.2948408126831055) (185,1.2823432683944702) (133,1.2560834884643555) (519,1.2453972101211548) (134,1.2445340156555176) (493,1.2094545364379883) (87,1.193352460861206) (1305,1.1918387413024902) (164,1.182444453239441) (172,1.1773394346237183) (1022,1.172043800354004) (147,1.1711182594299316) (81,1.1627219915390015) (592,1.1558127403259277)
2175: (15,5.432315349578857) (167,4.280826568603516) (168,4.123021125793457) (107,4.0714030265808105) (159,3.9089653491973877) (131,3.8577308654785156) (67,3.849334239959717) (50,3.724763870239258) (11,3.7052063941955566) (13,3.703087329864502) (173,3.70090389251709) (113,3.654127597808838) (174,3.6174023151397705)* (80,3.522813320159912) (324,3.5024147033691406) (123,3.483700752258301) (560,3.4297549724578857) (661,3.389307737350464) (512,3.3846023082733154) (215,3.3795268535614014)
2176: (164,6.664089679718018) (3862,6.63934326171875) (493,6.403496265411377) (707,6.383944034576416)* (95,6.148883819580078)* (183,6.134225845336914) (459,6.004952430725098) (697,5.956153392791748) (842,5.784955024719238) (167,5.756463050842285) (276,5.755986213684082) (904,5.6912126541137695) (832,5.671497821807861) (135,5.648867607116699) (3622,5.644392490386963) (3145,5.640878677368164) (265,5.624957084655762) (81,5.583630561828613) (592,5.553072452545166) (1305,5.514503479003906)
2177: (185,6.485827445983887)* (626,6.484539031982422) (575,6.193636894226074) (2609,6.12314510345459) (1091,5.946094512939453) (178,5.878396987915039) (2120,5.806266784667969) (190,5.72145938873291) (640,5.603275299072266) (625,5.577081680297852) (3280,5.520691871643066) (1790,5.4115705490112305) (196,5.379709243774414) (555,5.301994800567627) (1626,5.277576446533203) (560,5.255270004272461) (200,5.173398017883301) (20688,5.082194805145264) (1100,5.079835414886475) (1147,5.0446367263793945)
2178: (697,10.264497756958008)* (1305,8.554547309875488)* (1111,8.533552169799805) (1732,8.508255004882812) (689,8.495014190673828) (1766,8.01279067993164) (1847,7.887845039367676) (4738,7.6829304695129395) (2181,7.623278617858887) (974,7.579584121704102)* (1196,7.4288105964660645) (722,7.420897483825684) (1915,7.3621673583984375) (844,7.350315570831299) (3551,7.341705322265625) (735,7.335715293884277) (2026,7.319243431091309) (3864,7.286646842956543)* (81,7.247565269470215) (1140,7.216587543487549)*
2180: (18,8.634008407592773)* (167,7.56483268737793) (366,7.539063453674316) (382,7.036810874938965) (221,7.001615047454834) (689,6.968050956726074) (1202,6.880774974822998) (113,6.817752838134766) (0,6.802516937255859)* (364,6.800167560577393)* (354,6.510419845581055) (15,6.492428779602051) (210,6.464648246765137) (159,6.390422344207764) (123,6.197954177856445) (2816,6.119162559509277)* (324,5.985394477844238) (1345,5.963981628417969) (1337,5.934875965118408)* (204,5.91315221786499)*
2181: (697,7.9978742599487305) (95,7.767250061035156)* (2066,7.554178714752197) (2119,7.080979347229004) (94,7.004741191864014) (2828,6.9803643226623535) (1267,6.884695529937744) (366,6.8272809982299805)* (364,6.771642684936523) (3145,6.741901397705078)* (159,6.713932037353516) (668,6.685944557189941)* (1196,6.668727397918701) (1336,6.661795616149902)* (1813,6.658866882324219) (898,6.588323593139648)* (1248,6.55361270904541) (814,6.5028581619262695) (915,6.4841179847717285)* (355,6.459279537200928)
2182: (561,8.35538101196289) (2790,7.8659210205078125)* (183,7.384014129638672) (459,7.305184364318848) (4561,7.088213920593262)* (4988,6.976070404052734) (3445,6.901007652282715)* (3310,6.872800350189209) (2069,6.75906229019165)* (2656,6.756977081298828) (762,6.639378070831299) (6996,6.3574628829956055) (8675,6.310091972351074) (3188,6.166132926940918)* (8679,6.14906120300293) (493,6.120185375213623)* (9279,6.021695613861084) (2956,6.0159196853637695)* (2755,6.003338813781738) (7312,6.0016069412231445)
2183: (15,4.27077579498291) (147,4.200411796569824) (136,3.715357542037964) (512,3.5969138145446777) (131,3.5755393505096436) (575,3.5727620124816895) (167,3.4747259616851807) (4,3.471710681915283) (806,3.4641683101654053) (434,3.3835411071777344) (625,3.2388434410095215) (178,3.2236552238464355) (67,3.175288200378418) (932,3.1644349098205566) (2069,3.158513069152832) (312,3.1441235542297363) (1279,3.121304512023926) (519,3.106761932373047) (172,3.075613498687744) (941,3.074770450592041)
2184: (2328,5.786264419555664) (54,5.638035297393799) (3445,5.492733001708984) (9,5.2595953941345215) (72,5.234310150146484) (168,5.16335916519165) (142,5.160165786743164)* (269,5.085158348083496) (115,4.979647636413574) (67,4.9340009689331055) (270,4.867108345031738) (312,4.805981159210205) (237,4.794844627380371) (298,4.7905426025390625) (131,4.737826347351074) (4,4.736771583557129) (276,4.689467430114746) (18,4.550474166870117) (159,4.536372184753418)* (279,4.506172180175781)
2185: (942,6.490139007568359) (625,6.414880752563477) (660,6.2151994705200195) (1091,6.145214080810547)* (618,5.839906692504883)* (2779,5.746705055236816) (626,5.6526899337768555)* (1683,5.430376052856445)* (1095,5.406597137451172) (185,5.3987717628479) (4623,5.254831314086914) (808,5.121117115020752) (12160,5.110928535461426) (2138,5.109617233276367) (2814,5.098881244659424)* (643,5.079216480255127) (3265,5.0627288818359375) (592,5.01760721206665) (196,5.016228675842285) (1093,4.970072269439697)
2186: (276,7.807559967041016)* (54,6.862936973571777) (90,6.625109672546387) (348,6.5919508934021) (16,6.082003116607666) (31,5.963338851928711) (263,5.63822603225708) (42,5.589377403259277) (4952,5.436935901641846) (282,5.429619789123535) (82,5.420032978057861) (14,5.385758399963379) (309,5.367146015167236) (174,5.322251319885254) (270,5.304897785186768) (3708,5.30215311050415) (6509,5.233470916748047) (3445,5.219845771789551) (277,5.197062969207764) (115,5.183089733123779)
2188: (6540,11.382124900817871) (11696,10.117050170898438) (5238,9.37105941772461)* (2091,9.342764854431152)* (6508,9.33038330078125) (11521,9.236373901367188) (4773,9.113655090332031) (5098,9.10012435913086) (6653,9.06414794921875) (15659,8.834190368652344) (4074,8.825672149658203)* (19551,8.781412124633789) (5121,8.725950241088867) (3523,8.660177230834961) (3191,8.63763427734375)* (4118,8.597140312194824)* (5107,8.581439018249512) (2484,8.538122177124023) (11665,8.536153793334961) (1356,8.432968139648438)
2189: (519,9.481499671936035)* (163,9.30186939239502)* (1040,9.208274841308594) (539,8.989805221557617)* (978,8.401893615722656) (53,8.353448867797852) (20672,8.35158920288086) (185,8.020790100097656)* (907,7.799888610839844) (172,7.762320041656494)* (941,7.760317325592041) (1305,7.6337971687316895)* (1553,7.63200569152832)* (2096,7.599713325500488)* (73,7.558524131774902) (1187,7.394543647766113) (130,7.3775739669799805)* (5872,7.3613786697387695) (1099,7.277931213378906)* (1560,7.257271766662598)
2190: (2328,4.455408096313477) (1279,4.295431613922119) (3141,4.166152000427246) (1180,3.9741322994232178) (4540,3.947812080383301) (48,3.8828563690185547) (5698,3.8748698234558105) (2830,3.8699769973754883) (434,3.8458266258239746)* (952,3.7889931201934814) (345,3.726663112640381) (161,3.678135395050049) (1814,3.667930841445923) (8,3.662383556365967) (1894,3.616543769836426) (4517,3.614849090576172) (269,3.603994846343994) (298,3.599703311920166)* (4504,3.5830740928649902) (270,3.564239501953125)
2191: (15,2.896596908569336) (48,2.7494020462036133) (167,2.568098306655884) (168,2.5370917320251465) (131,2.390040874481201) (159,2.3875062465667725) (215,2.3107047080993652) (366,2.2709531784057617) (82,2.2359445095062256) (11,2.235278606414795) (67,2.2266764640808105) (54,2.225965976715088)* (312,2.2036502361297607) (14,2.1567702293395996) (107,2.137587785720825) (142,2.114760160446167) (674,1.9991387128829956) (434,1.998229742050171) (115,1.9928532838821411) (922,1.9784663915634155)
2192: (707,3.3468074798583984) (1518,3.200742721557617) (592,3.12419056892395) (153,3.0272467136383057) (560,2.9897983074188232) (2082,2.9619903564453125) (185,2.858827590942383) (15,2.749279260635376) (546,2.706382989883423) (520,2.637390375137329) (2066,2.6338117122650146) (136,2.59224271774292) (1063,2.530919075012207) (3655,2.4454171657562256) (1260,2.3956477642059326) (3804,2.3149938583374023) (570,2.298570394515991) (512,2.2920448780059814) (915,2.2131474018096924) (85,2.198589324951172)
2193: (875,4.095151424407959) (87,3.7986741065979004) (1267,3.1146440505981445) (425,3.111917495727539) (1260,3.075235605239868) (94,2.9151272773742676) (81,2.8456132411956787) (707,2.8286337852478027) (186,2.7754154205322266) (85,2.6718225479125977) (592,2.6712589263916016) (915,2.6534290313720703) (851,2.5776054859161377) (130,2.5770277976989746) (2066,2.568695545196533) (520,2.471317768096924) (3102,2.4581668376922607) (2082,2.4374637603759766) (834,2.427824020385742) (394,2.4023590087890625)
2194: (185,9.737894058227539)* (806,9.359987258911133) (650,9.12310791015625) (2102,9.017765045166016)* (618,8.925622940063477)* (141,8.426420211791992) (4932,8.399940490722656)* (1095,8.383487701416016) (7312,8.248428344726562)* (335,8.222465515136719)* (4623,8.167903900146484) (2755,8.141633987426758)* (1279,8.038703918457031) (2596,7.9632697105407715)* (2143,7.958444595336914)* (242,7.941957473754883)* (2137,7.887948036193848) (178,7.804045677185059)* (2134,7.776069641113281) (551,7.75041389465332)*
2195: (3736,7.015027046203613)* (7426,6.338742256164551) (1746,6.287993431091309) (2899,6.222867965698242) (1134,6.018959999084473) (16,5.784195423126221) (6532,5.7424492835998535) (6100,5.724724769592285) (506,5.704180717468262) (1996,5.6472883224487305) (3402,5.63136100769043) (247,5.610293865203857) (921,5.481527328491211) (862,5.460537910461426) (5993,5.456260681152344) (6425,5.44666862487793) (905,5.4424238204956055) (1022,5.440969467163086) (2398,5.371341705322266)* (2926,5.3529229164123535)
2197: (1144,9.786043167114258) (952,8.833560943603516) (2997,8.564828872680664)* (131,8.54727840423584) (3350,8.084636688232422)* (2137,7.7389631271362305) (2956,7.608292102813721) (3808,7.584630966186523) (3346,7.5408477783203125) (941,7.518165588378906) (3347,7.388174057006836)* (844,7.363349914550781) (172,7.317077159881592) (862,7.270337104797363) (15,7.143295764923096) (764,7.128133296966553) (2328,7.094024658203125)* (1813,7.090268611907959) (434,7.045934677124023) (178,6.99129581451416)
2198: (17,4.720868110656738) (301,4.636624336242676) (2198,4.580724716186523) (2816,4.460536956787109) (127,4.399343013763428) (3029,4.372015953063965) (4185,4.3499650955200195) (3436,4.31541633605957) (668,4.293271064758301) (5059,4.188266754150391) (2174,4.178276538848877) (2152,4.164978981018066) (3938,4.148383140563965) (4130,4.117944717407227) (722,4.076460838317871) (2804,4.049618721008301) (4177,4.040846824645996) (4526,3.9810824394226074) (4547,3.929875612258911) (2932,3.885937213897705)
2199: (1273,7.915521621704102)* (493,6.895625114440918)* (519,6.722226142883301)* (520,6.2614312171936035)* (910,6.259288311004639) (904,5.995426177978516) (2069,5.923842906951904) (164,5.871870994567871) (915,5.807374954223633)* (1043,5.606090545654297) (130,5.5593366622924805) (2026,5.364434242248535) (1267,5.298336029052734) (1172,5.240842819213867) (1278,5.2245635986328125)* (153,5.205085754394531) (1022,5.1384735107421875) (1040,5.0109758377075195) (1058,4.918700218200684) (6363,4.9068145751953125)
2200: (4509,6.059954643249512) (216,5.907164096832275) (721,5.903414249420166) (668,5.799824237823486)* (2173,5.77988338470459) (421,5.596700668334961) (201,5.519874572753906) (3033,5.40305757522583) (211,5.324991703033447) (204,5.315443992614746) (5808,5.273236274719238) (199,5.272806167602539) (3862,5.215173244476318) (366,5.201789379119873) (3864,5.186273097991943) (2056,5.18325662612915) (669,5.120444297790527) (1370,5.1168293952941895) (388,5.103797435760498) (4526,5.071133613586426)*
2201: (185,9.635177612304688)* (1144,9.010868072509766) (153,8.297303199768066)* (642,8.260939598083496) (563,7.672327995300293)* (1091,7.663201332092285) (640,7.637993335723877) (3346,7.637945175170898) (941,7.506601333618164) (896,7.438602447509766) (806,7.397051811218262) (1081,7.292717456817627) (3266,7.246334552764893) (3270,7.231751918792725) (546,7.229322910308838) (2779,7.081908226013184) (1072,7.064990997314453) (2066,7.051592826843262) (1298,6.767004489898682)* (628,6.7329487800598145)
2202: (434,13.772713661193848)* (51,12.869925498962402)* (1265,12.52235221862793) (1279,11.909561157226562) (1987,11.779301643371582)* (345,11.115495681762695) (134,10.80894660949707)* (110,10.57259750366211) (131,10.468343734741211)* (155,10.166934967041016) (716,10.116908073425293)* (492,10.115752220153809)* (594,10.029901504516602)* (329,9.972672462463379) (1180,9.962949752807617)* (349,9.911067962646484)* (1373,9.766823768615723)* (701,9.69513988494873)* (2231,9.533365249633789) (65,9.382356643676758)
2203: (1279,10.805724143981934)* (1875,10.169061660766602)* (2627,9.801422119140625)* (2085,9.681716918945312)* (1377,9.264389991760254)* (147,9.261214256286621)* (1919,9.247133255004883)* (5159,9.196569442749023)* (1818,9.128482818603516)* (130,8.958853721618652)* (1378,8.77330207824707)* (136,8.445966720581055)* (1072,8.444851875305176) (444,8.344324111938477)* (5425,8.287444114685059) (2181,8.159059524536133)* (1449,8.066646575927734) (34,8.062335014343262)* (2087,8.011260032653809) (6667,7.956185817718506)
2204: (15,9.323909759521484)* (131,9.294063568115234)* (168,8.987635612487793)* (67,7.941997051239014) (18,7.528158187866211)* (16,7.176060676574707) (345,7.073416233062744) (113,7.071364879608154)* (661,7.022429943084717)* (115,6.9683098793029785) (9,6.932905673980713) (136,6.911112308502197) (302,6.61650276184082) (185,6.571441173553467) (1180,6.523738384246826) (669,6.517064571380615)* (123,6.516253471374512) (269,6.382055282592773) (493,6.318336486816406) (560,6.304180145263672)
