userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (15,9.260698318481445)* (265,7.40818452835083) (11,7.243408203125)* (324,7.1678900718688965) (215,7.024662017822266) (48,7.00746488571167)* (170,6.78004264831543)* (53,6.7480974197387695)* (276,6.73099422454834) (300,6.5774736404418945) (674,6.513030529022217) (279,6.449097633361816) (169,6.3520097732543945)* (107,6.321380615234375)* (371,6.212302207946777) (1187,6.1766357421875) (203,6.117630958557129) (262,6.080989837646484) (632,5.9167585372924805) (440,5.913481712341309)
2613: (575,4.782129764556885) (941,4.666266441345215) (1100,4.59815788269043) (806,4.546089172363281) (190,4.426487445831299) (625,4.3459601402282715) (592,4.304701328277588) (802,4.300540924072266) (2997,4.293386459350586) (185,4.223154067993164) (1689,4.083927154541016) (1091,3.9463067054748535) (1099,3.9148356914520264) (200,3.887946605682373) (660,3.788966178894043)* (1103,3.6675100326538086) (15,3.635939836502075) (2779,3.6212756633758545) (1102,3.583536148071289) (618,3.5675721168518066)
2615: (512,7.7632856369018555)* (186,7.234936237335205)* (519,7.197200298309326) (81,7.178730010986328)* (136,7.167854309082031) (1116,7.083582878112793)* (1305,7.03919792175293) (1260,6.961997985839844) (904,6.937412738800049) (1040,6.805647850036621) (842,6.739633560180664) (94,6.68660831451416) (1267,6.664661407470703) (670,6.595325469970703) (493,6.5314555168151855) (170,6.506842613220215) (915,6.36491584777832) (1061,6.353036880493164) (851,6.24482536315918) (276,6.225316047668457)
2616: (3747,13.61461067199707)* (6090,13.290667533874512)* (4467,11.678583145141602)* (3448,11.54667854309082)* (6541,11.533529281616211)* (987,11.098565101623535)* (38,10.496404647827148) (172,10.485980033874512)* (35,10.401163101196289)* (6526,10.322959899902344)* (5,10.176142692565918) (3035,9.988594055175781) (6594,9.971561431884766)* (2648,9.840213775634766) (6544,9.83541488647461)* (2803,9.768026351928711) (6393,9.62106990814209)* (286,9.584315299987793)* (6211,9.57241439819336) (6,9.563573837280273)
2617: (162,9.974325180053711) (166,7.682558059692383) (3141,7.524254322052002)* (4540,7.51826810836792) (697,7.445813179016113) (5294,7.444937229156494)* (210,7.084051132202148) (363,7.028409957885742) (2120,6.951505661010742) (9489,6.9468994140625) (2114,6.945779323577881) (9746,6.943472862243652) (2066,6.921823978424072)* (153,6.903304100036621) (2609,6.900698661804199) (371,6.819382667541504) (3601,6.762168884277344) (324,6.719499588012695) (67,6.691394329071045)* (35,6.687962532043457)
2618: (13,10.802228927612305)* (355,9.294513702392578)* (2868,8.829291343688965)* (360,8.69161319732666) (15,8.573976516723633)* (832,8.364582061767578) (159,8.333478927612305)* (1894,7.958168983459473) (439,7.886922836303711)* (414,7.83962345123291) (300,7.802690029144287) (368,7.7257080078125)* (158,7.581093788146973) (909,7.550103664398193) (2582,7.517200469970703) (144,7.491569995880127) (174,7.464577674865723) (66,7.462235450744629)* (2038,7.417108535766602)* (2220,7.405313491821289)
2619: (185,9.523489952087402)* (178,9.488082885742188) (788,8.86656665802002) (1683,8.62556266784668)* (147,8.562658309936523)* (1510,8.292747497558594)* (625,8.288023948669434) (619,8.244271278381348)* (3366,8.236420631408691) (2934,8.179496765136719) (1935,8.175590515136719) (3934,8.154120445251465) (112,7.836194038391113) (1241,7.70570182800293) (618,7.634747505187988) (8572,7.545443534851074) (133,7.481437683105469) (546,7.440329074859619)* (1063,7.370155334472656)* (2201,7.272088527679443)
2620: (1144,8.737678527832031)* (238,8.642377853393555)* (20672,8.348566055297852) (2143,8.160553932189941) (642,8.098570823669434)* (158,7.978015899658203)* (844,7.946588516235352)* (823,7.940031051635742)* (1337,7.565263748168945)* (2864,7.557516098022461)* (107,7.529348373413086)* (127,7.493119716644287) (2120,7.462082386016846)* (2114,7.403884410858154)* (368,7.366147994995117) (906,7.285109519958496) (1553,7.230782985687256) (153,7.2296953201293945)* (3808,7.2211785316467285) (363,7.184192180633545)*
2621: (1273,5.593430519104004) (493,5.40561580657959)* (512,5.28788948059082)* (707,5.1100616455078125) (906,4.895393371582031) (904,4.83253288269043) (915,4.827688217163086) (167,4.751975059509277) (159,4.747039794921875) (2066,4.684465408325195) (519,4.680108070373535) (48,4.631224632263184) (168,4.619663238525391) (215,4.537879943847656) (67,4.526206970214844) (1172,4.500904560089111) (592,4.481799125671387) (670,4.473415374755859) (269,4.4632978439331055) (131,4.4297332763671875)
2622: (2069,3.1991026401519775) (3744,2.9422121047973633) (493,2.8668031692504883) (2899,2.864936351776123) (2328,2.658395528793335) (512,2.6434903144836426) (2026,2.606576681137085) (185,2.591573715209961) (387,2.5785646438598633) (88,2.574300765991211) (16,2.563628673553467) (270,2.560638427734375) (1891,2.5293173789978027) (3717,2.5283517837524414) (592,2.507075786590576) (3346,2.4996025562286377) (3344,2.4794187545776367) (897,2.4439611434936523) (3445,2.4335544109344482) (5622,2.427623748779297)
2623: (10,7.9357686042785645)* (16,7.82936954498291) (15,7.520053863525391) (168,7.433706760406494) (215,7.22555685043335) (334,7.038990020751953) (113,6.866394996643066) (11,6.832257270812988) (321,6.49297571182251) (173,6.457380771636963) (123,6.3889360427856445) (48,6.339442253112793) (167,6.2967424392700195) (258,6.277502536773682) (6987,6.207191467285156) (6254,5.917211055755615) (439,5.908190727233887) (300,5.707197189331055) (592,5.69911527633667) (67,5.647879600524902)
2624: (842,1.200639247894287) (94,0.999888002872467) (81,0.9742498397827148) (89,0.9735291600227356) (1305,0.9492238759994507) (71,0.9448514580726624) (875,0.9397677183151245) (3019,0.9327338933944702) (87,0.9278885126113892) (952,0.8689566850662231) (851,0.8634198904037476) (1255,0.857193112373352) (1248,0.8455988764762878) (1192,0.8411087989807129) (1235,0.8237890601158142) (95,0.8105429410934448) (1915,0.804993748664856) (821,0.7885098457336426) (240,0.7830933332443237) (753,0.7782723307609558)
2625: (2328,9.725168228149414) (3141,9.616239547729492) (4561,9.287313461303711) (4553,8.482309341430664) (4544,8.34395694732666) (269,8.300033569335938) (2656,8.123498916625977)* (5698,8.024261474609375) (4314,8.003809928894043)* (1180,7.924686431884766) (3875,7.903626441955566)* (4519,7.89731502532959)* (3721,7.70424747467041)* (1894,7.6041059494018555) (3768,7.505241870880127) (12120,7.256237030029297) (3445,7.2358832359313965) (12160,7.1588640213012695) (4528,7.14179801940918) (3723,7.0935893058776855)
2626: (185,8.262655258178711)* (15,7.874584674835205)* (2779,7.585512638092041) (2956,7.5329060554504395) (371,7.506802558898926) (414,7.452358245849609) (1116,7.071223735809326)* (560,6.890676498413086) (2120,6.870244026184082) (2096,6.784475803375244) (1813,6.75421142578125) (1140,6.742156982421875) (3265,6.736093521118164) (686,6.711954116821289) (2365,6.65917444229126) (512,6.64254903793335)* (1280,6.612367630004883)* (519,6.470412731170654) (625,6.449393272399902)* (147,6.319545745849609)
2627: (167,10.984594345092773) (15,10.353515625)* (1336,8.703018188476562)* (1196,8.69049072265625)* (810,8.570093154907227) (219,8.449966430664062)* (669,8.241674423217773)* (222,8.206255912780762) (986,8.184617042541504)* (707,8.004411697387695)* (199,7.834260940551758)* (2148,7.711180686950684) (201,7.7056684494018555)* (48,7.6578874588012695) (17,7.611791133880615) (35,7.604635238647461)* (18,7.439151287078857) (4,7.326098918914795) (385,7.286184787750244) (1202,7.177559852600098)
2628: (1144,10.899007797241211)* (3280,10.759363174438477)* (2114,10.331900596618652) (3350,9.933906555175781) (3347,9.77088737487793)* (166,9.724201202392578) (625,9.707494735717773)* (1081,9.5890474319458)* (1091,9.41367244720459)* (1802,9.383556365966797) (5832,9.07403564453125) (919,8.844070434570312) (3114,8.483314514160156) (2831,8.435882568359375) (20688,8.339963912963867) (626,8.33598804473877)* (1302,8.318597793579102) (2790,8.301828384399414)* (200,8.155609130859375) (1273,8.092915534973145)*
2629: (592,5.3197479248046875)* (560,5.2877984046936035) (493,5.052679538726807) (147,4.67956018447876) (520,4.6122846603393555)* (136,4.5762553215026855) (2066,4.410870552062988) (164,4.304428577423096) (2069,4.184826850891113) (1063,4.18428897857666)* (130,4.183881759643555) (1273,4.183536052703857) (546,4.18326997756958) (2082,4.153234481811523)* (519,3.990328311920166) (2026,3.885805606842041) (875,3.8698830604553223) (1144,3.8537111282348633) (904,3.822469711303711) (2609,3.7940006256103516)
2630: (896,2.7370047569274902) (5007,2.6972508430480957) (5288,2.568477153778076) (3468,2.5551047325134277) (1814,2.4554500579833984) (2627,2.3894946575164795) (345,2.3711097240448) (4975,2.366166830062866) (1546,2.3579607009887695) (342,2.330153465270996) (10876,2.268113613128662) (3809,2.2292890548706055) (3915,2.1999635696411133) (3219,2.190736770629883) (2093,2.1867470741271973) (8829,2.1514315605163574) (329,2.132331132888794) (4893,2.1322851181030273) (5254,2.08841609954834) (9670,2.083569288253784)
2631: (794,10.080135345458984) (276,9.505826950073242) (90,9.32294750213623) (47,9.152898788452148) (762,8.666454315185547) (262,8.567752838134766)* (246,8.253775596618652) (174,8.06124496459961) (899,8.03404712677002)* (53,8.005785942077637)* (777,7.935294151306152) (31,7.906487464904785)* (141,7.850099563598633)* (661,7.800609588623047) (100,7.798572063446045) (48,7.773037433624268) (9,7.628998756408691) (74,7.609196186065674)* (4952,7.527634143829346) (87,7.412690162658691)
2632: (3744,12.012805938720703)* (3310,10.598156929016113)* (561,9.482805252075195) (15455,9.385141372680664)* (5684,9.30340576171875) (5832,9.178668975830078) (4744,9.14558219909668) (2141,9.112955093383789)* (8,9.05620002746582)* (3499,8.909847259521484) (721,8.840592384338379) (368,8.824884414672852) (35,8.685578346252441) (2971,8.68514633178711)* (3938,8.5571870803833) (986,8.475893020629883) (1051,8.45192813873291)* (4586,8.446831703186035) (20684,8.414034843444824) (6001,8.392030715942383)
2633: (81,1.6475639343261719) (130,1.4989128112792969) (87,1.4025938510894775) (15,1.3794584274291992) (106,1.3783974647521973) (136,1.32766854763031) (1260,1.3121862411499023) (889,1.3080506324768066) (88,1.2770030498504639) (85,1.247169017791748) (94,1.2438561916351318) (1061,1.219899296760559) (89,1.2178764343261719) (134,1.2096954584121704) (990,1.1791324615478516) (875,1.1594009399414062) (1279,1.1586332321166992) (167,1.1543731689453125)* (186,1.1354475021362305) (116,1.1176128387451172)
2634: (560,8.779991149902344) (592,8.241490364074707) (147,7.971193790435791)* (806,7.916784286499023) (2779,7.887943744659424)* (153,7.712841987609863) (642,7.683320999145508)* (1100,7.583909034729004) (707,7.464056968688965) (2120,7.412580490112305) (640,7.22590446472168) (570,7.040328025817871) (1091,6.922469615936279) (4096,6.858442783355713) (178,6.845468997955322) (130,6.824930667877197) (625,6.824609756469727) (628,6.801609516143799) (942,6.749545574188232)* (1144,6.719043254852295)
2635: (5793,13.080216407775879)* (1047,11.97980785369873)* (2775,11.838569641113281)* (1902,11.706732749938965)* (74,11.318143844604492)* (2772,11.272698402404785)* (6322,10.979463577270508)* (109,10.623421669006348) (191,10.569282531738281) (6644,10.426705360412598)* (2624,10.359663963317871)* (2717,10.343287467956543) (245,10.237710952758789)* (11459,9.990432739257812) (5876,9.935323715209961)* (4679,9.898351669311523) (8258,9.828413009643555)* (347,9.791631698608398)* (8435,9.737533569335938) (1002,9.569293022155762)*
2636: (131,6.160407066345215) (95,6.050423622131348) (1116,5.815159797668457) (185,5.792300224304199) (3310,5.707545757293701)* (862,5.679497718811035) (48,5.581602096557617) (147,5.562173366546631) (519,5.411190986633301) (2956,5.386876106262207) (493,5.359323501586914) (560,5.310932636260986) (670,5.29547643661499) (1186,5.294145584106445) (366,5.289203643798828) (371,5.288644313812256) (844,5.27194356918335) (15,5.233959197998047) (129,5.183642387390137) (172,5.110550880432129)
2637: (592,3.941110849380493) (185,3.5785093307495117) (2779,3.4284348487854004) (147,3.0999202728271484) (575,3.0886082649230957) (1144,2.98164963722229) (560,2.8754892349243164) (190,2.8751373291015625) (932,2.864888906478882) (3280,2.8164587020874023) (1062,2.7712173461914062) (493,2.7464041709899902) (2609,2.726860284805298) (512,2.6601853370666504) (2069,2.633741855621338) (802,2.6226189136505127) (2137,2.610928535461426) (3347,2.6019175052642822) (166,2.5906643867492676) (2143,2.587536096572876)
2638: (167,4.758170127868652) (324,4.4150896072387695) (173,4.110501766204834) (139,3.865170478820801) (632,3.8618404865264893) (440,3.841052770614624) (159,3.779162645339966)* (35,3.7318992614746094) (674,3.684546709060669) (101,3.6618552207946777) (162,3.6349146366119385) (170,3.599851608276367) (5,3.5735526084899902) (385,3.5438554286956787) (67,3.527099609375) (6,3.5186100006103516) (203,3.447509288787842) (222,3.445986747741699) (135,3.4234213829040527) (371,3.3754043579101562)
2639: (4144,11.779217720031738)* (539,11.395419120788574)* (1560,10.930107116699219)* (522,10.719216346740723) (1396,10.661466598510742)* (899,10.37408447265625) (139,9.901601791381836)* (1224,9.81470012664795)* (74,9.790945053100586)* (136,9.764053344726562)* (148,9.750171661376953)* (1435,9.687515258789062) (34,9.65095329284668)* (2846,9.552001953125)* (133,9.407876968383789) (451,9.319454193115234)* (1838,9.261537551879883)* (1021,9.14870834350586)* (530,9.13336181640625) (619,8.934304237365723)*
2640: (560,7.690980911254883)* (561,7.306978702545166)* (1072,6.9594597816467285) (4,6.953299045562744)* (592,6.946907997131348)* (1297,6.816022872924805) (345,6.602046012878418) (51,6.600008010864258) (342,6.500967502593994)* (298,6.301486968994141)* (1378,6.186860084533691)* (1972,6.117209434509277) (649,6.108367443084717)* (2997,5.910187721252441) (2096,5.898200035095215) (2779,5.823513031005859) (131,5.794143199920654) (1265,5.788942337036133)* (1813,5.750595569610596) (3744,5.694462776184082)*
2641: (1144,7.1356682777404785) (15,6.689689636230469) (3977,6.589340686798096) (2997,6.5501298904418945) (640,6.455251693725586) (1790,6.283177375793457) (2120,6.210231781005859) (1802,6.1620588302612305) (3347,6.12767219543457) (3892,6.058137893676758) (167,6.0043625831604) (896,5.919792175292969)* (560,5.919699668884277) (2609,5.91380500793457) (3655,5.801395416259766) (147,5.7378034591674805)* (3266,5.708812236785889) (1353,5.675004482269287) (20688,5.663907051086426) (3280,5.485312461853027)
2643: (15,5.061102390289307) (215,4.277644634246826) (48,4.219058513641357) (142,4.161057949066162) (364,4.0302205085754395) (11,4.012962818145752) (159,3.9696974754333496) (366,3.9394657611846924) (211,3.856613874435425) (162,3.838257312774658) (721,3.7945752143859863) (4,3.785161018371582) (312,3.7608704566955566) (1196,3.6905722618103027)* (67,3.648057460784912) (0,3.5559821128845215) (810,3.553992986679077) (226,3.5294182300567627) (139,3.47139573097229) (1336,3.4566586017608643)
2645: (172,6.316711902618408)* (523,6.118697643280029) (2040,5.61099910736084) (4148,5.467225074768066) (2761,5.455385684967041) (1144,5.315760612487793)* (932,5.306299209594727) (519,5.081096649169922) (2069,5.059752464294434) (6425,5.043971061706543) (906,4.986967086791992) (905,4.956389427185059) (2929,4.953201770782471) (1682,4.616541862487793) (163,4.614196300506592)* (20791,4.610718727111816) (926,4.6092939376831055) (1053,4.519395351409912) (589,4.508644104003906) (1730,4.489205360412598)
2646: (167,6.325675964355469) (48,5.058994293212891) (159,5.005998611450195) (721,4.939536094665527) (8,4.904621601104736) (324,4.814423561096191)* (11,4.686104774475098) (810,4.672097206115723) (67,4.606618404388428)* (131,4.566088676452637) (0,4.500532150268555) (421,4.47703742980957) (674,4.445450782775879) (364,4.4325361251831055) (367,4.376253128051758) (168,4.373195171356201) (142,4.369101047515869)* (312,4.33041524887085) (434,4.329983234405518)* (716,4.292448043823242)
2647: (512,7.0021891593933105)* (185,6.86766242980957) (575,6.651851654052734) (2779,6.49137020111084)* (147,6.421350002288818)* (493,6.197480201721191) (519,5.906015396118164) (1062,5.857105255126953) (2609,5.824334621429443) (906,5.8216166496276855) (2069,5.7822747230529785) (932,5.771228790283203)* (3280,5.595657825469971) (904,5.5921950340271) (707,5.539316177368164)* (806,5.454890251159668) (2997,5.434569358825684) (2026,5.400527000427246) (2137,5.304844856262207) (190,5.275139331817627)
2648: (48,6.102286338806152) (312,5.693840503692627)* (215,5.4235334396362305) (434,5.3981733322143555)* (1279,5.357359886169434) (81,5.324033737182617) (159,5.171408653259277) (67,5.149007797241211) (1196,5.111323356628418) (298,5.015697479248047) (131,5.013343811035156) (11,4.98118782043457) (211,4.864400386810303) (952,4.849902153015137)* (669,4.832363128662109) (342,4.822543144226074)* (2328,4.74251127243042) (364,4.692817687988281) (0,4.637768745422363)* (226,4.596160888671875)
2649: (174,9.508386611938477) (168,9.241753578186035)* (262,9.106677055358887) (54,9.076153755187988)* (15,9.067757606506348)* (279,8.669645309448242) (123,8.477192878723145) (11,8.312530517578125)* (1187,8.30511474609375) (131,8.042137145996094) (300,7.912317276000977)* (263,7.702470302581787) (113,7.610785484313965) (1192,7.550610542297363)* (79,7.472159385681152) (16,7.399898052215576) (101,7.161899566650391) (20672,7.14933967590332)* (170,7.049509048461914)* (2220,6.934603691101074)*
2650: (1771,12.14832878112793)* (178,11.341691970825195)* (354,10.609264373779297)* (2137,10.570960998535156)* (2868,10.42650032043457) (12241,10.06557846069336)* (911,10.027772903442383) (2484,9.999090194702148)* (2171,9.969932556152344) (1088,9.92471694946289)* (3389,9.863347053527832)* (367,9.742295265197754)* (3471,9.592875480651855) (2208,9.56733226776123)* (3916,9.499424934387207)* (3280,9.390554428100586) (1236,9.2736177444458) (2116,9.267414093017578)* (2072,9.199302673339844)* (863,9.096900939941406)*
2651: (48,5.467283248901367) (215,5.431032180786133) (168,5.312244892120361) (18,5.120944976806641) (142,5.107899188995361)* (131,4.954878330230713) (159,4.868206024169922)* (360,4.793829917907715) (312,4.72421407699585) (67,4.685543060302734) (54,4.519462585449219) (366,4.477570533752441) (1196,4.452924728393555) (13,4.424600601196289) (72,4.391950607299805) (107,4.297774314880371) (219,4.29494571685791)* (4,4.249985694885254) (115,4.223616123199463) (689,4.206704139709473)
2652: (167,6.022927761077881) (81,5.392877578735352) (11,4.799327850341797) (364,4.782571315765381) (67,4.7572102546691895) (721,4.66204833984375) (17,4.652921676635742) (215,4.636613368988037) (1260,4.593649864196777) (1202,4.565465927124023) (106,4.518908500671387) (419,4.427884578704834) (87,4.395038604736328) (170,4.393960475921631) (818,4.391984939575195) (162,4.334995746612549) (875,4.29759407043457) (139,4.103597164154053) (674,4.099739074707031) (1187,4.096251010894775)
2653: (167,5.483210563659668) (371,4.827094078063965) (324,4.810728073120117) (185,4.634177207946777) (363,4.429680824279785) (642,4.4219970703125) (419,4.386533737182617) (67,4.377702236175537) (625,4.289018630981445) (686,4.28316593170166) (159,4.270392894744873) (2114,4.10342264175415) (941,4.009486198425293) (2609,3.9522652626037598) (440,3.94527530670166) (674,3.9364147186279297) (932,3.9294610023498535) (2131,3.9243879318237305) (632,3.82220721244812) (131,3.797157049179077)
2654: (592,8.649588584899902)* (147,7.551534175872803)* (81,7.141444206237793)* (166,6.915706634521484) (512,6.743159294128418) (1278,6.600969314575195)* (106,6.548112869262695) (1091,6.497016906738281)* (170,6.442774772644043) (11,6.292920112609863)* (1063,6.0793280601501465) (345,6.05418586730957)* (2137,6.028669357299805)* (649,6.0175628662109375) (806,5.953485488891602) (2114,5.9193034172058105) (178,5.883721351623535)* (1072,5.8715620040893555)* (493,5.814479827880859) (642,5.809042930603027)
2655: (539,8.730932235717773) (265,8.46495246887207)* (116,8.13504695892334) (71,7.87196159362793)* (226,7.735916614532471) (1830,7.673295021057129)* (762,7.334114074707031) (363,7.236746311187744) (1435,7.231891632080078) (452,7.163546085357666) (81,7.147564888000488) (133,7.040892601013184) (1689,6.97397518157959)* (136,6.928219795227051) (440,6.919482231140137)* (560,6.859772205352783) (20672,6.859249114990234)* (1242,6.857283592224121)* (1027,6.7063188552856445)* (481,6.661066055297852)
2656: (366,5.594260215759277)* (324,4.928277015686035) (159,4.6032915115356445) (215,4.462080001831055) (168,4.445553779602051) (131,4.428288459777832) (48,4.348040580749512) (371,4.342513084411621)* (107,4.333884239196777) (101,4.288441181182861) (1357,4.264504909515381) (162,4.250162601470947) (67,4.1153669357299805) (173,4.09116792678833) (717,4.045356750488281) (113,4.018760681152344) (35,4.009608268737793) (8,3.9440090656280518) (11,3.943260908126831) (4,3.9397711753845215)
2657: (1649,10.602788925170898)* (572,10.32280158996582)* (1087,10.300658226013184) (200,10.288553237915039)* (1095,9.672704696655273)* (617,9.2587890625)* (3808,9.158206939697266) (1106,9.043134689331055)* (1683,9.006889343261719)* (4664,8.667388916015625)* (3265,8.606204986572266) (3114,8.579780578613281)* (609,8.535860061645508)* (2961,8.42692756652832) (3281,8.353460311889648)* (2120,8.298630714416504) (196,8.171916007995605) (1553,8.064324378967285) (640,8.037152290344238)* (588,8.015104293823242)*
2658: (11,8.848350524902344)* (366,8.81903076171875)* (3548,8.473241806030273)* (1894,8.345232963562012) (215,8.286757469177246) (1196,8.275045394897461)* (3437,8.248428344726562) (17,8.207243919372559)* (2864,7.655829429626465) (3865,7.603799343109131) (2137,7.505253791809082) (1847,7.4875969886779785) (1337,7.391374588012695)* (3436,7.301155090332031) (806,7.2793989181518555)* (5319,7.228246688842773) (820,7.202763557434082) (3093,7.1598100662231445) (1202,7.153589248657227) (434,7.092955589294434)
2659: (160,7.940268516540527)* (907,7.738278865814209) (2790,7.631473064422607)* (1273,7.5521464347839355) (3216,7.332983016967773) (3344,7.238558769226074) (3347,7.209358215332031)* (192,7.185914516448975)* (3827,7.080097198486328)* (1314,7.038055896759033) (1780,6.899636745452881) (1126,6.860590934753418)* (1058,6.754863262176514) (1682,6.754404544830322) (1286,6.724549293518066) (1068,6.703961372375488)* (1134,6.676641464233398) (619,6.5953779220581055) (505,6.466496467590332) (590,6.463623523712158)
2660: (3062,5.648571491241455) (4744,5.09945821762085) (35,4.952550888061523)* (2828,4.883445739746094) (1021,4.845966339111328) (1923,4.7018537521362305) (1828,4.678290367126465) (4709,4.650371074676514)* (415,4.630035400390625) (9390,4.613962650299072) (7560,4.5608110427856445)* (154,4.524622917175293) (5254,4.511344909667969) (84,4.447521209716797) (5444,4.4160051345825195) (4722,4.412854194641113) (1546,4.337019920349121) (687,4.319423675537109) (356,4.283443927764893) (1002,4.281867980957031)
2661: (649,8.895042419433594) (592,8.57447624206543)* (626,8.518022537231445) (185,8.094995498657227)* (200,7.8503899574279785) (889,7.78725528717041) (419,7.754608631134033) (1087,7.430274486541748) (1260,7.40973424911499) (642,7.340605735778809) (583,7.224615097045898) (1093,7.22446346282959)* (194,7.201739311218262) (1027,7.105921745300293) (1278,7.058963298797607) (2609,6.991196632385254) (196,6.986142158508301) (4,6.97614860534668) (1105,6.961313724517822) (539,6.89677095413208)
2662: (1144,7.320565700531006) (15,7.304239273071289) (185,7.2396979331970215) (159,6.013635635375977)* (1813,5.896005630493164) (560,5.846240043640137) (190,5.824065208435059) (844,5.816833972930908)* (147,5.800970077514648) (575,5.732479095458984) (1273,5.723758697509766) (167,5.547121047973633) (512,5.4368486404418945) (48,5.391083717346191) (366,5.372044563293457) (419,5.312410354614258) (2137,5.288214206695557) (891,5.270624160766602) (312,5.204686164855957) (168,5.20421838760376)
2663: (15,9.298303604125977) (168,7.655364513397217) (167,7.645554065704346) (131,7.24684476852417) (48,6.795061111450195)* (11,6.771040916442871) (67,6.70964241027832)* (512,6.345695495605469) (366,6.229524612426758) (185,6.203185081481934) (173,6.124124526977539) (113,6.063971519470215) (1273,6.011658191680908) (823,5.998541831970215)* (13,5.982011795043945) (493,5.888777732849121) (560,5.846277236938477) (324,5.796924114227295) (300,5.725045204162598) (123,5.715356349945068)
2664: (15,10.356622695922852)* (421,8.907381057739258)* (592,8.780591011047363)* (5,8.491802215576172) (420,8.471090316772461) (6,8.32469654083252) (0,8.13919448852539) (560,7.895510673522949) (2,7.878961563110352) (671,7.748561382293701) (329,7.667268753051758)* (215,7.616297245025635) (210,7.5677924156188965) (324,7.557579040527344) (625,7.483675956726074) (222,7.474020481109619) (674,7.47319221496582) (701,7.452373027801514) (67,7.405816078186035) (176,7.1888532638549805)
2666: (150,6.7449517250061035)* (44,6.649038314819336) (2660,6.540226936340332)* (1608,6.398754119873047) (14660,6.376005172729492) (3511,6.3286542892456055) (92,6.195852756500244) (139,6.178553581237793) (8835,6.133452415466309) (1224,6.130368232727051) (773,6.010665416717529) (5014,5.977149486541748) (4477,5.920348167419434) (262,5.913080215454102) (1964,5.910754203796387) (3993,5.835886001586914) (8868,5.820034980773926) (395,5.819648742675781) (8853,5.811595916748047) (2014,5.726239204406738)
2667: (4561,7.716732025146484) (3141,7.493929862976074) (4489,7.148921012878418)* (4544,7.064892768859863)* (2137,6.938472747802734) (896,6.759729385375977)* (5698,6.693726539611816)* (4482,6.498931884765625)* (4504,6.498685359954834) (8854,6.4518232345581055) (11261,6.431643962860107)* (3892,6.282830715179443) (3350,6.105542182922363) (4623,6.0959672927856445) (3977,6.0890703201293945) (2667,6.082668304443359)* (3145,6.069100379943848) (8679,5.999601364135742) (3585,5.961495876312256) (3204,5.896333694458008)
2668: (15,2.599926710128784) (167,2.0804169178009033) (135,2.013453722000122) (159,1.941490650177002) (67,1.9046565294265747) (592,1.8703933954238892) (168,1.8692960739135742) (123,1.8316502571105957) (170,1.8303662538528442) (215,1.824554204940796) (173,1.7939584255218506) (136,1.7915008068084717) (11,1.7743661403656006) (48,1.7665884494781494) (300,1.7509243488311768) (371,1.7466566562652588) (53,1.7449584007263184) (560,1.735630750656128) (169,1.7172951698303223) (324,1.7079048156738281)
2669: (2609,5.197000503540039) (1629,4.991241455078125) (2137,4.943168640136719) (560,4.882081031799316) (1100,4.760798454284668) (153,4.663852691650391) (625,4.65123176574707)* (640,4.589112758636475) (15,4.57457160949707) (166,4.565335273742676) (1063,4.48809814453125) (806,4.402082443237305)* (642,4.377986907958984) (570,4.350481986999512) (1298,4.342456817626953) (1091,4.331243991851807)* (1144,4.286853790283203) (707,4.254734039306641) (2066,4.199297904968262) (3265,4.150601863861084)
2670: (675,10.407062530517578)* (123,10.332555770874023)* (117,10.189743041992188)* (5159,9.74471664428711)* (758,9.50185489654541)* (9,9.498327255249023)* (762,9.41366958618164)* (17,9.346029281616211) (773,8.985937118530273) (5160,8.96767520904541)* (318,8.88915729522705)* (978,8.74345588684082)* (341,8.567358016967773)* (1435,8.56664752960205)* (2144,8.283684730529785) (2187,8.23466968536377)* (777,8.232572555541992) (287,8.119582176208496)* (230,8.071678161621094)* (228,7.889804840087891)
2671: (135,9.100875854492188) (123,9.073217391967773) (99,8.130436897277832) (2761,8.091197967529297)* (870,8.068807601928711) (90,7.936520099639893) (1022,7.6472673416137695)* (92,7.482199668884277)* (404,7.381028175354004) (337,7.346661567687988)* (133,7.321535110473633) (20672,7.245381832122803) (592,7.231829643249512)* (87,7.176280498504639) (72,7.09102201461792) (173,7.062613487243652) (519,7.001848220825195) (2131,6.807104587554932) (168,6.806102752685547) (252,6.7424635887146)
2672: (592,5.156733512878418) (147,4.666325569152832)* (941,4.546604156494141)* (1144,4.5260910987854) (626,4.304104804992676)* (1062,4.225752830505371) (555,4.174065113067627) (15,4.158638954162598)* (136,4.105885028839111) (1102,4.057775020599365) (178,4.048591613769531) (649,4.0411834716796875) (3266,3.966158390045166) (1553,3.911581039428711) (166,3.8214833736419678) (1095,3.8113231658935547) (2137,3.810847282409668) (512,3.7259521484375) (539,3.7177677154541016) (2096,3.713862419128418)
2673: (73,9.45419692993164)* (1089,9.138046264648438)* (1251,8.456083297729492)* (409,8.386784553527832)* (956,8.292943954467773)* (660,8.286922454833984)* (479,8.282048225402832)* (140,8.118292808532715)* (102,7.996289253234863)* (442,7.935656547546387)* (451,7.919938087463379)* (26,7.902169227600098)* (618,7.892930507659912)* (192,7.781598091125488)* (1222,7.737573146820068)* (580,7.722342491149902)* (417,7.686927318572998) (3152,7.648388385772705)* (74,7.584336280822754)* (137,7.56858491897583)*
