userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (131,7.04287576675415) (324,6.557590007781982) (374,6.557020664215088) (67,6.540916442871094) (1202,6.380517959594727) (18,6.346956729888916) (167,6.295605659484863) (1144,6.244752407073975) (823,6.103336334228516) (265,6.073156356811523) (72,6.039628028869629) (2147,6.020696640014648) (404,6.017534255981445) (50,5.994113922119141) (302,5.976400852203369) (1063,5.97012996673584) (115,5.950150012969971)* (185,5.935733318328857) (298,5.931694507598877) (107,5.893263816833496)
211: (167,17.95929718017578)* (48,17.526762008666992)* (15,17.186201095581055)* (922,14.978988647460938)* (34,14.898528099060059)* (50,14.653924942016602)* (158,14.355874061584473)* (1281,14.33069896697998)* (222,13.93994140625)* (663,13.916763305664062)* (363,13.768677711486816)* (259,13.585479736328125)* (673,13.454232215881348)* (364,13.437881469726562)* (340,13.220993995666504) (9,13.182411193847656)* (201,13.178142547607422)* (322,12.895216941833496) (413,12.8093843460083)* (69,12.769622802734375)*
212: (3622,12.385934829711914) (1977,11.783393859863281) (3662,11.680858612060547) (459,11.479049682617188)* (814,11.230145454406738) (5376,10.590681076049805) (1894,10.541815757751465) (3612,10.523828506469727)* (368,10.409414291381836) (1190,10.374072074890137)* (2175,10.355161666870117)* (1250,10.343826293945312) (394,10.330572128295898) (3231,10.120927810668945)* (312,10.1083984375) (2619,9.986167907714844) (1330,9.935174942016602) (1102,9.913697242736816)* (11474,9.911591529846191) (3671,9.89405632019043)
214: (440,10.187047958374023)* (444,10.061225891113281) (704,10.008358001708984) (167,9.988173484802246) (420,9.826702117919922) (1064,9.810220718383789) (1826,9.773836135864258) (669,9.629476547241211) (1949,9.628469467163086) (324,9.628053665161133) (3996,9.570672988891602) (1377,9.544770240783691) (222,9.527402877807617) (94,9.43719482421875) (423,9.421788215637207) (1221,9.414031982421875) (382,9.401639938354492)* (2189,9.391120910644531) (5154,9.298192024230957) (632,9.251346588134766)
216: (116,11.18377685546875)* (1221,11.0806884765625)* (404,10.894952774047852)* (164,10.582493782043457) (2396,10.468313217163086)* (990,10.371493339538574) (1278,10.221502304077148) (364,10.187484741210938)* (85,9.92693042755127)* (1940,9.894966125488281)* (983,9.777976989746094)* (87,9.75741958618164)* (1759,9.579325675964355) (124,9.530168533325195)* (73,9.44306755065918)* (1063,9.382793426513672) (704,9.302780151367188) (167,9.24499797821045) (1495,9.243433952331543) (423,9.218685150146484)
217: (5683,13.079235076904297)* (976,11.352922439575195)* (6107,11.174530029296875) (6018,11.166886329650879)* (6370,11.137190818786621)* (6131,11.03441047668457) (164,10.888687133789062) (6081,10.7862548828125) (5998,10.670156478881836)* (2006,10.635905265808105)* (423,10.268671035766602) (6021,10.198860168457031) (6449,10.078865051269531) (541,9.915634155273438) (6139,9.838911056518555)* (2092,9.724342346191406) (3293,9.659778594970703)* (492,9.581132888793945) (10949,9.573707580566406) (20791,9.540024757385254)
219: (215,8.055566787719727) (312,8.000642776489258) (67,7.802002906799316) (72,7.757077217102051) (823,7.751843452453613) (131,7.6029582023620605) (354,7.501330852508545) (674,7.421568870544434) (107,7.377873420715332) (324,7.341249942779541) (298,7.3294525146484375) (922,7.303910255432129) (374,7.2939653396606445) (185,7.271235466003418) (17,7.248003005981445) (11,7.2176361083984375) (276,7.215574264526367) (265,7.207551956176758) (665,7.192861080169678) (553,7.132410526275635)
220: (1186,11.27590560913086) (1732,10.839818954467773) (802,10.709708213806152)* (1171,10.645559310913086) (459,10.32761001586914)* (3397,9.947647094726562) (136,9.922945022583008) (3008,9.902355194091797) (2779,9.837089538574219) (618,9.705013275146484) (1250,9.65233039855957) (2839,9.59928035736084) (3824,9.569938659667969) (3201,9.407058715820312) (3827,9.373501777648926)* (1273,9.348709106445312) (3283,9.31637954711914) (95,9.30826473236084)* (619,9.261826515197754)* (1004,9.260751724243164)
223: (11,13.193581581115723) (15,13.115394592285156)* (986,12.809930801391602) (1243,12.365546226501465)* (385,12.17142105102539)* (215,12.166863441467285) (704,12.116678237915039)* (360,12.004165649414062) (1377,11.828418731689453)* (440,11.801762580871582)* (669,11.563498497009277)* (2119,11.499068260192871)* (1949,11.38636589050293) (413,11.229628562927246) (322,11.217887878417969) (298,11.116029739379883)* (139,11.113462448120117) (367,10.940058708190918)* (4177,10.931468963623047) (69,10.85589599609375)
224: (167,10.145020484924316) (88,9.741352081298828) (922,9.17001724243164)* (848,9.00837230682373)* (2423,8.993602752685547) (15,8.976212501525879) (274,8.963481903076172) (520,8.665998458862305) (185,8.645227432250977) (87,8.552470207214355) (1273,8.54681396484375) (340,8.462539672851562) (4887,8.454708099365234) (4181,8.418294906616211) (952,8.400945663452148) (670,8.399749755859375) (189,8.3799467086792) (11,8.316008567810059)* (254,8.293045997619629)* (14,8.266180992126465)
225: (104,9.346908569335938) (108,9.343072891235352) (1100,9.303388595581055)* (116,9.200704574584961) (2609,8.990591049194336) (560,8.976855278015137) (1063,8.86871337890625) (580,8.797151565551758) (431,8.784629821777344) (404,8.755064964294434) (1649,8.718212127685547) (576,8.681528091430664) (192,8.619173049926758)* (896,8.434020042419434) (520,8.394430160522461) (528,8.341085433959961) (1087,8.31221866607666) (1058,8.310184478759766) (166,8.239274978637695) (914,8.167472839355469)
227: (312,10.955770492553711) (215,10.642156600952148)* (67,10.306927680969238) (4,10.051504135131836) (185,9.999664306640625) (670,9.940130233764648) (18,9.891007423400879) (324,9.88796615600586) (130,9.839159965515137) (952,9.82078742980957) (669,9.798482894897461) (11,9.790212631225586) (823,9.776510238647461) (721,9.699851989746094) (129,9.690682411193848) (2119,9.67601203918457) (72,9.623443603515625) (665,9.61984920501709)* (1281,9.529266357421875) (158,9.527228355407715)
229: (18,12.023609161376953) (164,12.003795623779297)* (17,11.952994346618652)* (2932,11.498472213745117) (721,11.372688293457031) (421,11.011636734008789)* (3865,10.953070640563965)* (763,10.869762420654297) (1202,10.486306190490723) (3436,10.454032897949219) (301,10.322742462158203)* (1063,10.316165924072266) (889,10.278980255126953)* (2198,10.134584426879883)* (115,10.122055053710938) (821,10.116776466369629) (1260,10.102411270141602) (20678,10.015625) (131,10.00794792175293) (4177,9.919827461242676)
235: (67,9.930717468261719) (48,9.823683738708496) (421,9.81771183013916) (134,9.73601245880127)* (222,9.722856521606445)* (1063,9.713428497314453) (440,9.527207374572754) (162,9.506693840026855) (810,9.490596771240234) (913,9.44725513458252) (116,9.36392593383789) (6,9.332656860351562) (444,9.28892993927002)* (8,9.237527847290039) (419,9.235509872436523) (434,9.179370880126953) (1377,9.143546104431152) (139,9.14260482788086) (34,9.109025001525879) (404,9.09861946105957)
236: (2779,15.008173942565918)* (1858,14.677824020385742)* (2899,14.44800853729248)* (3406,14.402486801147461) (1177,14.155660629272461)* (3499,13.574228286743164) (3741,13.530804634094238) (313,13.501681327819824) (3141,13.245333671569824)* (1059,13.19994831085205) (3944,13.119733810424805) (4530,13.103527069091797)* (1767,13.069656372070312)* (664,12.826438903808594)* (6670,12.716292381286621) (4788,12.605813980102539) (742,12.52326488494873) (1934,12.512609481811523) (789,12.452706336975098)* (3977,12.428282737731934)*
239: (167,8.706743240356445) (48,8.239774703979492) (185,8.091796875) (72,8.033346176147461)* (312,7.787001132965088) (1202,7.774341583251953)* (9,7.765726566314697)* (661,7.590357780456543)* (107,7.546848297119141) (364,7.529191970825195) (823,7.51063871383667) (131,7.506232261657715) (560,7.470118522644043) (4,7.463926315307617) (512,7.460667610168457) (115,7.392176628112793) (360,7.354045867919922) (1281,7.340663909912109) (130,7.323027610778809) (875,7.293330192565918)
243: (625,11.0421142578125)* (15,10.747245788574219) (1100,10.734399795532227) (913,10.475297927856445)* (560,10.443666458129883) (539,10.432920455932617)* (364,10.373970031738281)* (520,10.362136840820312) (265,10.307525634765625) (94,9.903236389160156) (71,9.885643005371094)* (419,9.80649185180664)* (166,9.719400405883789) (746,9.708091735839844) (649,9.707733154296875) (865,9.698453903198242) (153,9.556885719299316)* (1222,9.524300575256348) (1094,9.487249374389648) (170,9.458261489868164)
244: (364,12.627933502197266)* (48,12.268424987792969) (823,12.262079238891602) (421,12.152091979980469) (312,12.136886596679688) (388,11.884577751159668)* (359,11.865070343017578) (3864,11.513712882995605)* (1949,11.33774185180664) (1518,11.333686828613281) (166,11.264116287231445)* (4715,11.170613288879395)* (3548,11.096887588500977)* (1450,11.079670906066895) (156,11.055039405822754) (95,11.045621871948242) (670,11.044795989990234) (382,11.015382766723633) (301,10.98154354095459)* (2181,10.9801025390625)*
257: (670,13.819791793823242) (1186,13.151958465576172)* (274,12.478039741516113) (368,12.283342361450195) (2220,12.210371017456055) (512,12.042192459106445) (823,11.702037811279297) (265,11.487405776977539) (1180,11.484308242797852) (72,11.459020614624023) (167,11.401653289794922)* (15098,11.360574722290039) (358,11.279446601867676) (263,11.144412994384766) (2119,11.121837615966797)* (669,11.11258316040039)* (987,11.098746299743652) (945,10.96506118774414)* (14,10.705102920532227) (48,10.700023651123047)*
258: (312,12.975424766540527) (1186,12.7307767868042) (129,12.66236686706543)* (87,12.381085395812988) (130,12.373827934265137)* (324,12.159076690673828)* (169,12.144139289855957)* (4,12.047853469848633)* (560,11.936758995056152) (686,11.733076095581055) (371,11.672587394714355)* (50,11.658682823181152)* (173,11.46981430053711)* (63,11.410152435302734)* (95,11.339101791381836) (818,11.14259147644043) (862,11.017278671264648)* (337,10.999217987060547) (2220,10.988256454467773)* (2069,10.9879150390625)
261: (67,6.5239105224609375) (560,6.283438205718994) (4,6.259181022644043) (823,6.249897003173828)* (298,6.223443508148193)* (147,6.216638565063477) (131,6.1989641189575195) (324,6.1719584465026855) (136,6.168440818786621) (674,6.154555797576904) (512,6.139935493469238) (169,6.106119155883789)* (130,6.098537445068359) (129,6.093662261962891) (922,6.033985137939453)* (553,6.008709907531738) (374,5.939391613006592) (170,5.938651084899902) (1186,5.890914440155029) (371,5.881041526794434)
262: (704,8.868692398071289) (2165,8.648530960083008)* (3996,8.564949989318848)* (2173,8.5117769241333)* (2189,8.402148246765137)* (1826,8.369611740112305) (2168,8.30262565612793)* (2154,8.278900146484375)* (1281,8.271364212036133) (3078,8.240220069885254)* (4118,8.180130004882812) (810,8.073986053466797)* (2151,7.929206848144531) (955,7.8290276527404785) (664,7.816430568695068) (861,7.805935382843018) (4885,7.805245876312256) (1835,7.789302825927734) (2150,7.789035797119141) (2932,7.769804954528809)*
264: (459,13.55795669555664) (1645,12.655505180358887) (71,12.443950653076172)* (183,12.221397399902344) (265,12.207867622375488) (404,11.835203170776367) (200,11.82553768157959) (1278,11.710745811462402) (4557,11.70987319946289) (1977,11.66755485534668) (2755,11.653874397277832)* (9371,11.601163864135742)* (2723,11.575013160705566) (10469,11.559670448303223)* (2609,11.503077507019043) (4799,11.287050247192383) (192,11.283764839172363) (479,11.262630462646484) (9287,11.21642017364502) (1518,11.186052322387695)
268: (3470,17.475427627563477)* (12758,17.284704208374023)* (199,17.201824188232422)* (3042,17.1295108795166) (1031,16.647838592529297) (5451,16.290279388427734)* (1372,16.00663948059082)* (8188,15.73187255859375)* (7874,15.573564529418945)* (2347,15.48580265045166)* (661,15.304479598999023) (722,15.25157642364502)* (936,15.235626220703125) (1012,15.087841033935547)* (5579,14.81589126586914)* (11,14.73289680480957)* (1345,14.646982192993164) (1863,14.623672485351562)* (8134,14.555665969848633) (1374,14.367366790771484)*
271: (185,11.126260757446289) (88,11.013985633850098)* (130,10.710454940795898) (174,10.495628356933594)* (404,10.07162094116211) (520,10.014543533325195) (115,9.96479606628418)* (1221,9.720993041992188) (48,9.642707824707031) (11,9.63844108581543) (1063,9.584718704223633) (265,9.584545135498047)* (173,9.529590606689453) (167,9.50677490234375) (16,9.449663162231445)* (123,9.426351547241211)* (15,9.312297821044922) (2347,9.285096168518066) (560,9.238887786865234)* (17,9.18094253540039)
274: (167,9.733156204223633)* (704,9.41559886932373) (312,9.336155891418457) (48,9.33519458770752) (810,9.235520362854004) (199,9.08835220336914)* (204,9.079791069030762) (952,9.028667449951172) (1826,9.02466869354248)* (18,8.98159408569336) (722,8.934014320373535)* (423,8.887533187866211) (669,8.872283935546875) (67,8.855606079101562) (746,8.851877212524414)* (382,8.79559326171875) (219,8.791123390197754) (955,8.684854507446289) (875,8.66741943359375)* (1196,8.5582275390625)*
275: (15,9.683270454406738) (167,9.428241729736328) (986,9.316252708435059) (312,8.906410217285156) (1243,8.867509841918945) (8,8.840641975402832) (810,8.67782211303711)* (199,8.671299934387207) (360,8.575859069824219) (717,8.518125534057617) (162,8.513832092285156) (107,8.504755020141602) (205,8.494133949279785) (324,8.49305248260498) (2077,8.427680969238281) (204,8.420150756835938) (298,8.41397762298584)* (131,8.398378372192383) (701,8.3975191116333) (201,8.374818801879883)
278: (167,10.088762283325195) (560,9.735736846923828)* (136,9.568353652954102) (67,9.553173065185547) (164,9.33427619934082) (1063,9.144140243530273) (721,9.084646224975586)* (131,9.038705825805664) (2609,8.966814994812012) (95,8.964231491088867) (520,8.951284408569336) (215,8.939573287963867) (419,8.822565078735352) (166,8.80004596710205) (324,8.711488723754883) (875,8.703959465026855) (298,8.633337020874023) (129,8.621026992797852) (2137,8.564220428466797) (162,8.531755447387695)
279: (876,11.930173873901367)* (368,11.876968383789062) (2175,11.715215682983398)* (1294,11.035844802856445)* (862,10.709542274475098) (189,10.663313865661621) (2220,10.630083084106445) (3519,10.528667449951172) (89,10.254257202148438)* (136,10.174903869628906)* (158,10.11639404296875) (274,10.089248657226562) (2428,10.055160522460938) (1186,9.991653442382812) (95,9.974867820739746) (823,9.967771530151367) (844,9.915228843688965) (3024,9.787971496582031) (238,9.771860122680664) (367,9.701029777526855)
280: (941,11.043115615844727) (3270,10.848185539245605)* (185,10.513900756835938) (15,10.228720664978027) (166,10.145071029663086) (952,9.76832389831543)* (1802,9.766756057739258) (1144,9.752314567565918) (147,9.730178833007812) (570,9.721929550170898) (4096,9.690149307250977) (1098,9.548145294189453)* (194,9.458454132080078) (3204,9.428017616271973) (1093,9.421037673950195) (17,9.26003360748291) (164,9.259236335754395) (167,9.204791069030762) (3655,9.200925827026367) (625,9.153081893920898)*
281: (312,11.625179290771484)* (382,11.292956352233887) (360,11.094681739807129) (48,11.034746170043945)* (670,10.71042251586914)* (388,10.666397094726562) (4181,10.595945358276367)* (189,10.180465698242188) (72,10.115240097045898) (201,10.101495742797852)* (158,9.969451904296875) (2123,9.94839859008789) (553,9.752227783203125) (274,9.742012023925781) (1207,9.741832733154297) (167,9.662981033325195)* (276,9.589820861816406) (51,9.490089416503906)* (368,9.428117752075195) (354,9.374478340148926)
283: (15,10.192291259765625)* (48,9.895401000976562) (95,9.35293960571289)* (67,9.303462028503418) (4,8.974898338317871) (130,8.942276000976562) (185,8.839088439941406) (2119,8.824857711791992) (1273,8.809471130371094) (512,8.787761688232422) (419,8.746334075927734) (364,8.694029808044434)* (2732,8.543540954589844) (896,8.501623153686523) (1281,8.485770225524902)* (240,8.469779014587402)* (922,8.457459449768066) (439,8.438115119934082) (722,8.406181335449219) (324,8.39625358581543)*
288: (673,13.424714088439941)* (404,13.079360961914062)* (130,12.311084747314453)* (913,12.05945110321045)* (102,12.055635452270508) (167,11.871711730957031) (143,11.59104061126709)* (34,11.384760856628418) (849,11.330533027648926) (394,11.307723999023438) (105,11.231313705444336) (758,11.228376388549805) (1860,11.191829681396484) (498,11.030198097229004) (1386,10.876993179321289)* (67,10.719945907592773) (1014,10.670973777770996) (1435,10.57253646850586)* (1257,10.519463539123535)* (1431,10.51407241821289)*
290: (925,20.754417419433594)* (178,20.69961166381836) (2365,20.348390579223633) (673,20.130634307861328) (1063,19.950838088989258)* (1802,19.423015594482422) (862,19.39604377746582)* (1598,19.387577056884766) (1510,19.165409088134766) (222,18.995929718017578) (583,18.940502166748047)* (628,18.937862396240234)* (298,18.711597442626953)* (265,18.529455184936523) (3892,18.42552947998047) (442,18.33355140686035) (3347,18.096878051757812)* (2195,18.075393676757812)* (1137,18.04015350341797) (916,18.03266143798828)*
298: (2328,9.806827545166016) (265,9.682117462158203)* (1207,9.353639602661133) (3445,9.327740669250488) (269,9.314593315124512)* (90,9.241734504699707) (279,9.147397994995117)* (258,9.017690658569336) (89,8.976053237915039)* (228,8.971426010131836) (1210,8.835620880126953) (263,8.820341110229492) (287,8.750977516174316) (3738,8.675338745117188)* (1224,8.56639575958252) (72,8.502937316894531) (2102,8.457069396972656) (1553,8.45261287689209) (1232,8.434064865112305) (1180,8.404894828796387)
299: (818,17.13629150390625)* (711,16.76567840576172) (3747,16.020191192626953)* (3750,15.82588005065918) (20672,15.750088691711426) (10019,15.236922264099121)* (560,15.064058303833008)* (6501,15.051907539367676) (321,14.68895435333252)* (952,14.67204761505127) (185,14.576927185058594)* (2012,14.518026351928711)* (2320,14.459096908569336)* (129,14.434900283813477)* (975,14.405752182006836) (1385,14.321736335754395) (1815,14.289021492004395) (1202,14.198442459106445) (4873,14.082491874694824)* (2156,14.075887680053711)
302: (922,13.906402587890625)* (15,13.589486122131348)* (440,13.582987785339355)* (73,13.194952011108398)* (404,13.08189582824707) (88,12.97127628326416) (409,12.740348815917969)* (1197,12.614511489868164) (347,12.41897201538086)* (34,12.383591651916504)* (536,12.306065559387207) (2150,12.303718566894531) (1553,12.187521934509277)* (501,12.130563735961914)* (1064,11.906259536743164) (1063,11.863996505737305)* (1000,11.848986625671387)* (2628,11.77132797241211) (498,11.764500617980957)* (674,11.752959251403809)
303: (130,9.537540435791016) (222,9.479434967041016)* (1187,9.322216987609863) (167,9.286502838134766)* (298,9.262619972229004) (134,9.069818496704102) (398,9.031400680541992) (385,8.972734451293945) (107,8.96869945526123) (4,8.951156616210938) (51,8.889970779418945) (1063,8.880645751953125) (161,8.777191162109375) (73,8.712203979492188) (35,8.606634140014648) (279,8.581232070922852) (818,8.573266983032227) (721,8.559374809265137) (89,8.553808212280273) (181,8.552647590637207)
304: (130,8.826059341430664) (131,8.42497444152832) (324,8.288724899291992) (185,8.205942153930664) (312,8.132699012756348) (95,8.088394165039062) (147,8.060924530029297) (136,8.039712905883789) (560,7.975273132324219) (823,7.957296371459961)* (674,7.858839988708496) (419,7.847945213317871) (134,7.828005313873291) (265,7.788125038146973) (512,7.781071662902832) (129,7.745975494384766) (210,7.703274726867676) (162,7.697201728820801) (434,7.662276268005371) (1144,7.658687591552734)
305: (167,10.772159576416016) (147,10.289093017578125) (164,10.245059967041016)* (520,10.111692428588867) (4,10.070618629455566) (512,9.936939239501953) (875,9.834024429321289) (889,9.82955551147461)* (324,9.660736083984375) (1061,9.58125114440918) (810,9.557225227355957) (986,9.537063598632812) (11,9.521651268005371)* (215,9.485625267028809)* (1260,9.469827651977539) (2932,9.453878402709961) (129,9.396452903747559) (166,9.330520629882812) (162,9.309226036071777) (115,9.297462463378906)
307: (48,8.921395301818848)* (312,8.429215431213379) (560,8.38327407836914) (136,8.151655197143555) (147,8.134750366210938) (130,8.018106460571289) (674,7.846575736999512) (1144,7.76627254486084) (265,7.678089618682861) (298,7.6779584884643555) (129,7.656643867492676) (324,7.639925956726074) (107,7.590880870819092)* (11,7.511748790740967) (2069,7.509403228759766)* (374,7.49887752532959) (169,7.463731288909912) (952,7.460576057434082) (1063,7.409441947937012)* (276,7.39810037612915)
308: (15,13.047142028808594)* (48,12.998614311218262)* (312,12.436222076416016)* (324,12.133062362670898) (18,12.085691452026367)* (364,11.91807746887207)* (72,11.870080947875977)* (9,11.430673599243164) (130,11.409231185913086)* (174,11.218345642089844) (94,11.155801773071289)* (952,11.086682319641113)* (670,11.069674491882324) (129,10.755335807800293)* (211,10.70187759399414) (123,10.652002334594727) (440,10.500765800476074) (185,10.497905731201172)* (1357,10.487935066223145) (219,10.394895553588867)
309: (560,13.475135803222656)* (1144,12.640106201171875) (2188,12.414392471313477)* (555,11.700004577636719)* (572,11.652338027954102)* (1062,11.64378547668457)* (802,11.613486289978027) (153,11.610309600830078)* (190,11.607629776000977)* (1099,11.549568176269531) (2839,11.547686576843262)* (865,11.153663635253906) (3344,11.121772766113281)* (265,11.110356330871582)* (1106,11.07767105102539)* (540,11.063698768615723)* (520,10.955135345458984) (619,10.953664779663086)* (172,10.904890060424805) (1010,10.895910263061523)
