userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (364,0.9052807092666626) (1,0.9031793475151062)* (2081,0.6883383989334106) (34,0.6869486570358276) (318,0.6586472392082214) (2687,0.6478927135467529) (2096,0.6328665018081665) (1028,0.624160647392273)* (2761,0.5929548740386963) (1097,0.5847176313400269)* (3751,0.5744806528091431) (2087,0.5720150470733643) (2085,0.559831440448761) (1198,0.5575133562088013) (480,0.5541533827781677) (593,0.551691472530365) (1704,0.5502195954322815) (2018,0.538943886756897)* (2394,0.5385363101959229) (1029,0.531145453453064)*
5766: (3408,0.9131978750228882)* (3753,0.7952483892440796) (2396,0.703858494758606) (3510,0.7030125856399536) (3555,0.695803165435791) (1704,0.6115208864212036)* (17,0.6111717224121094) (3916,0.5846754312515259) (3513,0.5732316970825195) (597,0.5602359771728516) (2028,0.5546584129333496) (2763,0.551347553730011) (539,0.5447313785552979) (150,0.5382066369056702) (356,0.5325905084609985) (3534,0.52592533826828)* (2501,0.5236876010894775) (3176,0.5160996913909912) (2762,0.514650285243988) (2671,0.509346604347229)
5767: (589,1.2292194366455078)* (733,1.0335195064544678)* (1240,0.9725276231765747)* (2028,0.9345582127571106)* (1573,0.9196766018867493)* (1610,0.8907274603843689)* (3107,0.8296089172363281) (1544,0.8151158094406128) (1676,0.8033455610275269) (70,0.7727614641189575) (1101,0.771204948425293) (1127,0.747239351272583) (2058,0.7410984635353088) (1387,0.73604816198349) (736,0.7205708622932434) (3753,0.7178927659988403) (1407,0.71247398853302)* (1876,0.7096540927886963) (1210,0.7053438425064087)* (2194,0.6965668797492981)
5768: (1296,0.993608832359314) (899,0.900527834892273) (920,0.8782665729522705) (1183,0.8634717464447021) (838,0.8304141759872437) (911,0.8268272876739502)* (1959,0.7585808634757996) (1188,0.7577874660491943) (3097,0.7383255958557129) (932,0.7299305200576782)* (969,0.6657019853591919) (1643,0.6480698585510254)* (497,0.6425349712371826) (945,0.6320515871047974) (1172,0.6294326782226562)* (2186,0.623772144317627) (1277,0.6010483503341675) (2690,0.591689944267273) (1680,0.5876318216323853) (926,0.5875118970870972)
5769: (2571,0.8609670996665955)* (2858,0.7914352416992188)* (924,0.7787158489227295)* (541,0.7323278188705444)* (608,0.7298611402511597) (1206,0.7141103744506836) (2959,0.6923894286155701) (858,0.6780648231506348)* (1748,0.667497992515564)* (260,0.6482401490211487) (1240,0.6181459426879883) (1089,0.6120030879974365) (1200,0.5891587734222412) (3897,0.5880863070487976) (593,0.58173668384552)* (3175,0.5625771284103394) (1356,0.5368096828460693) (3793,0.5367343425750732) (3006,0.5329900979995728)* (1249,0.5311945676803589)
5770: (1090,0.805787205696106) (1299,0.7716250419616699)* (1207,0.7714263200759888) (608,0.7686566114425659) (1293,0.7672587633132935) (858,0.754809558391571) (923,0.7462314367294312) (593,0.7348595261573792) (296,0.7217271327972412)* (1956,0.7071094512939453) (1250,0.6722457408905029) (2313,0.6627610325813293) (1185,0.6498449444770813) (3006,0.6212279200553894) (1960,0.6170114278793335) (3735,0.6089106798171997) (1186,0.6040189266204834) (1246,0.601146936416626) (3019,0.5943191051483154) (1945,0.591015100479126)
5771: (1374,0.752333402633667)* (1073,0.7178981304168701) (1028,0.7085412740707397) (2968,0.6799085140228271) (2085,0.6566720008850098) (2529,0.6379303932189941) (1032,0.6347548365592957) (1200,0.604418158531189) (596,0.5948989391326904) (3639,0.5936608910560608) (1376,0.5917148590087891)* (2174,0.5856398344039917) (1206,0.580247700214386)* (1148,0.5791669487953186) (2081,0.577183723449707) (3671,0.5721520185470581) (2137,0.5673539042472839) (1291,0.5643736720085144) (1029,0.5633962750434875) (2105,0.5607753992080688)
5772: (3753,0.9291378259658813) (3555,0.8748453855514526)* (3578,0.8443697690963745) (3408,0.800290584564209) (3916,0.6570439338684082) (3755,0.6247950792312622) (3623,0.5980842113494873) (3624,0.56888747215271) (3512,0.5673083662986755) (3534,0.5309317111968994) (3897,0.5037590265274048) (3409,0.49386560916900635) (3484,0.4890894293785095) (3481,0.4881570339202881) (3952,0.4618064761161804) (3798,0.4468339681625366) (3173,0.43850332498550415) (3948,0.43567317724227905) (3717,0.43454670906066895) (3793,0.42044681310653687)
5773: (3578,0.8567287921905518) (2997,0.8237884044647217)* (2028,0.7483892440795898) (2706,0.7466897964477539) (3147,0.7453860640525818) (3408,0.7255876660346985)* (50,0.7218683958053589) (608,0.7209745049476624) (296,0.6867547035217285) (2683,0.6744441986083984) (3753,0.6496810913085938) (2571,0.648750901222229) (2707,0.6444031000137329) (3176,0.631575345993042) (110,0.6298497319221497) (527,0.6249135136604309) (3510,0.623798131942749) (3623,0.621817946434021) (1704,0.6047170162200928) (1213,0.6021245718002319)
5774: (318,1.1329526901245117) (527,1.0170459747314453)* (2762,1.0124506950378418) (608,0.9464384317398071) (1196,0.9096348881721497) (1198,0.907805860042572)* (50,0.8543904423713684) (1210,0.8068234324455261) (1,0.8029048442840576) (1270,0.8028701543807983) (1213,0.7715523838996887) (858,0.7698572874069214) (2804,0.7633740305900574) (1136,0.7513304948806763) (1193,0.7421175241470337)* (2571,0.7222565412521362) (1617,0.7191745042800903) (1225,0.7171894311904907) (1265,0.7134969234466553)* (1307,0.6877660155296326)
5775: (50,0.7713345289230347) (2858,0.7402310371398926) (2395,0.6920939683914185) (2599,0.6763032674789429)* (1079,0.6735875010490417)* (1060,0.673261821269989) (1394,0.6724837422370911) (2997,0.6722184419631958) (3421,0.6705805659294128) (2791,0.6653549075126648)* (2302,0.6552503108978271)* (1307,0.6290521621704102) (1136,0.6280950307846069) (1234,0.6153965592384338)* (1732,0.6146301031112671) (21,0.6074056625366211)* (1704,0.6008607149124146) (1641,0.5902798175811768) (1500,0.5880118608474731) (1673,0.5773678421974182)*
5776: (2571,1.7486768960952759)* (260,1.4055057764053345)* (1210,1.3676159381866455) (541,1.1391830444335938)* (3578,1.1080251932144165)* (593,1.092529058456421)* (2628,1.0609161853790283) (1573,1.0047509670257568) (1617,0.9852867126464844) (2959,0.9617530107498169)* (3793,0.9526444673538208) (527,0.9413528442382812)* (1291,0.9407248497009277) (316,0.8942043781280518) (1676,0.8649632334709167) (3702,0.8361093997955322) (2529,0.8321774005889893)* (1097,0.8256100416183472) (223,0.8219679594039917) (3471,0.8206619620323181)*
5777: (924,1.0117406845092773) (296,0.9967777132987976) (1213,0.9904780387878418)* (923,0.9600435495376587)* (1208,0.9479619264602661)* (111,0.9379211664199829)* (260,0.9315410852432251) (1250,0.9188796877861023) (903,0.8991366624832153)* (1247,0.8974087834358215) (919,0.890798807144165)* (1204,0.8362342119216919)* (2997,0.8213170766830444) (1276,0.8192743062973022) (913,0.8116670846939087) (1206,0.7885514497756958) (1196,0.7854089140892029) (3471,0.77297043800354) (110,0.772638738155365) (1997,0.7505888938903809)
5778: (589,1.545200228691101)* (2571,1.4978604316711426)* (1196,1.2820994853973389)* (1253,1.2061891555786133) (1356,1.180396556854248)* (3702,1.1573054790496826) (1527,1.101973295211792) (2021,1.0791212320327759) (1127,1.0668890476226807) (3703,1.0606263875961304) (3175,1.0265014171600342) (2455,1.0211337804794312) (2664,1.0113247632980347) (2985,0.9593368768692017)* (2628,0.8954776525497437) (2311,0.867124080657959) (316,0.8647204637527466) (1909,0.8450493812561035) (1215,0.8430315256118774) (2009,0.8415169715881348)
5779: (593,0.8728134036064148) (858,0.8141047954559326)* (1259,0.7993873357772827) (2194,0.7724431753158569) (1214,0.7692101001739502)* (2571,0.7669728994369507) (1610,0.7621604800224304) (318,0.7340823411941528) (1394,0.724828839302063) (223,0.7109419107437134) (1387,0.7061967849731445) (1270,0.6979279518127441)* (1954,0.6782116293907166)* (2248,0.6768646240234375) (2028,0.6766398549079895) (1222,0.6651003360748291) (1704,0.6493234038352966)* (527,0.6413664817810059) (1625,0.6387489438056946) (2762,0.6339495182037354)*
5780: (1370,1.2087829113006592) (1573,1.1818718910217285)* (733,1.1514286994934082) (165,1.1480387449264526) (1608,1.0540297031402588) (1552,1.0374610424041748) (2353,1.0271005630493164)* (1917,0.9794968962669373) (2002,0.9745264649391174) (780,0.9396933317184448) (474,0.9269753694534302) (3107,0.9267516136169434) (380,0.9241561889648438) (10,0.9171019196510315) (3005,0.8642748594284058) (1610,0.8613113760948181)* (292,0.8569384217262268) (1213,0.8510627746582031)* (2490,0.8482556343078613)* (1061,0.8046003580093384)
5781: (2858,0.7447953224182129) (2997,0.6952754259109497) (2959,0.5689453482627869)* (2599,0.5389320850372314) (3176,0.5221258997917175) (3408,0.5116486549377441) (2396,0.5077570676803589) (3160,0.48676884174346924) (608,0.4330812096595764) (2692,0.4328823387622833) (223,0.4207572937011719) (3081,0.4138201177120209) (2712,0.41322964429855347)* (2395,0.4116778075695038) (3175,0.4069030284881592) (2028,0.40490415692329407) (3174,0.40410828590393066) (2706,0.4038085341453552) (3481,0.3992580771446228) (858,0.39715486764907837)
5782: (2000,0.6514106392860413) (1307,0.5783940553665161) (2797,0.5715848803520203) (1704,0.5533368587493896) (1097,0.5517759323120117) (150,0.5493279695510864) (2470,0.5445642471313477) (3101,0.5427072644233704) (2716,0.5400804877281189) (3552,0.5354514122009277) (1721,0.5324900150299072) (1968,0.5317441821098328) (1663,0.5100839138031006) (1270,0.5081252455711365) (597,0.5033969283103943)* (2406,0.4998756945133209) (3526,0.486805260181427) (1225,0.4821167290210724) (1784,0.47847944498062134) (2115,0.47513797879219055)
5783: (2671,0.9429255723953247) (440,0.778989315032959) (357,0.7347678542137146) (2724,0.718934178352356) (356,0.673437774181366) (838,0.6428854465484619) (587,0.6412316560745239) (2125,0.6228180527687073) (708,0.5926588177680969) (1721,0.5871462821960449) (500,0.5764195322990417) (1888,0.5671990513801575) (1393,0.5614541172981262) (2396,0.555145800113678) (605,0.5417346954345703) (1784,0.5408810377120972) (1680,0.5225182771682739) (1307,0.5026571154594421) (222,0.49242573976516724) (3255,0.4921373128890991)
5784: (2694,1.081862211227417) (223,0.8510220646858215) (3005,0.8139382600784302) (2688,0.7977545261383057) (2433,0.737933337688446) (2762,0.7348718643188477)* (2881,0.7120388150215149) (2987,0.7067480087280273) (2707,0.6901447176933289) (2724,0.6848418712615967) (2572,0.6683818101882935)* (785,0.662508487701416) (2502,0.6615406274795532)* (3114,0.6538642644882202) (2396,0.6447998285293579) (2599,0.6407302618026733) (2763,0.6356245279312134) (2858,0.6202961206436157) (1093,0.6175680756568909) (1127,0.6107413172721863)
5785: (589,1.1937352418899536)* (2028,1.1926770210266113)* (3578,1.11204993724823) (318,1.0996439456939697)* (1610,1.0885825157165527)* (50,1.0635566711425781) (527,0.9733034372329712) (2916,0.919835090637207) (3510,0.9128658771514893) (2706,0.8884015679359436) (1036,0.8786239624023438) (3147,0.8782665729522705) (1784,0.8478152751922607)* (296,0.8457207679748535)* (1213,0.8334859013557434) (590,0.8100579380989075) (3897,0.8032650351524353) (3114,0.7646785378456116) (380,0.7641041278839111) (2355,0.7612027525901794)
5786: (2858,1.0627615451812744)* (2997,0.8894804120063782) (1213,0.8295658230781555)* (50,0.813481867313385) (1265,0.799705982208252) (223,0.7892820835113525) (318,0.781253457069397)* (1136,0.7109677791595459) (1923,0.7063805460929871)* (3421,0.6977031230926514) (527,0.6971561908721924) (1060,0.6944931745529175) (1307,0.6915056705474854) (2804,0.6876764893531799) (2791,0.6791154146194458) (2324,0.6767792701721191) (1089,0.6392064094543457)* (3897,0.6336040496826172) (111,0.6222931146621704)* (1079,0.6150766015052795)*
5787: (1148,0.8750839233398438)* (1200,0.8112722635269165)* (1214,0.8099013566970825)* (2300,0.799331784248352)* (1253,0.7944798469543457) (594,0.7575299739837646)* (1223,0.7549481987953186) (2366,0.7514224648475647)* (1197,0.7490501403808594)* (1204,0.7331941723823547)* (1256,0.732246994972229) (2174,0.7168012857437134)* (2657,0.7034913301467896)* (2019,0.7015762329101562) (1301,0.6903932094573975) (1947,0.6857421398162842)* (3702,0.6781181693077087) (2664,0.6775021553039551) (951,0.6750893592834473) (3703,0.6748752593994141)
5788: (1387,0.9859041571617126)* (2710,0.9159115552902222) (2997,0.9103665351867676) (2683,0.8279896974563599) (2918,0.8169137239456177)* (785,0.8052520751953125) (1136,0.8016581535339355) (2455,0.780023455619812) (1220,0.7700250148773193)* (1265,0.7525205016136169)* (1394,0.752195417881012) (2804,0.7337158918380737) (2502,0.7195342779159546) (2288,0.7194675207138062) (2003,0.6996948719024658)* (1923,0.6978830099105835)* (1580,0.6926614046096802) (3052,0.6829349994659424)* (2987,0.6730878949165344) (1036,0.6695212125778198)
5789: (3334,0.4826550781726837) (3543,0.4740765690803528) (3435,0.46961113810539246) (922,0.4614482522010803) (1252,0.4322444200515747) (942,0.4095054864883423) (2070,0.3689397871494293) (930,0.3688391149044037) (1281,0.36614274978637695)* (1959,0.3557979166507721) (1267,0.35562726855278015) (2186,0.35082781314849854) (2670,0.3433282971382141) (926,0.33944350481033325) (3365,0.3349924087524414) (1944,0.33498772978782654) (1283,0.33338433504104614) (3516,0.33270204067230225) (2203,0.3297134041786194) (1945,0.324918657541275)
5790: (318,0.9235097169876099) (2858,0.87943035364151)* (593,0.863250732421875) (457,0.7876226902008057) (1210,0.787555456161499)* (2571,0.7797325849533081) (858,0.7657085657119751) (296,0.7025356292724609)* (3114,0.6954015493392944) (1704,0.6920233368873596) (1617,0.6898369789123535) (3408,0.6717525720596313) (480,0.6686241030693054) (2997,0.6677557229995728) (1097,0.666202187538147) (1307,0.6623489260673523) (1387,0.6589034795761108) (1610,0.6508833765983582) (1221,0.648873507976532) (1213,0.6470915079116821)
5791: (223,0.9727983474731445)* (2396,0.9528963565826416)* (2599,0.9152564406394958)* (2959,0.8694862723350525) (608,0.8662146329879761)* (50,0.8255155086517334)* (3160,0.7975925207138062)* (2706,0.7796957492828369) (3481,0.7491406798362732) (2683,0.7439215183258057) (2700,0.7434732913970947)* (3578,0.7357348203659058) (913,0.7253133058547974) (1213,0.7098797559738159) (2336,0.6950506567955017) (2804,0.6663931608200073)* (2502,0.6625508069992065) (2028,0.6366198062896729) (3081,0.6160323619842529) (2908,0.6125208139419556)
5792: (2858,1.2228329181671143) (2959,1.155231237411499)* (50,1.0947248935699463)* (2762,1.0698330402374268)* (1358,0.9253431558609009) (2599,0.9107955694198608)* (2692,0.8661412000656128) (2329,0.851871907711029)* (3897,0.8493684530258179) (2324,0.8355854749679565) (2890,0.776669979095459) (2580,0.7712328433990479) (3148,0.7467815279960632) (2712,0.7387518882751465) (2333,0.7371393442153931) (1060,0.7318339347839355) (32,0.7264554500579834)* (3751,0.6848158836364746)* (3174,0.6847926378250122) (2686,0.6662023067474365)
5793: (1252,0.7916617393493652) (3435,0.7748244404792786) (1284,0.7032943367958069) (913,0.6772797107696533) (1953,0.6519849896430969) (2949,0.6391910910606384) (1221,0.5996649265289307) (3334,0.5996315479278564) (3654,0.59831702709198) (858,0.5970053672790527) (930,0.5861265063285828) (1212,0.5758548974990845) (3062,0.5499876141548157) (1260,0.5442361831665039) (942,0.5423105955123901) (2019,0.5379953980445862) (908,0.5212317109107971) (599,0.5133906602859497) (2066,0.5057840347290039) (1387,0.49520143866539)
5794: (2671,0.6490662097930908) (357,0.6141406297683716) (1278,0.6116551160812378) (2716,0.6039812564849854) (3671,0.6014212369918823) (708,0.5985299944877625) (2915,0.578658938407898) (905,0.5762404203414917) (2424,0.571986973285675) (3421,0.570068359375)* (2352,0.569812536239624) (1028,0.5683220028877258) (1081,0.5646852850914001) (2724,0.564383864402771) (2081,0.5600546598434448)* (11,0.5472968816757202) (3061,0.5464743375778198) (500,0.5425512790679932) (2779,0.5403057932853699) (3088,0.5402371883392334)
5795: (1219,0.7342951893806458)* (3499,0.6706161499023438)* (3361,0.639519453048706) (919,0.6306880712509155)* (2078,0.589985191822052)* (2096,0.5879013538360596)* (2087,0.5864232182502747)* (3363,0.5842466354370117)* (1090,0.5751013159751892)* (2160,0.5677261352539062)* (1266,0.5603781938552856)* (1086,0.5536189079284668) (3418,0.5492343902587891) (3362,0.5394155979156494) (1302,0.5384124517440796) (1234,0.5314332246780396)* (2118,0.5304234027862549)* (1263,0.5222390294075012)* (2243,0.5215185880661011)* (508,0.5212416052818298)
5796: (3176,0.4514980614185333) (3174,0.4436209499835968) (2599,0.4336559772491455) (2706,0.42808541655540466) (2858,0.41935521364212036) (3408,0.4154163599014282) (2395,0.35952436923980713) (3006,0.35205209255218506) (3481,0.34929442405700684) (2908,0.3481903076171875) (3052,0.3410709500312805) (3897,0.3406009078025818) (2770,0.3271094560623169) (2302,0.3199763894081116) (3301,0.31683191657066345) (3317,0.31665992736816406) (2712,0.3148202896118164) (3617,0.31240978837013245) (3510,0.3107030689716339) (2959,0.30733349919319153)
5797: (3175,1.1732388734817505) (1127,1.100886344909668)* (924,0.9555365443229675)* (260,0.9244307279586792)* (3793,0.9203266501426697) (2571,0.9164435863494873)* (2716,0.8826102614402771) (2959,0.8512622117996216) (32,0.8419724702835083) (589,0.8292694687843323) (1653,0.8059870600700378) (2683,0.7984862327575684) (1748,0.7873684167861938) (2706,0.7796126008033752) (2395,0.7705916166305542)* (2762,0.7665773034095764)* (3578,0.7648006677627563) (1356,0.7584081888198853) (2396,0.7495078444480896) (2700,0.7226043939590454)
5798: (2791,0.7985344529151917) (1270,0.7892104387283325)* (1079,0.7533746361732483) (1036,0.7528301477432251) (1304,0.7406747937202454) (2997,0.727257251739502) (1394,0.7269426584243774) (1197,0.6990129947662354)* (1234,0.6688987016677856) (2352,0.6653828620910645) (3039,0.6642876267433167) (3210,0.6558488011360168)* (3363,0.6486356258392334) (110,0.6362279653549194) (457,0.6342960596084595) (2797,0.6227843165397644) (2706,0.6204748749732971) (1968,0.6177738904953003) (2804,0.6171661615371704) (2599,0.6135843992233276)
5799: (2571,0.7381927967071533) (593,0.7262501120567322)* (260,0.7027381658554077) (1200,0.6952824592590332) (903,0.6207336187362671) (924,0.6158735752105713) (1252,0.6106838583946228)* (1089,0.5929448008537292) (47,0.5888151526451111) (1036,0.5798414349555969) (858,0.5764386057853699) (1196,0.5743105411529541) (457,0.5740801095962524) (1198,0.5551193356513977) (913,0.5500731468200684) (2916,0.5414901971817017) (1221,0.5409326553344727) (296,0.5320879220962524) (32,0.529210090637207) (1387,0.5006387233734131)
5801: (480,1.126731514930725)* (32,1.087294340133667)* (2706,1.0579166412353516) (260,1.0411652326583862)* (2997,1.025254726409912) (1240,1.0154790878295898)* (3175,1.0007131099700928) (1214,0.9657464027404785)* (1617,0.9504421949386597)* (1270,0.9316909313201904) (110,0.8904775381088257) (2396,0.8832544088363647) (2599,0.8701344132423401) (3578,0.8649566769599915) (3471,0.8463442921638489)* (3793,0.8258758783340454) (1206,0.8243427872657776) (457,0.7932037115097046)* (47,0.7787688970565796) (1198,0.7462097406387329)
5802: (3435,0.7727071046829224) (922,0.6287849545478821) (2186,0.6231621503829956)* (923,0.5608260631561279) (904,0.5605893135070801) (1252,0.5459187030792236) (1267,0.5420334339141846) (930,0.5410829782485962) (1284,0.5315856337547302) (3134,0.5157572627067566) (913,0.5095723271369934) (2731,0.4850289821624756) (3089,0.4840047359466553) (2203,0.48149436712265015) (912,0.4706263840198517) (908,0.4705861210823059) (942,0.4630472660064697) (1251,0.4605361819267273) (3742,0.42853987216949463) (1237,0.41982394456863403)
5803: (2395,0.8327972888946533)* (2858,0.8071442246437073)* (1148,0.7704247236251831) (2700,0.7398262619972229) (2959,0.7188947796821594) (2706,0.7044416069984436) (3114,0.6631374359130859) (2502,0.6592215299606323)* (1,0.6074134111404419) (2683,0.6039024591445923) (3174,0.6010187268257141) (2355,0.5977599024772644) (3175,0.5953775644302368) (2396,0.5803260207176208)* (3052,0.5754721164703369) (1265,0.5695527791976929) (3793,0.5680533051490784) (1923,0.5659661293029785) (1136,0.5537979006767273) (1517,0.553702712059021)
5804: (3408,0.4868183135986328) (2396,0.4241407513618469) (1307,0.42048096656799316) (1097,0.3813591003417969) (1225,0.35927826166152954) (1193,0.3482402563095093) (1247,0.3460371494293213) (1674,0.34563958644866943) (1198,0.3368820250034332) (912,0.33367958664894104) (2716,0.32240229845046997) (2762,0.3219624161720276) (920,0.3210974335670471) (3471,0.32032451033592224) (3176,0.31818318367004395) (2858,0.3142436742782593) (858,0.3128182888031006) (356,0.3122691512107849) (527,0.30053454637527466) (3897,0.30004701018333435)
5805: (1282,0.8231801390647888) (912,0.7626152038574219) (260,0.7513916492462158)* (914,0.7485381364822388) (2019,0.7166248559951782) (913,0.693975031375885) (3435,0.6887525320053101) (595,0.6644477844238281) (1214,0.6477322578430176) (1200,0.6408982872962952) (1148,0.6383213400840759) (930,0.6311280131340027) (969,0.6267798542976379) (1073,0.6102594137191772)* (1219,0.6039038896560669)* (2987,0.5938406586647034) (903,0.5913068056106567) (928,0.5831412076950073) (1199,0.5822643041610718) (1136,0.5818255543708801)
5806: (1252,1.1041991710662842)* (1041,1.0602515935897827)* (3134,0.8949453830718994) (111,0.8828849792480469)* (1212,0.8666572570800781) (3307,0.8613993525505066) (3730,0.8570362329483032) (3683,0.8151164054870605) (1228,0.8134398460388184) (3741,0.7964422702789307) (1719,0.7934095859527588) (942,0.7837659120559692)* (1213,0.776698648929596) (162,0.7684842348098755) (3095,0.7605536580085754) (2066,0.7526143193244934)* (1244,0.7444783449172974) (3201,0.735418975353241) (3083,0.7171633243560791) (2360,0.704529881477356)
5807: (2858,1.1709963083267212) (593,1.0407979488372803) (2997,0.9650375247001648) (50,0.9367414712905884) (2396,0.8748779296875) (1704,0.8419128656387329) (34,0.8353837132453918) (2395,0.7379577159881592) (223,0.728644847869873) (1358,0.7135193347930908) (2959,0.7042158842086792) (2324,0.6597511768341064) (2908,0.6401825547218323) (1923,0.6273361444473267)* (2706,0.6181399822235107) (3160,0.6148970723152161) (1784,0.610541582107544) (858,0.6081744432449341) (3147,0.6000912189483643) (457,0.5967069864273071)
5808: (589,1.2127740383148193) (1240,1.2112473249435425) (593,1.0872573852539062) (1387,1.013048768043518) (1270,0.9770150184631348) (480,0.9105696678161621) (608,0.900383472442627) (2858,0.8860888481140137) (1259,0.8849597573280334) (50,0.8582186698913574)* (1225,0.8520781993865967) (1136,0.8501777648925781) (1213,0.8345380425453186) (2762,0.820479154586792) (1222,0.8110721707344055) (1307,0.8100726008415222) (2194,0.8067591190338135) (1097,0.7826642990112305)* (969,0.7737218141555786) (541,0.7624034881591797)
5809: (1240,0.9544680118560791) (1198,0.9539198875427246)* (1394,0.9133493304252625)* (1200,0.910422146320343) (1270,0.8894955515861511) (1206,0.8408060669898987) (919,0.8341812491416931) (2968,0.8150978088378906) (1,0.8108724355697632)* (3114,0.7878333330154419) (1080,0.7697200775146484)* (1247,0.7603203058242798) (913,0.755193829536438) (3421,0.7534686326980591) (1259,0.7525874972343445) (858,0.7355537414550781)* (1036,0.7253180742263794) (32,0.7204338908195496) (1252,0.7195173501968384) (1193,0.7161130905151367)
5810: (593,0.6924203634262085) (2028,0.6631527543067932) (527,0.6384292840957642) (2762,0.592327356338501) (2858,0.568466305732727) (608,0.5641387104988098)* (1213,0.5483936071395874) (260,0.5053153038024902) (1193,0.4915197193622589) (296,0.47102993726730347) (50,0.46520739793777466) (1225,0.463733971118927) (1036,0.4508536458015442) (1617,0.44933417439460754) (3408,0.44729846715927124) (34,0.4324570298194885) (919,0.42323118448257446) (457,0.41577282547950745) (1704,0.41272085905075073) (1196,0.4117875397205353)
5811: (2710,0.585456371307373) (223,0.5495795607566833) (1407,0.5325821042060852)* (2081,0.4912829101085663) (1022,0.4895954728126526) (594,0.4839022159576416) (2395,0.468630850315094) (2700,0.4654010534286499) (2096,0.4537283778190613) (3081,0.44971948862075806) (1947,0.4375583529472351) (2706,0.42607277631759644) (1380,0.41446614265441895) (2581,0.4100562334060669) (1073,0.40687865018844604) (551,0.39964598417282104) (1345,0.3973334729671478)* (2908,0.3923253118991852) (3396,0.38463345170021057) (2144,0.38441967964172363)
5812: (11,0.8064067363739014)* (342,0.7394312620162964)* (1569,0.7388458251953125) (1188,0.7221238613128662) (1035,0.678756594657898)* (902,0.6669681668281555) (915,0.6547218561172485) (261,0.6385579705238342) (2100,0.6349461078643799)* (3105,0.6235511302947998)* (2243,0.6228688955307007)* (1957,0.6174329519271851) (7,0.6154568791389465) (2915,0.6126203536987305) (1441,0.6095981597900391) (1704,0.608435869216919)* (509,0.5975024700164795)* (141,0.5944603681564331) (2424,0.5879608392715454)* (3255,0.5864982604980469)
5813: (1036,0.9328582882881165)* (2571,0.9227355122566223) (260,0.9035869836807251) (1198,0.8874927759170532)* (1127,0.8520268797874451) (3578,0.8449946641921997) (2683,0.8263180255889893) (2858,0.8139294385910034) (2028,0.8128957152366638) (2716,0.8015050888061523) (1200,0.8002176284790039) (2916,0.7986664772033691) (1580,0.7743710279464722) (1610,0.7617820501327515) (1270,0.7591543793678284) (110,0.7566530704498291) (2762,0.7391769886016846) (1221,0.7051204442977905) (1197,0.7035822868347168)* (2987,0.6910800933837891)
5814: (2858,0.9959843158721924) (608,0.9214832186698914) (527,0.8797840476036072) (2762,0.8324344754219055) (50,0.8311400413513184) (1198,0.7981283664703369) (858,0.7872869968414307) (1196,0.7838367223739624) (110,0.7644442319869995) (2571,0.7341746091842651) (1,0.7101806402206421) (589,0.7061247825622559) (1221,0.6915432214736938) (1210,0.6740907430648804) (1704,0.6621818542480469) (3114,0.6561069488525391)* (2396,0.649275004863739) (1193,0.6386017799377441) (2804,0.6153873205184937) (1214,0.6123688220977783)
5815: (260,0.9055262804031372) (1199,0.8745943307876587)* (1206,0.872139573097229)* (913,0.8538626432418823)* (908,0.7777599096298218) (858,0.7762041091918945)* (1267,0.7449890375137329) (1196,0.7310402989387512)* (589,0.7248974442481995) (1200,0.7231693267822266) (903,0.7221872806549072) (1148,0.7126312851905823) (2010,0.7058040499687195) (1617,0.6910254955291748) (922,0.6847939491271973) (111,0.6763288378715515) (745,0.6698477268218994) (2186,0.6552256345748901) (1219,0.6454025506973267) (1260,0.6440857648849487)
5816: (2762,0.6824215054512024)* (2706,0.5562300086021423) (3005,0.5166771411895752) (2858,0.5130129456520081) (2688,0.4958149194717407) (2683,0.48684051632881165) (2694,0.4423334300518036) (3176,0.4294460415840149) (2707,0.42016616463661194) (2605,0.41543829441070557) (1210,0.39384299516677856) (3175,0.39230722188949585) (2987,0.37717264890670776) (1617,0.36252036690711975)* (3408,0.36133548617362976) (2841,0.3584674000740051) (2433,0.357826292514801) (260,0.344807505607605) (1127,0.3424866199493408) (2959,0.34233421087265015)
5817: (2706,1.2214791774749756) (2694,1.0929961204528809) (2762,0.9427715539932251) (2688,0.9349066019058228) (2605,0.8673946857452393) (3408,0.8111646175384521) (2841,0.7909628748893738) (2433,0.765855073928833) (3510,0.7631651163101196) (3203,0.7604669332504272) (2710,0.7538473606109619) (3623,0.7505556344985962) (3578,0.7409020066261292) (2716,0.7391661405563354) (2858,0.7342969179153442) (3798,0.7195696234703064) (2770,0.7119736671447754) (1093,0.691733717918396) (3753,0.6844770312309265) (3081,0.6781036853790283)
5818: (2858,0.7689273357391357) (2997,0.6783037185668945) (223,0.6156885623931885) (2762,0.6148300170898438) (2959,0.600818932056427) (2706,0.546438455581665) (2396,0.5418741703033447) (2599,0.5406623482704163) (2683,0.5330566763877869) (913,0.5237690210342407) (2336,0.5045662522315979) (1193,0.5041618347167969) (2395,0.4978417456150055) (2908,0.4946269392967224) (2716,0.48743578791618347)* (1221,0.4758754372596741) (318,0.46902087330818176) (1127,0.4623343050479889)* (858,0.4587164521217346) (2692,0.4568554162979126)
